Ensembl Gene ID	Rat Ensembl Gene ID
ENSG00000198356	ENSRNOG00000003747
ENSG00000177352	
ENSG00000057593	ENSRNOG00000032737
ENSG00000135373	ENSRNOG00000007484
ENSG00000185650	ENSRNOG00000030024
ENSG00000152556	ENSRNOG00000009628
ENSG00000134690	ENSRNOG00000031431
ENSG00000100311	ENSRNOG00000017197
ENSG00000156035	
ENSG00000215362	
ENSG00000155592	ENSRNOG00000024245
ENSG00000138758	ENSRNOG00000002182
ENSG00000123144	ENSRNOG00000003863
ENSG00000123144	ENSRNOG00000037539
ENSG00000101342	ENSRNOG00000006395
ENSG00000146731	ENSRNOG00000000923
ENSG00000146731	ENSRNOG00000022879
ENSG00000146731	ENSRNOG00000027660
ENSG00000146731	ENSRNOG00000022854
ENSG00000146731	ENSRNOG00000031806
ENSG00000146731	ENSRNOG00000014803
ENSG00000116922	ENSRNOG00000025065
ENSG00000183461	
ENSG00000124422	ENSRNOG00000032492
ENSG00000183675	
ENSG00000129595	ENSRNOG00000026050
ENSG00000100307	ENSRNOG00000016875
ENSG00000186212	ENSRNOG00000002202
ENSG00000185751	
ENSG00000103375	ENSRNOG00000014652
ENSG00000100298	ENSRNOG00000016852
ENSG00000149639	ENSRNOG00000006309
ENSG00000135374	ENSRNOG00000008282
ENSG00000162869	ENSRNOG00000016528
ENSG00000046889	ENSRNOG00000005391
ENSG00000205212	
ENSG00000182185	ENSRNOG00000012332
ENSG00000169218	ENSRNOG00000009656
ENSG00000138771	ENSRNOG00000002208
ENSG00000107623	ENSRNOG00000020208
ENSG00000172037	
ENSG00000203632	
ENSG00000128802	
ENSG00000079387	ENSRNOG00000022260
ENSG00000146733	ENSRNOG00000000925
ENSG00000165078	ENSRNOG00000005655
ENSG00000170802	ENSRNOG00000040110
ENSG00000105576	ENSRNOG00000003970
ENSG00000214819	
ENSG00000188013	ENSRNOG00000021390
ENSG00000205215	
ENSG00000134986	ENSRNOG00000020467
ENSG00000174444	ENSRNOG00000009378
ENSG00000174444	ENSRNOG00000031240
ENSG00000174444	ENSRNOG00000033834
ENSG00000107618	ENSRNOG00000020265
ENSG00000204379	
ENSG00000106772	ENSRNOG00000015088
ENSG00000134697	ENSRNOG00000009430
ENSG00000163749	ENSRNOG00000002204
ENSG00000164211	ENSRNOG00000020468
ENSG00000214822	
ENSG00000174446	ENSRNOG00000010156
ENSG00000165388	ENSRNOG00000024597
ENSG00000187210	ENSRNOG00000022398
ENSG00000215020	
ENSG00000146729	ENSRNOG00000023919
ENSG00000163879	ENSRNOG00000024957
ENSG00000121691	ENSRNOG00000008364
ENSG00000221877	
ENSG00000205629	ENSRNOG00000014565
ENSG00000118804	ENSRNOG00000002218
ENSG00000170298	ENSRNOG00000012681
ENSG00000170298	ENSRNOG00000012557
ENSG00000170298	ENSRNOG00000029679
ENSG00000208205	
ENSG00000152495	ENSRNOG00000020478
ENSG00000189157	
ENSG00000189423	ENSRNOG00000027711
ENSG00000163877	ENSRNOG00000024889
ENSG00000135002	ENSRNOG00000022273
ENSG00000135002	ENSRNOG00000002321
ENSG00000135002	ENSRNOG00000004381
ENSG00000135002	ENSRNOG00000029140
ENSG00000154999	ENSRNOG00000000926
ENSG00000154999	ENSRNOG00000030847
ENSG00000149636	ENSRNOG00000006236
ENSG00000128394	
ENSG00000205217	
ENSG00000204382	
ENSG00000132004	ENSRNOG00000004212
ENSG00000169032	ENSRNOG00000010176
ENSG00000072121	ENSRNOG00000028111
ENSG00000134987	ENSRNOG00000027355
ENSG00000178665	
ENSG00000204525	
ENSG00000066777	ENSRNOG00000005703
ENSG00000075131	ENSRNOG00000037221
ENSG00000126217	ENSRNOG00000028426
ENSG00000166016	ENSRNOG00000008510
ENSG00000154898	
ENSG00000138081	ENSRNOG00000016396
ENSG00000198904	
ENSG00000155622	
ENSG00000138760	ENSRNOG00000002225
ENSG00000172046	
ENSG00000163875	ENSRNOG00000009309
ENSG00000179028	
ENSG00000165390	ENSRNOG00000020270
ENSG00000208830	
ENSG00000204528	
ENSG00000145777	
ENSG00000154997	ENSRNOG00000038495
ENSG00000206344	
ENSG00000208368	
ENSG00000166938	ENSRNOG00000010537
ENSG00000140750	ENSRNOG00000013836
ENSG00000197910	ENSRNOG00000010401
ENSG00000139988	ENSRNOG00000011930
ENSG00000209201	
ENSG00000208204	
ENSG00000221940	
ENSG00000095059	ENSRNOG00000004219
ENSG00000181242	
ENSG00000176826	ENSRNOG00000005478
ENSG00000163874	ENSRNOG00000009131
ENSG00000164209	ENSRNOG00000017091
ENSG00000104218	ENSRNOG00000006448
ENSG00000123154	ENSRNOG00000004287
ENSG00000154978	
ENSG00000186952	ENSRNOG00000031348
ENSG00000101079	ENSRNOG00000036812
ENSG00000101079	ENSRNOG00000036813
ENSG00000101079	ENSRNOG00000000014
ENSG00000135372	ENSRNOG00000008663
ENSG00000208203	
ENSG00000204531	
ENSG00000198035	
ENSG00000139219	ENSRNOG00000022282
ENSG00000116062	ENSRNOG00000016134
ENSG00000072042	ENSRNOG00000011902
ENSG00000158865	ENSRNOG00000013407
ENSG00000138750	ENSRNOG00000002247
ENSG00000105583	ENSRNOG00000033611
ENSG00000179750	
ENSG00000223176	
ENSG00000184261	ENSRNOG00000016110
ENSG00000072444	ENSRNOG00000012196
ENSG00000132434	ENSRNOG00000006810
ENSG00000099139	ENSRNOG00000012036
ENSG00000121022	ENSRNOG00000006499
ENSG00000163873	ENSRNOG00000008992
ENSG00000135387	ENSRNOG00000009152
ENSG00000137310	
ENSG00000128487	ENSRNOG00000002903
ENSG00000172053	
ENSG00000154545	
ENSG00000101084	ENSRNOG00000020317
ENSG00000100568	ENSRNOG00000011734
ENSG00000178125	ENSRNOG00000006804
ENSG00000184566	
ENSG00000068650	ENSRNOG00000017154
ENSG00000208357	
ENSG00000187728	ENSRNOG00000030500
ENSG00000134291	ENSRNOG00000008784
ENSG00000157890	ENSRNOG00000010634
ENSG00000197595	
ENSG00000205537	
ENSG00000112893	ENSRNOG00000015439
ENSG00000128383	
ENSG00000152726	ENSRNOG00000011653
ENSG00000104774	ENSRNOG00000023910
ENSG00000213154	
ENSG00000198218	ENSRNOG00000025071
ENSG00000108599	ENSRNOG00000002899
ENSG00000178460	ENSRNOG00000021702
ENSG00000178464	ENSRNOG00000029958
ENSG00000135363	ENSRNOG00000009401
ENSG00000215033	
ENSG00000198961	ENSRNOG00000015528
ENSG00000134996	ENSRNOG00000012156
ENSG00000081181	ENSRNOG00000011139
ENSG00000183741	
ENSG00000103769	ENSRNOG00000011302
ENSG00000156219	ENSRNOG00000002256
ENSG00000090905	ENSRNOG00000024737
ENSG00000100564	ENSRNOG00000010914
ENSG00000119535	ENSRNOG00000008759
ENSG00000101082	ENSRNOG00000020337
ENSG00000221890	ENSRNOG00000016156
ENSG00000176857	
ENSG00000178035	ENSRNOG00000031965
ENSG00000173875	ENSRNOG00000023920
ENSG00000126216	ENSRNOG00000017085
ENSG00000187243	
ENSG00000208826	
ENSG00000111424	ENSRNOG00000008574
ENSG00000182776	
ENSG00000186807	ENSRNOG00000020270
ENSG00000118707	ENSRNOG00000028776
ENSG00000054690	ENSRNOG00000010650
ENSG00000169248	ENSRNOG00000022298
ENSG00000083290	ENSRNOG00000002763
ENSG00000188033	
ENSG00000198549	
ENSG00000100246	ENSRNOG00000000650
ENSG00000100246	ENSRNOG00000015583
ENSG00000151422	ENSRNOG00000015898
ENSG00000116898	ENSRNOG00000008279
ENSG00000174485	ENSRNOG00000011739
ENSG00000110429	ENSRNOG00000009549
ENSG00000095002	ENSRNOG00000015796
ENSG00000153498	ENSRNOG00000037914
ENSG00000106733	ENSRNOG00000012665
ENSG00000204536	
ENSG00000220949	
ENSG00000204150	
ENSG00000211230	
ENSG00000198250	ENSRNOG00000024590
ENSG00000204538	
ENSG00000101335	ENSRNOG00000020246
ENSG00000104205	
ENSG00000198133	ENSRNOG00000010646
ENSG00000189014	
ENSG00000196826	
ENSG00000169245	ENSRNOG00000022256
ENSG00000182968	
ENSG00000213005	ENSRNOG00000003802
ENSG00000178057	ENSRNOG00000020068
ENSG00000145743	
ENSG00000146648	ENSRNOG00000004332
ENSG00000180855	
ENSG00000138755	ENSRNOG00000022242
ENSG00000204398	
ENSG00000122257	ENSRNOG00000012806
ENSG00000119888	ENSRNOG00000015667
ENSG00000204540	
ENSG00000153495	ENSRNOG00000033585
ENSG00000184349	ENSRNOG00000034177
ENSG00000218586	ENSRNOG00000004696
ENSG00000116885	ENSRNOG00000026978
ENSG00000100558	ENSRNOG00000010098
ENSG00000074621	ENSRNOG00000026904
ENSG00000210690	
ENSG00000210714	
ENSG00000210715	
ENSG00000211577	
ENSG00000006116	ENSRNOG00000012362
ENSG00000196466	
ENSG00000156017	ENSRNOG00000012872
ENSG00000108602	ENSRNOG00000002331
ENSG00000213865	
ENSG00000204539	
ENSG00000181817	ENSRNOG00000025716
ENSG00000204638	
ENSG00000100242	ENSRNOG00000015177
ENSG00000135045	ENSRNOG00000025644
ENSG00000198342	
ENSG00000112874	ENSRNOG00000022576
ENSG00000178149	ENSRNOG00000020159
ENSG00000204542	ENSRNOG00000030676
ENSG00000204172	
ENSG00000198301	ENSRNOG00000022229
ENSG00000181751	ENSRNOG00000028785
ENSG00000181751	ENSRNOG00000032398
ENSG00000138614	ENSRNOG00000012469
ENSG00000179222	ENSRNOG00000006756
ENSG00000188868	
ENSG00000134001	ENSRNOG00000009432
ENSG00000175073	ENSRNOG00000006980
ENSG00000061273	ENSRNOG00000008308
ENSG00000204544	
ENSG00000132432	ENSRNOG00000005203
ENSG00000132432	ENSRNOG00000028787
ENSG00000132432	ENSRNOG00000022917
ENSG00000132432	ENSRNOG00000031570
ENSG00000132432	ENSRNOG00000034211
ENSG00000132432	ENSRNOG00000014455
ENSG00000132432	ENSRNOG00000030702
ENSG00000211252	
ENSG00000211255	
ENSG00000187141	
ENSG00000085063	
ENSG00000219180	
ENSG00000189090	ENSRNOG00000010401
ENSG00000100226	ENSRNOG00000014634
ENSG00000205177	ENSRNOG00000010963
ENSG00000211584	
ENSG00000218758	
ENSG00000166501	ENSRNOG00000012061
ENSG00000211264	
ENSG00000180638	ENSRNOG00000038055
ENSG00000196182	ENSRNOG00000025679
ENSG00000110427	ENSRNOG00000011132
ENSG00000170419	ENSRNOG00000005180
ENSG00000145725	ENSRNOG00000011613
ENSG00000074696	ENSRNOG00000030232
ENSG00000116883	
ENSG00000100554	ENSRNOG00000009080
ENSG00000205628	
ENSG00000080845	ENSRNOG00000020225
ENSG00000166869	ENSRNOG00000019112
ENSG00000138744	ENSRNOG00000002273
ENSG00000142694	ENSRNOG00000024818
ENSG00000189369	
ENSG00000143933	
ENSG00000168631	
ENSG00000178252	ENSRNOG00000020185
ENSG00000100221	ENSRNOG00000014440
ENSG00000185697	ENSRNOG00000021669
ENSG00000150165	ENSRNOG00000020270
ENSG00000221900	
ENSG00000145723	ENSRNOG00000011962
ENSG00000162864	ENSRNOG00000040136
ENSG00000215896	ENSRNOG00000024566
ENSG00000196368	ENSRNOG00000029190
ENSG00000196368	ENSRNOG00000029786
ENSG00000214193	
ENSG00000196260	
ENSG00000197857	
ENSG00000179251	
ENSG00000209321	
ENSG00000209315	
ENSG00000208959	
ENSG00000169085	ENSRNOG00000021663
ENSG00000178467	ENSRNOG00000020249
ENSG00000156194	ENSRNOG00000002282
ENSG00000134398	ENSRNOG00000018974
ENSG00000100216	ENSRNOG00000014058
ENSG00000187690	ENSRNOG00000039305
ENSG00000131043	ENSRNOG00000020086
ENSG00000203268	
ENSG00000208348	
ENSG00000110422	ENSRNOG00000011358
ENSG00000072415	ENSRNOG00000008788
ENSG00000072415	ENSRNOG00000038657
ENSG00000138768	ENSRNOG00000002301
ENSG00000172717	ENSRNOG00000028351
ENSG00000106078	ENSRNOG00000004281
ENSG00000102606	ENSRNOG00000012934
ENSG00000196646	
ENSG00000122824	ENSRNOG00000029190
ENSG00000122824	ENSRNOG00000029786
ENSG00000054118	ENSRNOG00000009977
ENSG00000054118	ENSRNOG00000033459
ENSG00000204174	ENSRNOG00000020282
ENSG00000204175	ENSRNOG00000020285
ENSG00000176102	ENSRNOG00000012089
ENSG00000213297	
ENSG00000137411	ENSRNOG00000000833
ENSG00000119121	ENSRNOG00000013053
ENSG00000088448	ENSRNOG00000013618
ENSG00000068724	ENSRNOG00000014879
ENSG00000072210	ENSRNOG00000002342
ENSG00000147576	ENSRNOG00000007069
ENSG00000177479	ENSRNOG00000031827
ENSG00000100211	ENSRNOG00000013892
ENSG00000079337	ENSRNOG00000007199
ENSG00000130385	ENSRNOG00000002984
ENSG00000179041	ENSRNOG00000007240
ENSG00000179041	ENSRNOG00000040320
ENSG00000179041	ENSRNOG00000039977
ENSG00000179041	ENSRNOG00000039982
ENSG00000221883	
ENSG00000166851	ENSRNOG00000018815
ENSG00000132010	
ENSG00000184949	ENSRNOG00000021795
ENSG00000176148	ENSRNOG00000023853
ENSG00000188474	
ENSG00000074603	ENSRNOG00000019105
ENSG00000171723	ENSRNOG00000028366
ENSG00000111405	ENSRNOG00000007130
ENSG00000196553	ENSRNOG00000033423
ENSG00000147571	ENSRNOG00000012703
ENSG00000214189	
ENSG00000142494	ENSRNOG00000002355
ENSG00000166847	ENSRNOG00000018048
ENSG00000158352	ENSRNOG00000002959
ENSG00000178537	ENSRNOG00000020288
ENSG00000121690	ENSRNOG00000012262
ENSG00000219665	
ENSG00000103742	ENSRNOG00000033496
ENSG00000197647	
ENSG00000145730	ENSRNOG00000033280
ENSG00000116871	ENSRNOG00000010237
ENSG00000180398	ENSRNOG00000015059
ENSG00000100206	ENSRNOG00000013807
ENSG00000222005	
ENSG00000197054	
ENSG00000213121	
ENSG00000208940	
ENSG00000005175	ENSRNOG00000007065
ENSG00000204176	ENSRNOG00000020287
ENSG00000128482	ENSRNOG00000002364
ENSG00000083093	ENSRNOG00000025126
ENSG00000198963	ENSRNOG00000013413
ENSG00000208935	
ENSG00000208933	
ENSG00000208931	
ENSG00000204466	ENSRNOG00000039323
ENSG00000122376	
ENSG00000138757	
ENSG00000114302	ENSRNOG00000020284
ENSG00000196757	
ENSG00000153487	ENSRNOG00000014520
ENSG00000174498	ENSRNOG00000030800
ENSG00000060749	ENSRNOG00000037514
ENSG00000060749	ENSRNOG00000034067
ENSG00000204177	ENSRNOG00000006576
ENSG00000214197	ENSRNOG00000039161
ENSG00000213780	ENSRNOG00000000831
ENSG00000179715	ENSRNOG00000022807
ENSG00000147573	ENSRNOG00000012723
ENSG00000205359	ENSRNOG00000019252
ENSG00000205359	ENSRNOG00000013792
ENSG00000205359	ENSRNOG00000031146
ENSG00000004779	ENSRNOG00000018129
ENSG00000004779	ENSRNOG00000025242
ENSG00000054116	ENSRNOG00000010550
ENSG00000198429	
ENSG00000147570	ENSRNOG00000012851
ENSG00000139211	ENSRNOG00000007032
ENSG00000135378	ENSRNOG00000022710
ENSG00000138617	ENSRNOG00000029127
ENSG00000171150	ENSRNOG00000028504
ENSG00000138769	ENSRNOG00000002506
ENSG00000171291	
ENSG00000166482	ENSRNOG00000002382
ENSG00000103353	ENSRNOG00000018243
ENSG00000134905	ENSRNOG00000014526
ENSG00000119878	ENSRNOG00000015215
ENSG00000173930	ENSRNOG00000022711
ENSG00000171812	ENSRNOG00000010841
ENSG00000171295	
ENSG00000138615	ENSRNOG00000029911
ENSG00000106070	ENSRNOG00000004290
ENSG00000208337	
ENSG00000174792	
ENSG00000088367	
ENSG00000213995	ENSRNOG00000015021
ENSG00000186714	ENSRNOG00000022660
ENSG00000150175	ENSRNOG00000029131
ENSG00000100201	ENSRNOG00000013691
ENSG00000068745	ENSRNOG00000020361
ENSG00000113532	
ENSG00000177599	
ENSG00000147082	ENSRNOG00000002951
ENSG00000166855	ENSRNOG00000030225
ENSG00000139832	ENSRNOG00000023991
ENSG00000103356	ENSRNOG00000025353
ENSG00000103356	ENSRNOG00000018925
ENSG00000135046	ENSRNOG00000017469
ENSG00000139209	ENSRNOG00000006653
ENSG00000197044	
ENSG00000149646	ENSRNOG00000019992
ENSG00000210730	
ENSG00000116863	ENSRNOG00000010849
ENSG00000116863	ENSRNOG00000032029
ENSG00000174796	ENSRNOG00000002543
ENSG00000174132	ENSRNOG00000019087
ENSG00000151665	ENSRNOG00000015325
ENSG00000205268	ENSRNOG00000013048
ENSG00000149100	ENSRNOG00000012738
ENSG00000208814	
ENSG00000213146	
ENSG00000185839	
ENSG00000208802	
ENSG00000210732	
ENSG00000100196	ENSRNOG00000013577
ENSG00000197933	
ENSG00000033170	ENSRNOG00000008451
ENSG00000214802	ENSRNOG00000000913
ENSG00000210734	
ENSG00000092850	ENSRNOG00000011033
ENSG00000132437	ENSRNOG00000004327
ENSG00000090470	ENSRNOG00000014340
ENSG00000090470	ENSRNOG00000039733
ENSG00000213672	ENSRNOG00000031816
ENSG00000214759	ENSRNOG00000011494
ENSG00000214759	ENSRNOG00000032062
ENSG00000214760	
ENSG00000066855	ENSRNOG00000021359
ENSG00000134294	ENSRNOG00000006305
ENSG00000183242	
ENSG00000171222	
ENSG00000197332	
ENSG00000103710	ENSRNOG00000032339
ENSG00000215497	
ENSG00000217865	
ENSG00000103365	ENSRNOG00000018599
ENSG00000147081	ENSRNOG00000002921
ENSG00000168135	ENSRNOG00000013869
ENSG00000165092	
ENSG00000153922	ENSRNOG00000014434
ENSG00000198551	
ENSG00000104442	ENSRNOG00000013253
ENSG00000204474	ENSRNOG00000020877
ENSG00000119729	ENSRNOG00000021484
ENSG00000208800	
ENSG00000132436	ENSRNOG00000004440
ENSG00000163743	ENSRNOG00000002546
ENSG00000186198	ENSRNOG00000028889
ENSG00000100181	
ENSG00000166484	ENSRNOG00000002412
ENSG00000134871	ENSRNOG00000023972
ENSG00000168434	ENSRNOG00000018751
ENSG00000174136	
ENSG00000103707	ENSRNOG00000014602
ENSG00000165091	ENSRNOG00000017936
ENSG00000172817	ENSRNOG00000009730
ENSG00000171142	ENSRNOG00000015566
ENSG00000102575	
ENSG00000111371	ENSRNOG00000005291
ENSG00000169116	ENSRNOG00000002579
ENSG00000058729	ENSRNOG00000012692
ENSG00000187600	
ENSG00000208202	
ENSG00000215096	
ENSG00000204580	ENSRNOG00000000830
ENSG00000090487	ENSRNOG00000015019
ENSG00000180828	ENSRNOG00000021745
ENSG00000130165	ENSRNOG00000014284
ENSG00000208928	
ENSG00000126070	ENSRNOG00000034269
ENSG00000214894	
ENSG00000108641	ENSRNOG00000002462
ENSG00000174808	ENSRNOG00000002728
ENSG00000184937	ENSRNOG00000013074
ENSG00000168447	ENSRNOG00000030981
ENSG00000213923	ENSRNOG00000013076
ENSG00000171365	ENSRNOG00000002862
ENSG00000116016	ENSRNOG00000021318
ENSG00000185728	ENSRNOG00000010084
ENSG00000145721	ENSRNOG00000012988
ENSG00000180991	ENSRNOG00000029228
ENSG00000025293	ENSRNOG00000019948
ENSG00000137331	ENSRNOG00000000827
ENSG00000130176	ENSRNOG00000027736
ENSG00000205595	ENSRNOG00000002754
ENSG00000092847	ENSRNOG00000027320
ENSG00000125952	ENSRNOG00000008049
ENSG00000125952	ENSRNOG00000005864
ENSG00000137561	ENSRNOG00000007139
ENSG00000139218	ENSRNOG00000005263
ENSG00000049449	ENSRNOG00000013452
ENSG00000166839	ENSRNOG00000015554
ENSG00000198792	ENSRNOG00000022802
ENSG00000109321	ENSRNOG00000002754
ENSG00000166828	ENSRNOG00000017842
ENSG00000130159	ENSRNOG00000014128
ENSG00000107372	ENSRNOG00000018107
ENSG00000137563	ENSRNOG00000007351
ENSG00000171132	ENSRNOG00000015603
ENSG00000213006	
ENSG00000101951	
ENSG00000204179	
ENSG00000169094	ENSRNOG00000029242
ENSG00000185022	ENSRNOG00000012886
ENSG00000125954	ENSRNOG00000007660
ENSG00000161914	ENSRNOG00000014065
ENSG00000068985	
ENSG00000197374	
ENSG00000124882	ENSRNOG00000002771
ENSG00000185942	ENSRNOG00000013085
ENSG00000008300	ENSRNOG00000034005
ENSG00000134698	ENSRNOG00000025596
ENSG00000186719	
ENSG00000068784	ENSRNOG00000014720
ENSG00000185811	ENSRNOG00000004444
ENSG00000187498	ENSRNOG00000016281
ENSG00000183396	ENSRNOG00000031141
ENSG00000205054	
ENSG00000139998	
ENSG00000164500	ENSRNOG00000037621
ENSG00000103404	ENSRNOG00000025793
ENSG00000182585	ENSRNOG00000002782
ENSG00000140451	ENSRNOG00000015878
ENSG00000185950	ENSRNOG00000023509
ENSG00000072134	ENSRNOG00000002523
ENSG00000196361	ENSRNOG00000013752
ENSG00000119125	ENSRNOG00000018282
ENSG00000189079	ENSRNOG00000004831
ENSG00000042813	ENSRNOG00000027801
ENSG00000176153	ENSRNOG00000038455
ENSG00000176153	ENSRNOG00000028347
ENSG00000176153	ENSRNOG00000038454
ENSG00000113441	ENSRNOG00000013082
ENSG00000170577	ENSRNOG00000024511
ENSG00000122254	ENSRNOG00000017659
ENSG00000204669	
ENSG00000198274	
ENSG00000214844	
ENSG00000166831	ENSRNOG00000015896
ENSG00000205777	
ENSG00000197195	ENSRNOG00000007336
ENSG00000189152	
ENSG00000177119	ENSRNOG00000006995
ENSG00000188730	
ENSG00000189064	
ENSG00000188234	
ENSG00000214848	
ENSG00000137312	ENSRNOG00000000826
ENSG00000214845	
ENSG00000092853	ENSRNOG00000011332
ENSG00000134297	
ENSG00000138083	ENSRNOG00000024544
ENSG00000163738	ENSRNOG00000021347
ENSG00000203271	
ENSG00000203270	
ENSG00000208200	
ENSG00000142686	ENSRNOG00000021609
ENSG00000185610	ENSRNOG00000006885
ENSG00000130175	ENSRNOG00000013360
ENSG00000155621	ENSRNOG00000027161
ENSG00000155621	ENSRNOG00000024197
ENSG00000010256	ENSRNOG00000032134
ENSG00000180304	ENSRNOG00000015953
ENSG00000184381	ENSRNOG00000012295
ENSG00000007372	ENSRNOG00000004410
ENSG00000143919	ENSRNOG00000030629
ENSG00000164308	
ENSG00000179869	ENSRNOG00000025645
ENSG00000041515	ENSRNOG00000016483
ENSG00000198363	ENSRNOG00000007445
ENSG00000215266	
ENSG00000107362	ENSRNOG00000012514
ENSG00000198003	ENSRNOG00000013263
ENSG00000213674	
ENSG00000126067	ENSRNOG00000011463
ENSG00000180357	ENSRNOG00000015977
ENSG00000081041	ENSRNOG00000002802
ENSG00000081041	ENSRNOG00000002792
ENSG00000081041	ENSRNOG00000028043
ENSG00000154016	ENSRNOG00000002599
ENSG00000163734	ENSRNOG00000002802
ENSG00000163734	ENSRNOG00000002792
ENSG00000163734	ENSRNOG00000028043
ENSG00000177182	ENSRNOG00000006919
ENSG00000184613	ENSRNOG00000006235
ENSG00000188522	ENSRNOG00000027924
ENSG00000128298	ENSRNOG00000012215
ENSG00000100156	ENSRNOG00000012090
ENSG00000196893	
ENSG00000164307	ENSRNOG00000009997
ENSG00000131051	ENSRNOG00000019848
ENSG00000102524	ENSRNOG00000014464
ENSG00000116819	ENSRNOG00000027595
ENSG00000103671	ENSRNOG00000016121
ENSG00000205517	ENSRNOG00000013027
ENSG00000109911	ENSRNOG00000016146
ENSG00000109911	ENSRNOG00000022226
ENSG00000109911	ENSRNOG00000004787
ENSG00000219244	
ENSG00000183696	ENSRNOG00000004972
ENSG00000139173	ENSRNOG00000006068
ENSG00000164746	ENSRNOG00000037632
ENSG00000148950	ENSRNOG00000004829
ENSG00000139826	ENSRNOG00000014598
ENSG00000172661	ENSRNOG00000011653
ENSG00000114270	ENSRNOG00000020579
ENSG00000171316	ENSRNOG00000006689
ENSG00000196230	ENSRNOG00000000821
ENSG00000154025	ENSRNOG00000002616
ENSG00000068990	
ENSG00000125995	ENSRNOG00000019823
ENSG00000145040	ENSRNOG00000020655
ENSG00000163735	ENSRNOG00000002843
ENSG00000135048	ENSRNOG00000012782
ENSG00000138078	ENSRNOG00000007326
ENSG00000100151	ENSRNOG00000011507
ENSG00000166803	ENSRNOG00000016561
ENSG00000166803	ENSRNOG00000038209
ENSG00000187266	ENSRNOG00000012619
ENSG00000212957	
ENSG00000170946	ENSRNOG00000004842
ENSG00000222044	
ENSG00000164744	ENSRNOG00000005105
ENSG00000173928	ENSRNOG00000012604
ENSG00000215400	
ENSG00000151239	ENSRNOG00000022507
ENSG00000163736	ENSRNOG00000002829
ENSG00000020129	ENSRNOG00000011751
ENSG00000208326	
ENSG00000186688	
ENSG00000070182	ENSRNOG00000006911
ENSG00000188512	
ENSG00000141127	ENSRNOG00000002724
ENSG00000198064	
ENSG00000163737	ENSRNOG00000028015
ENSG00000171928	ENSRNOG00000016597
ENSG00000172671	ENSRNOG00000011791
ENSG00000208324	
ENSG00000188682	
ENSG00000126822	ENSRNOG00000006570
ENSG00000114268	ENSRNOG00000020656
ENSG00000104388	ENSRNOG00000005963
ENSG00000105520	ENSRNOG00000012164
ENSG00000208323	
ENSG00000136273	ENSRNOG00000005141
ENSG00000169118	ENSRNOG00000016620
ENSG00000165807	ENSRNOG00000038480
ENSG00000183401	
ENSG00000078872	ENSRNOG00000019736
ENSG00000174405	ENSRNOG00000014605
ENSG00000138079	ENSRNOG00000007006
ENSG00000100146	ENSRNOG00000011305
ENSG00000163739	ENSRNOG00000002802
ENSG00000163739	ENSRNOG00000002792
ENSG00000163739	ENSRNOG00000028043
ENSG00000198001	ENSRNOG00000005965
ENSG00000204442	ENSRNOG00000037783
ENSG00000178538	ENSRNOG00000005669
ENSG00000164054	ENSRNOG00000020667
ENSG00000217977	
ENSG00000174408	
ENSG00000180747	
ENSG00000136275	
ENSG00000213148	
ENSG00000171931	
ENSG00000105518	ENSRNOG00000011747
ENSG00000126803	ENSRNOG00000006472
ENSG00000170226	
ENSG00000157341	
ENSG00000170959	ENSRNOG00000022178
ENSG00000166794	ENSRNOG00000016781
ENSG00000167912	
ENSG00000109272	ENSRNOG00000028015
ENSG00000100142	ENSRNOG00000011214
ENSG00000137337	ENSRNOG00000032813
ENSG00000208322	
ENSG00000216649	
ENSG00000142687	ENSRNOG00000012204
ENSG00000129317	ENSRNOG00000022570
ENSG00000165406	ENSRNOG00000012297
ENSG00000126804	ENSRNOG00000030397
ENSG00000157734	ENSRNOG00000022852
ENSG00000158683	ENSRNOG00000004865
ENSG00000124875	ENSRNOG00000002843
ENSG00000186060	ENSRNOG00000003219
ENSG00000134884	ENSRNOG00000024142
ENSG00000105514	ENSRNOG00000011582
ENSG00000140743	ENSRNOG00000017260
ENSG00000213688	ENSRNOG00000000299
ENSG00000066382	ENSRNOG00000004863
ENSG00000213689	ENSRNOG00000022540
ENSG00000215136	
ENSG00000198846	ENSRNOG00000010777
ENSG00000128346	ENSRNOG00000011170
ENSG00000089775	ENSRNOG00000006441
ENSG00000146666	
ENSG00000189375	
ENSG00000152219	ENSRNOG00000004891
ENSG00000221845	
ENSG00000179841	ENSRNOG00000006410
ENSG00000035681	ENSRNOG00000010234
ENSG00000130167	
ENSG00000131808	ENSRNOG00000004898
ENSG00000154874	
ENSG00000130173	ENSRNOG00000011490
ENSG00000012779	ENSRNOG00000012972
ENSG00000125266	ENSRNOG00000014648
ENSG00000210762	
ENSG00000146463	ENSRNOG00000012397
ENSG00000138032	ENSRNOG00000030667
ENSG00000198716	
ENSG00000167494	
ENSG00000058600	ENSRNOG00000016960
ENSG00000188933	ENSRNOG00000027711
ENSG00000213147	
ENSG00000153113	ENSRNOG00000010286
ENSG00000173157	ENSRNOG00000033397
ENSG00000100139	ENSRNOG00000026212
ENSG00000164053	ENSRNOG00000020670
ENSG00000208320	
ENSG00000182255	ENSRNOG00000004918
ENSG00000182346	
ENSG00000137404	ENSRNOG00000000818
ENSG00000172678	ENSRNOG00000013247
ENSG00000208784	
ENSG00000208780	
ENSG00000028528	ENSRNOG00000017029
ENSG00000028528	ENSRNOG00000001574
ENSG00000215253	
