Ensembl Gene ID	Zebrafish Ensembl ID
ENSG00000164611	ENSDARG00000075421
ENSG00000147799	ENSDARG00000002653
ENSG00000147799	ENSDARG00000073853
ENSG00000197457	
ENSG00000127314	ENSDARG00000008867
ENSG00000167264	ENSDARG00000077607
ENSG00000165204	
ENSG00000196967	
ENSG00000136940	ENSDARG00000009480
ENSG00000172020	ENSDARG00000015775
ENSG00000124762	ENSDARG00000076554
ENSG00000162298	ENSDARG00000017842
ENSG00000213563	ENSDARG00000075765
ENSG00000212786	
ENSG00000182810	ENSDARG00000060411
ENSG00000198918	ENSDARG00000036316
ENSG00000108239	ENSDARG00000073771
ENSG00000108239	ENSDARG00000038237
ENSG00000213939	
ENSG00000209918	
ENSG00000185414	ENSDARG00000069850
ENSG00000148215	
ENSG00000172354	ENSDARG00000035357
ENSG00000164609	ENSDARG00000038870
ENSG00000187808	
ENSG00000209817	
ENSG00000149792	ENSDARG00000075422
ENSG00000171459	
ENSG00000164116	ENSDARG00000013787
ENSG00000131470	ENSDARG00000037892
ENSG00000177021	ENSDARG00000078350
ENSG00000177021	ENSDARG00000074181
ENSG00000101216	ENSDARG00000060887
ENSG00000215030	
ENSG00000197050	
ENSG00000136939	
ENSG00000160959	ENSDARG00000036493
ENSG00000158411	ENSDARG00000044766
ENSG00000221886	
ENSG00000171481	
ENSG00000196777	
ENSG00000206744	
ENSG00000112081	ENSDARG00000025397
ENSG00000112081	ENSDARG00000059360
ENSG00000111554	ENSDARG00000045675
ENSG00000181722	ENSDARG00000005586
ENSG00000179360	
ENSG00000171484	
ENSG00000173679	
ENSG00000164114	ENSDARG00000037276
ENSG00000171496	
ENSG00000165202	
ENSG00000173145	ENSDARG00000002487
ENSG00000145861	ENSDARG00000059944
ENSG00000149806	ENSDARG00000014830
ENSG00000149806	ENSDARG00000043663
ENSG00000077080	ENSDARG00000034107
ENSG00000077080	ENSDARG00000077616
ENSG00000213890	
ENSG00000127318	
ENSG00000116783	
ENSG00000167261	ENSDARG00000079216
ENSG00000198453	
ENSG00000209905	
ENSG00000160957	ENSDARG00000077516
ENSG00000130589	ENSDARG00000016527
ENSG00000130589	ENSDARG00000012600
ENSG00000112079	ENSDARG00000075847
ENSG00000112079	ENSDARG00000018516
ENSG00000112079	ENSDARG00000019973
ENSG00000181847	
ENSG00000209399	
ENSG00000174418	
ENSG00000210456	
ENSG00000108788	ENSDARG00000037891
ENSG00000174255	
ENSG00000111536	
ENSG00000185869	
ENSG00000174276	ENSDARG00000030805
ENSG00000171501	
ENSG00000220630	
ENSG00000171505	
ENSG00000135083	ENSDARG00000077116
ENSG00000167700	ENSDARG00000035568
ENSG00000162620	ENSDARG00000078611
ENSG00000125531	
ENSG00000106327	ENSDARG00000018406
ENSG00000112078	ENSDARG00000059381
ENSG00000141096	ENSDARG00000079216
ENSG00000185149	ENSDARG00000057718
ENSG00000185149	ENSDARG00000037277
ENSG00000172260	ENSDARG00000021607
ENSG00000213457	
ENSG00000213618	
ENSG00000151962	ENSDARG00000079452
ENSG00000125508	
ENSG00000149809	ENSDARG00000032816
ENSG00000149809	ENSDARG00000075664
ENSG00000179165	
ENSG00000167637	
ENSG00000209805	
ENSG00000144182	ENSDARG00000025233
ENSG00000136834	
ENSG00000197233	
ENSG00000196761	
ENSG00000167701	ENSDARG00000019541
ENSG00000167701	ENSDARG00000055642
ENSG00000180764	ENSDARG00000024642
ENSG00000180764	ENSDARG00000002614
ENSG00000138193	
ENSG00000197863	
ENSG00000213924	
ENSG00000170231	ENSDARG00000044566
ENSG00000068120	ENSDARG00000042747
ENSG00000149823	ENSDARG00000062016
ENSG00000111537	
ENSG00000121207	ENSDARG00000037278
ENSG00000121207	ENSDARG00000057813
ENSG00000121207	ENSDARG00000077652
ENSG00000187066	
ENSG00000176273	ENSDARG00000063268
ENSG00000170534	
ENSG00000189042	
ENSG00000132485	ENSDARG00000044332
ENSG00000170234	
ENSG00000160972	ENSDARG00000076980
ENSG00000101213	ENSDARG00000059956
ENSG00000101213	ENSDARG00000017947
ENSG00000124067	ENSDARG00000014378
ENSG00000106330	
ENSG00000162300	ENSDARG00000011186
ENSG00000151577	ENSDARG00000032131
ENSG00000108231	ENSDARG00000058421
ENSG00000108231	ENSDARG00000020493
ENSG00000125534	ENSDARG00000031317
ENSG00000125534	ENSDARG00000007682
ENSG00000125354	ENSDARG00000010721
ENSG00000113312	ENSDARG00000044567
ENSG00000010030	ENSDARG00000069193
ENSG00000146670	ENSDARG00000044437
ENSG00000108785	ENSDARG00000027469
ENSG00000189325	
ENSG00000108786	ENSDARG00000027469
ENSG00000106333	ENSDARG00000052057
ENSG00000106333	ENSDARG00000056913
ENSG00000160973	ENSDARG00000055630
ENSG00000151576	ENSDARG00000016093
ENSG00000163617	ENSDARG00000027851
ENSG00000197808	
ENSG00000095303	ENSDARG00000052148
ENSG00000135951	ENSDARG00000052512
ENSG00000213398	ENSDARG00000062375
ENSG00000148690	ENSDARG00000016608
ENSG00000101210	ENSDARG00000006838
ENSG00000215420	
ENSG00000167702	
ENSG00000108784	ENSDARG00000030156
ENSG00000170214	ENSDARG00000011317
ENSG00000170214	ENSDARG00000041173
ENSG00000180316	
ENSG00000186416	ENSDARG00000055040
ENSG00000184307	ENSDARG00000003899
ENSG00000184307	ENSDARG00000029039
ENSG00000171557	ENSDARG00000037281
ENSG00000196872	ENSDARG00000073855
ENSG00000196872	ENSDARG00000079501
ENSG00000113302	ENSDARG00000033727
ENSG00000113302	ENSDARG00000069504
ENSG00000113302	ENSDARG00000054542
ENSG00000127334	ENSDARG00000045670
ENSG00000095464	ENSDARG00000057964
ENSG00000095464	ENSDARG00000078461
ENSG00000161298	
ENSG00000106336	
ENSG00000187954	
ENSG00000205220	ENSDARG00000043781
ENSG00000164332	ENSDARG00000044492
ENSG00000096070	ENSDARG00000062958
ENSG00000096070	ENSDARG00000074238
ENSG00000096070	ENSDARG00000070513
ENSG00000204763	ENSDARG00000061057
ENSG00000186020	
ENSG00000168060	ENSDARG00000020952
ENSG00000178042	
ENSG00000145860	ENSDARG00000002609
ENSG00000145860	ENSDARG00000075895
ENSG00000145860	ENSDARG00000032373
ENSG00000178075	
ENSG00000148187	ENSDARG00000034174
ENSG00000077721	ENSDARG00000053444
ENSG00000071073	ENSDARG00000063330
ENSG00000171560	ENSDARG00000074901
ENSG00000171560	ENSDARG00000020741
ENSG00000141086	ENSDARG00000068680
ENSG00000141086	ENSDARG00000076471
ENSG00000141086	ENSDARG00000010378
ENSG00000212796	
ENSG00000168061	ENSDARG00000071271
ENSG00000168061	ENSDARG00000075069
ENSG00000077454	ENSDARG00000068258
ENSG00000033627	ENSDARG00000015174
ENSG00000033627	ENSDARG00000020847
ENSG00000138207	ENSDARG00000057970
ENSG00000138207	ENSDARG00000077505
ENSG00000111530	ENSDARG00000017841
ENSG00000205307	
ENSG00000119446	ENSDARG00000044255
ENSG00000160949	ENSDARG00000071294
ENSG00000114573	ENSDARG00000034534
ENSG00000114573	ENSDARG00000076318
ENSG00000018610	ENSDARG00000067981
ENSG00000159792	ENSDARG00000056713
ENSG00000186017	
ENSG00000209800	
ENSG00000188038	ENSDARG00000069368
ENSG00000188038	ENSDARG00000061149
ENSG00000186188	
ENSG00000164330	ENSDARG00000016116
ENSG00000164330	ENSDARG00000069196
ENSG00000184414	
ENSG00000110025	ENSDARG00000020397
ENSG00000181007	
ENSG00000209394	
ENSG00000213622	
ENSG00000005022	ENSDARG00000071480
ENSG00000005022	ENSDARG00000042521
ENSG00000115446	ENSDARG00000040455
ENSG00000156711	ENSDARG00000058470
ENSG00000121579	ENSDARG00000027825
ENSG00000182477	
ENSG00000187763	
ENSG00000160948	ENSDARG00000045949
ENSG00000177469	ENSDARG00000059362
ENSG00000177469	ENSDARG00000076411
ENSG00000113282	ENSDARG00000025535
ENSG00000075043	ENSDARG00000029916
ENSG00000138180	ENSDARG00000029241
ENSG00000138180	ENSDARG00000078858
ENSG00000213465	ENSDARG00000069496
ENSG00000142065	
ENSG00000176542	ENSDARG00000077431
ENSG00000203900	
ENSG00000155974	ENSDARG00000015053
ENSG00000183513	ENSDARG00000070125
ENSG00000203899	
ENSG00000209412	
ENSG00000209410	
ENSG00000168062	
ENSG00000155858	ENSDARG00000053025
ENSG00000106351	ENSDARG00000069334
ENSG00000106351	ENSDARG00000056363
ENSG00000106351	ENSDARG00000077332
ENSG00000077713	ENSDARG00000023055
ENSG00000168070	
ENSG00000171564	ENSDARG00000008969
ENSG00000171564	ENSDARG00000077592
ENSG00000106852	ENSDARG00000006896
ENSG00000166924	
ENSG00000214992	ENSDARG00000003384
ENSG00000167635	
ENSG00000185681	ENSDARG00000033610
ENSG00000147804	ENSDARG00000059361
ENSG00000127311	ENSDARG00000053127
ENSG00000149735	ENSDARG00000075403
ENSG00000038358	ENSDARG00000062266
ENSG00000101856	ENSDARG00000054172
ENSG00000214369	
ENSG00000072858	
ENSG00000113272	ENSDARG00000038360
ENSG00000119421	ENSDARG00000058041
ENSG00000187658	
ENSG00000175553	
ENSG00000166925	
ENSG00000196357	
ENSG00000185955	
ENSG00000203511	
ENSG00000210436	
ENSG00000101204	ENSDARG00000070724
ENSG00000101204	ENSDARG00000058393
ENSG00000071894	ENSDARG00000028094
ENSG00000071894	ENSDARG00000034178
ENSG00000171566	ENSDARG00000037283
ENSG00000090376	ENSDARG00000053131
ENSG00000203512	
ENSG00000068971	ENSDARG00000054931
ENSG00000039600	
ENSG00000168610	ENSDARG00000022712
ENSG00000214287	
ENSG00000161281	ENSDARG00000069464
ENSG00000112062	ENSDARG00000028721
ENSG00000112062	ENSDARG00000000857
ENSG00000102898	ENSDARG00000056531
ENSG00000160813	ENSDARG00000068916
ENSG00000173137	ENSDARG00000076047
ENSG00000173137	ENSDARG00000075405
ENSG00000175764	ENSDARG00000060374
ENSG00000040933	ENSDARG00000063352
ENSG00000040933	ENSDARG00000070995
ENSG00000163611	ENSDARG00000004647
ENSG00000213954	
ENSG00000168286	ENSDARG00000036055
ENSG00000146834	ENSDARG00000059461
ENSG00000146834	ENSDARG00000035771
ENSG00000175556	
ENSG00000155957	ENSDARG00000014361
ENSG00000214093	
ENSG00000138119	ENSDARG00000017128
ENSG00000138119	ENSDARG00000006112
ENSG00000050628	ENSDARG00000055781
ENSG00000185803	ENSDARG00000031689
ENSG00000139233	ENSDARG00000055360
ENSG00000174460	
ENSG00000101203	ENSDARG00000037517
ENSG00000197301	
ENSG00000135074	
ENSG00000197410	ENSDARG00000037286
ENSG00000144191	ENSDARG00000070726
ENSG00000144191	ENSDARG00000012297
ENSG00000126247	ENSDARG00000013804
ENSG00000126247	ENSDARG00000035329
ENSG00000175486	
ENSG00000116761	ENSDARG00000074301
ENSG00000116761	ENSDARG00000032206
ENSG00000110046	ENSDARG00000062912
ENSG00000078487	
ENSG00000222000	
ENSG00000126561	ENSDARG00000019392
ENSG00000126561	ENSDARG00000055588
ENSG00000095596	ENSDARG00000033999
ENSG00000206530	
ENSG00000182325	ENSDARG00000077227
ENSG00000145423	ENSDARG00000070050
ENSG00000172548	ENSDARG00000059365
ENSG00000112053	
ENSG00000187553	ENSDARG00000056029
ENSG00000136848	ENSDARG00000069484
ENSG00000136848	ENSDARG00000075110
ENSG00000204823	
ENSG00000102901	
ENSG00000145428	ENSDARG00000037647
ENSG00000105254	ENSDARG00000068404
ENSG00000131724	ENSDARG00000039436
ENSG00000214597	
ENSG00000209870	
ENSG00000204136	
ENSG00000172568	
ENSG00000181109	
ENSG00000170616	ENSDARG00000023261
ENSG00000170616	ENSDARG00000040214
ENSG00000085514	
ENSG00000149948	ENSDARG00000069912
ENSG00000197568	
ENSG00000205171	ENSDARG00000019181
ENSG00000102904	ENSDARG00000030512
ENSG00000110047	ENSDARG00000014793
ENSG00000110047	ENSDARG00000005620
ENSG00000105258	ENSDARG00000040443
ENSG00000168658	
ENSG00000144857	ENSDARG00000074335
ENSG00000105261	ENSDARG00000079995
ENSG00000137462	ENSDARG00000037758
ENSG00000210450	
ENSG00000210706	
ENSG00000185000	ENSDARG00000031465
ENSG00000185000	ENSDARG00000054914
ENSG00000198875	
ENSG00000173757	ENSDARG00000019392
ENSG00000173757	ENSDARG00000055588
ENSG00000118454	ENSDARG00000042444
ENSG00000210413	
ENSG00000096063	ENSDARG00000031560
ENSG00000096063	ENSDARG00000073997
ENSG00000101199	ENSDARG00000067809
ENSG00000148175	ENSDARG00000003835
ENSG00000171219	
ENSG00000141084	ENSDARG00000062138
ENSG00000121716	
ENSG00000174099	ENSDARG00000045658
ENSG00000197753	ENSDARG00000045023
ENSG00000197753	ENSDARG00000056458
ENSG00000147251	ENSDARG00000062485
ENSG00000138190	ENSDARG00000020521
ENSG00000075568	ENSDARG00000056259
ENSG00000121210	ENSDARG00000079434
ENSG00000163608	ENSDARG00000043566
ENSG00000213641	
ENSG00000174106	ENSDARG00000015824
ENSG00000167925	ENSDARG00000055569
ENSG00000185122	ENSDARG00000008818
ENSG00000116754	ENSDARG00000004342
ENSG00000101197	ENSDARG00000058082
ENSG00000055163	ENSDARG00000036375
ENSG00000141098	ENSDARG00000061145
ENSG00000188686	ENSDARG00000011635
ENSG00000137392	
ENSG00000121211	ENSDARG00000070060
ENSG00000121211	ENSDARG00000074451
ENSG00000220151	
ENSG00000214300	
ENSG00000159761	
ENSG00000156076	ENSDARG00000005541
ENSG00000075702	ENSDARG00000060312
ENSG00000161610	ENSDARG00000070932
ENSG00000204140	
ENSG00000066557	ENSDARG00000017708
ENSG00000152804	ENSDARG00000074250
ENSG00000196748	
ENSG00000089558	ENSDARG00000061990
ENSG00000089558	ENSDARG00000062565
ENSG00000124074	ENSDARG00000043550
ENSG00000163607	ENSDARG00000075033
ENSG00000115085	ENSDARG00000015752
ENSG00000161277	
ENSG00000111490	
ENSG00000109654	ENSDARG00000031817
ENSG00000109654	ENSDARG00000076174
ENSG00000113263	ENSDARG00000017565
ENSG00000209960	
ENSG00000138160	ENSDARG00000010948
ENSG00000102981	ENSDARG00000069378
ENSG00000170727	ENSDARG00000063627
ENSG00000131725	ENSDARG00000060249
ENSG00000170613	
ENSG00000157343	
ENSG00000204771	ENSDARG00000016573
ENSG00000209119	
ENSG00000105270	ENSDARG00000054456
ENSG00000101198	ENSDARG00000062699
ENSG00000115073	ENSDARG00000011611
ENSG00000137460	ENSDARG00000074812
ENSG00000210418	
ENSG00000210409	
ENSG00000078319	ENSDARG00000075672
ENSG00000155868	ENSDARG00000016318
ENSG00000135677	ENSDARG00000023766
ENSG00000033122	ENSDARG00000079670
ENSG00000153179	ENSDARG00000059064
ENSG00000221889	ENSDARG00000077253
ENSG00000186979	ENSDARG00000035696
ENSG00000163606	
ENSG00000135077	ENSDARG00000077257
ENSG00000149658	ENSDARG00000016447
ENSG00000135940	ENSDARG00000015978
ENSG00000135940	ENSDARG00000011208
ENSG00000135940	ENSDARG00000068738
ENSG00000003096	
ENSG00000108774	ENSDARG00000026712
ENSG00000187786	ENSDARG00000011635
ENSG00000102977	
ENSG00000125514	
ENSG00000206531	
ENSG00000148180	ENSDARG00000011459
ENSG00000148180	ENSDARG00000045262
ENSG00000204775	ENSDARG00000063627
ENSG00000119912	ENSDARG00000075570
ENSG00000203905	
ENSG00000096060	ENSDARG00000028396
ENSG00000204019	
ENSG00000125533	ENSDARG00000037588
ENSG00000181392	
ENSG00000183735	ENSDARG00000063708
ENSG00000160844	ENSDARG00000018985
ENSG00000113249	
ENSG00000197723	
ENSG00000164144	ENSDARG00000070055
ENSG00000024526	ENSDARG00000018165
ENSG00000198060	ENSDARG00000032552
ENSG00000213413	
ENSG00000205138	
ENSG00000210392	
ENSG00000169989	
ENSG00000145850	ENSDARG00000040178
ENSG00000091986	ENSDARG00000000002
ENSG00000091986	ENSDARG00000030975
ENSG00000087916	ENSDARG00000029866
ENSG00000126243	ENSDARG00000039500
ENSG00000210390	
ENSG00000107864	ENSDARG00000060103
ENSG00000101194	ENSDARG00000011049
ENSG00000101194	ENSDARG00000042954
ENSG00000170006	ENSDARG00000074776
ENSG00000170006	ENSDARG00000076368
ENSG00000179832	ENSDARG00000016573
ENSG00000159753	ENSDARG00000032647
ENSG00000112041	ENSDARG00000075295
ENSG00000112041	ENSDARG00000078210
ENSG00000196912	
ENSG00000180772	ENSDARG00000035552
ENSG00000133895	ENSDARG00000058021
ENSG00000108773	ENSDARG00000006017
ENSG00000119396	ENSDARG00000035188
ENSG00000011600	ENSDARG00000076168
ENSG00000116745	ENSDARG00000054420
ENSG00000116745	ENSDARG00000007480
ENSG00000138459	ENSDARG00000000001
ENSG00000184575	ENSDARG00000002303
ENSG00000184575	ENSDARG00000076467
ENSG00000213997	
ENSG00000095564	ENSDARG00000060089
ENSG00000179801	ENSDARG00000035696
ENSG00000108771	
ENSG00000101193	ENSDARG00000022768
ENSG00000101193	ENSDARG00000037589
ENSG00000170624	ENSDARG00000009789
ENSG00000204803	
ENSG00000214262	
ENSG00000185306	ENSDARG00000073963
ENSG00000174721	
ENSG00000179698	
ENSG00000007866	ENSDARG00000074321
ENSG00000007866	ENSDARG00000063649
ENSG00000174501	
ENSG00000187595	ENSDARG00000058154
ENSG00000126264	
ENSG00000102024	ENSDARG00000037655
ENSG00000168067	ENSDARG00000033444
ENSG00000168067	ENSDARG00000001234
ENSG00000174206	ENSDARG00000045790
ENSG00000082515	ENSDARG00000060798
ENSG00000102974	ENSDARG00000056621
ENSG00000144848	ENSDARG00000009350
ENSG00000180581	ENSDARG00000042851
ENSG00000167604	ENSDARG00000077001
ENSG00000102021	
ENSG00000204693	
ENSG00000179632	ENSDARG00000036489
ENSG00000214051	
ENSG00000209842	
ENSG00000175718	
ENSG00000066923	
ENSG00000116729	ENSDARG00000009534
ENSG00000107854	
ENSG00000196935	ENSDARG00000007461
ENSG00000196935	ENSDARG00000045789
ENSG00000186265	
ENSG00000082516	ENSDARG00000079257
ENSG00000198755	ENSDARG00000042905
ENSG00000144199	ENSDARG00000020169
ENSG00000213420	
ENSG00000118600	ENSDARG00000063414
ENSG00000188383	
ENSG00000109670	ENSDARG00000060994
ENSG00000204670	
ENSG00000039523	ENSDARG00000062178
ENSG00000162595	
ENSG00000119938	ENSDARG00000014554
ENSG00000119938	ENSDARG00000071005
ENSG00000130224	ENSDARG00000075580
ENSG00000130224	ENSDARG00000078628
ENSG00000105290	ENSDARG00000004148
ENSG00000168256	ENSDARG00000052594
ENSG00000101191	ENSDARG00000057940
ENSG00000144188	
ENSG00000179526	ENSDARG00000059871
ENSG00000179526	ENSDARG00000076995
ENSG00000059691	ENSDARG00000037309
ENSG00000172380	ENSDARG00000003375
ENSG00000112039	ENSDARG00000068870
ENSG00000159723	ENSDARG00000069089
ENSG00000164142	ENSDARG00000061021
ENSG00000164142	ENSDARG00000074214
ENSG00000168259	ENSDARG00000058148
ENSG00000091972	ENSDARG00000070502
ENSG00000091972	ENSDARG00000067992
ENSG00000091972	ENSDARG00000067994
ENSG00000091972	ENSDARG00000041998
ENSG00000091972	ENSDARG00000055372
ENSG00000091972	ENSDARG00000052329
ENSG00000091972	ENSDARG00000079191
ENSG00000197093	ENSDARG00000079712
ENSG00000155508	ENSDARG00000020043
ENSG00000155508	ENSDARG00000076982
ENSG00000123496	ENSDARG00000039436
ENSG00000177990	ENSDARG00000077869
ENSG00000177990	ENSDARG00000069995
ENSG00000170271	ENSDARG00000023820
ENSG00000179091	ENSDARG00000038075
ENSG00000214430	
ENSG00000165338	ENSDARG00000061194
ENSG00000101190	
ENSG00000147246	ENSDARG00000018228
ENSG00000147246	ENSDARG00000013210
ENSG00000168066	ENSDARG00000008188
ENSG00000168754	
ENSG00000189099	
ENSG00000213938	
ENSG00000210688	
ENSG00000126259	ENSDARG00000019473
ENSG00000116717	ENSDARG00000043581
ENSG00000116717	ENSDARG00000069991
ENSG00000146826	ENSDARG00000078891
ENSG00000119397	ENSDARG00000078794
ENSG00000214009	
ENSG00000112033	ENSDARG00000044525
ENSG00000112033	ENSDARG00000009473
ENSG00000180628	ENSDARG00000052388
ENSG00000180628	ENSDARG00000071007
ENSG00000166148	ENSDARG00000077083
ENSG00000166148	ENSDARG00000045788
ENSG00000139239	ENSDARG00000036174
ENSG00000188186	ENSDARG00000045542
ENSG00000173786	ENSDARG00000070822
ENSG00000159720	ENSDARG00000069090
ENSG00000197858	ENSDARG00000074571
ENSG00000172139	
ENSG00000109686	ENSDARG00000032138
ENSG00000214309	ENSDARG00000077314
ENSG00000126016	ENSDARG00000078335
ENSG00000168758	ENSDARG00000079611
ENSG00000204815	ENSDARG00000058140
ENSG00000148677	ENSDARG00000075263
ENSG00000148677	ENSDARG00000076192
ENSG00000092758	ENSDARG00000037845
ENSG00000174500	
ENSG00000161270	ENSDARG00000060758
ENSG00000023892	ENSDARG00000012247
ENSG00000023892	ENSDARG00000044524
ENSG00000178896	
ENSG00000176387	ENSDARG00000001975
ENSG00000068976	ENSDARG00000013317
ENSG00000068976	ENSDARG00000055518
ENSG00000166997	ENSDARG00000055797
ENSG00000155506	ENSDARG00000008778
ENSG00000213337	ENSDARG00000041350
ENSG00000202042	
ENSG00000203505	
ENSG00000114529	
ENSG00000159714	ENSDARG00000077546
ENSG00000106804	ENSDARG00000021004
ENSG00000182508	
ENSG00000111110	ENSDARG00000063684
ENSG00000221873	ENSDARG00000021154
ENSG00000221949	
ENSG00000178814	ENSDARG00000045123
ENSG00000113196	
ENSG00000204791	ENSDARG00000059811
ENSG00000187823	
ENSG00000056558	ENSDARG00000069482
ENSG00000163126	ENSDARG00000074534
ENSG00000176040	
ENSG00000148688	ENSDARG00000027428
ENSG00000204025	
ENSG00000210664	
ENSG00000145425	ENSDARG00000035692
ENSG00000164576	ENSDARG00000030213
ENSG00000186583	
ENSG00000065029	ENSDARG00000077667
ENSG00000065029	ENSDARG00000013279
ENSG00000159713	ENSDARG00000030463
ENSG00000072315	ENSDARG00000070504
ENSG00000072315	ENSDARG00000060837
ENSG00000183432	ENSDARG00000016368
ENSG00000060491	ENSDARG00000037837
ENSG00000060491	ENSDARG00000057933
ENSG00000060491	ENSDARG00000024815
ENSG00000060491	ENSDARG00000057923
ENSG00000142864	ENSDARG00000074580
ENSG00000142864	ENSDARG00000074242
ENSG00000106290	ENSDARG00000029135
ENSG00000214062	
ENSG00000131473	ENSDARG00000055652
ENSG00000144834	ENSDARG00000013831
ENSG00000144834	ENSDARG00000079805
ENSG00000144834	ENSDARG00000058394
ENSG00000004777	ENSDARG00000011333
ENSG00000168763	ENSDARG00000074853
ENSG00000178719	ENSDARG00000052746
ENSG00000181541	ENSDARG00000015266
ENSG00000159708	
ENSG00000081985	ENSDARG00000052157
ENSG00000101189	ENSDARG00000028894
ENSG00000101901	ENSDARG00000054374
ENSG00000221838	ENSDARG00000056871
ENSG00000119403	ENSDARG00000078050
ENSG00000178502	ENSDARG00000045130
ENSG00000144827	ENSDARG00000079232
ENSG00000144827	ENSDARG00000076435
ENSG00000144827	ENSDARG00000075627
ENSG00000209792	
ENSG00000167595	
ENSG00000146197	ENSDARG00000011490
ENSG00000158158	ENSDARG00000077508
ENSG00000158158	ENSDARG00000074309
ENSG00000068831	ENSDARG00000062328
ENSG00000164574	
ENSG00000198589	ENSDARG00000031108
ENSG00000198589	ENSDARG00000074550
ENSG00000061987	ENSDARG00000063694
ENSG00000178685	
ENSG00000168676	
ENSG00000161594	ENSDARG00000028548
ENSG00000161594	ENSDARG00000005814
ENSG00000101188	
ENSG00000162594	
ENSG00000004776	
ENSG00000188223	ENSDARG00000053950
ENSG00000141698	
ENSG00000095261	ENSDARG00000059046
ENSG00000037749	
ENSG00000055147	ENSDARG00000079508
ENSG00000214654	ENSDARG00000079678
ENSG00000214125	
ENSG00000210625	
ENSG00000210618	
ENSG00000114988	ENSDARG00000018865
ENSG00000114988	ENSDARG00000077598
ENSG00000114988	ENSDARG00000076911
ENSG00000196155	
ENSG00000148680	ENSDARG00000056949
ENSG00000203963	
ENSG00000170390	ENSDARG00000034093
ENSG00000170390	ENSDARG00000079882
ENSG00000116704	ENSDARG00000011973
ENSG00000101187	ENSDARG00000075948
ENSG00000205155	ENSDARG00000068698
ENSG00000124678	
ENSG00000077279	
ENSG00000167046	
ENSG00000141756	ENSDARG00000045129
ENSG00000141756	ENSDARG00000062796
ENSG00000214272	
ENSG00000161265	
ENSG00000174407	
ENSG00000077274	
ENSG00000135655	
ENSG00000188935	
ENSG00000119402	ENSDARG00000009745
ENSG00000135740	ENSDARG00000078560
ENSG00000155511	ENSDARG00000021352
ENSG00000155511	ENSDARG00000032714
ENSG00000166508	ENSDARG00000035761
ENSG00000126246	
ENSG00000106780	ENSDARG00000078536
ENSG00000106780	ENSDARG00000035471
ENSG00000174403	
ENSG00000110076	
ENSG00000141696	ENSDARG00000057946
ENSG00000144824	ENSDARG00000074843
ENSG00000144824	ENSDARG00000079889
ENSG00000114982	ENSDARG00000029556
ENSG00000132911	ENSDARG00000022570
ENSG00000064999	
ENSG00000198673	
ENSG00000168090	ENSDARG00000079173
ENSG00000130700	ENSDARG00000017821
ENSG00000145888	ENSDARG00000012019
ENSG00000135723	ENSDARG00000051768
ENSG00000138182	ENSDARG00000071009
ENSG00000138182	ENSDARG00000040110
ENSG00000197891	
ENSG00000130701	
ENSG00000151623	ENSDARG00000037025
ENSG00000177494	
ENSG00000118596	ENSDARG00000074923
ENSG00000196843	ENSDARG00000077120
ENSG00000196843	ENSDARG00000069988
ENSG00000163121	
ENSG00000105663	ENSDARG00000062962
ENSG00000178209	
ENSG00000064995	ENSDARG00000037855
ENSG00000168701	ENSDARG00000068291
ENSG00000185189	ENSDARG00000009626
ENSG00000185189	ENSDARG00000032951
ENSG00000153283	
ENSG00000125122	ENSDARG00000076425
ENSG00000149679	ENSDARG00000076964
ENSG00000149679	ENSDARG00000017154
ENSG00000198160	ENSDARG00000076446
ENSG00000198160	ENSDARG00000001447
ENSG00000011590	
ENSG00000145907	ENSDARG00000017741
ENSG00000168065	
ENSG00000077264	
ENSG00000181908	
ENSG00000139263	ENSDARG00000079363
ENSG00000173801	ENSDARG00000059067
ENSG00000173801	ENSDARG00000075728
ENSG00000173801	ENSDARG00000070787
ENSG00000121152	ENSDARG00000061468
ENSG00000198885	
ENSG00000105668	ENSDARG00000021866
ENSG00000065060	ENSDARG00000077011
ENSG00000166526	
ENSG00000071205	ENSDARG00000078326
ENSG00000177556	
ENSG00000152782	ENSDARG00000010098
ENSG00000152782	ENSDARG00000008192
ENSG00000171858	ENSDARG00000025850
ENSG00000214398	
ENSG00000152763	ENSDARG00000044400
ENSG00000187156	
ENSG00000166896	ENSDARG00000063686
ENSG00000152779	ENSDARG00000017773
ENSG00000172410	
ENSG00000102890	ENSDARG00000042126
ENSG00000177707	ENSDARG00000006604
ENSG00000177707	ENSDARG00000057399
ENSG00000206532	
ENSG00000164169	ENSDARG00000036755
ENSG00000101938	ENSDARG00000078916
ENSG00000101938	ENSDARG00000079322
ENSG00000179950	ENSDARG00000001241
ENSG00000179950	ENSDARG00000032175
ENSG00000184986	ENSDARG00000061562
ENSG00000152760	ENSDARG00000039344
ENSG00000126267	ENSDARG00000045230
ENSG00000126267	ENSDARG00000037860
ENSG00000113140	ENSDARG00000019353
ENSG00000133136	ENSDARG00000039830
ENSG00000181110	
ENSG00000162302	ENSDARG00000044436
ENSG00000210789	
ENSG00000152778	ENSDARG00000007467
ENSG00000152778	ENSDARG00000008098
ENSG00000152778	ENSDARG00000057173
ENSG00000152778	ENSDARG00000043584
ENSG00000152778	ENSDARG00000071012
ENSG00000152778	ENSDARG00000056976
ENSG00000164168	ENSDARG00000078789
ENSG00000166529	
ENSG00000175215	ENSDARG00000036102
ENSG00000121570	
ENSG00000173805	ENSDARG00000074508
ENSG00000173805	ENSDARG00000077798
