Ensembl Gene ID	Horse Ensembl Gene ID
ENSG00000167785	ENSECAG00000012836
ENSG00000006740	ENSECAG00000025167
ENSG00000152359	ENSECAG00000013824
ENSG00000187486	ENSECAG00000001643
ENSG00000162510	ENSECAG00000008747
ENSG00000168175	ENSECAG00000026837
ENSG00000152193	ENSECAG00000011364
ENSG00000078898	ENSECAG00000022852
ENSG00000115760	ENSECAG00000019545
ENSG00000064115	ENSECAG00000017496
ENSG00000091262	ENSECAG00000008870
ENSG00000151033	ENSECAG00000000289
ENSG00000065883	ENSECAG00000017341
ENSG00000158669	ENSECAG00000018342
ENSG00000170948	ENSECAG00000004646
ENSG00000168795	ENSECAG00000004450
ENSG00000206043	ENSECAG00000017611
ENSG00000006071	ENSECAG00000020074
ENSG00000069943	ENSECAG00000001013
ENSG00000137054	ENSECAG00000014669
ENSG00000128040	ENSECAG00000001010
ENSG00000122012	ENSECAG00000010569
ENSG00000187893	
ENSG00000205631	ENSECAG00000016224
ENSG00000187773	ENSECAG00000018225
ENSG00000183621	ENSECAG00000020904
ENSG00000186056	
ENSG00000152944	ENSECAG00000023171
ENSG00000139746	ENSECAG00000014547
ENSG00000188459	ENSECAG00000010268
ENSG00000215424	
ENSG00000100302	ENSECAG00000015280
ENSG00000167104	ENSECAG00000000535
ENSG00000162511	ENSECAG00000000686
ENSG00000084093	ENSECAG00000022536
ENSG00000197779	ENSECAG00000019179
ENSG00000187155	
ENSG00000131981	ENSECAG00000006474
ENSG00000133313	ENSECAG00000018401
ENSG00000186190	ENSECAG00000012959
ENSG00000176276	ENSECAG00000004651
ENSG00000214700	ENSECAG00000015511
ENSG00000214882	ENSECAG00000017205
ENSG00000169981	ENSECAG00000011523
ENSG00000198125	ENSECAG00000017982
ENSG00000182362	ENSECAG00000019348
ENSG00000211455	ENSECAG00000023690
ENSG00000165066	ENSECAG00000018325
ENSG00000205518	
ENSG00000162512	ENSECAG00000023946
ENSG00000006744	ENSECAG00000025168
ENSG00000145703	ENSECAG00000004274
ENSG00000084092	ENSECAG00000020627
ENSG00000148516	ENSECAG00000020102
ENSG00000168303	ENSECAG00000020608
ENSG00000029534	ENSECAG00000013878
ENSG00000196653	
ENSG00000186191	ENSECAG00000017316
ENSG00000134644	ENSECAG00000021369
ENSG00000103226	ENSECAG00000010013
ENSG00000181143	
ENSG00000147118	ENSECAG00000021056
ENSG00000147912	ENSECAG00000019472
ENSG00000175600	ENSECAG00000020946
ENSG00000047315	ENSECAG00000013610
ENSG00000186446	
ENSG00000029153	ENSECAG00000009925
ENSG00000126787	ENSECAG00000008655
ENSG00000131050	ENSECAG00000000297
ENSG00000128845	ENSECAG00000010951
ENSG00000150656	ENSECAG00000022986
ENSG00000163807	ENSECAG00000024783
ENSG00000160298	ENSECAG00000020466
ENSG00000102471	ENSECAG00000023155
ENSG00000153976	ENSECAG00000025174
ENSG00000153976	ENSECAG00000025171
ENSG00000018699	ENSECAG00000011836
ENSG00000006695	ENSECAG00000025173
ENSG00000175768	
ENSG00000183566	ENSECAG00000009747
ENSG00000163808	ENSECAG00000014953
ENSG00000170929	
ENSG00000171016	ENSECAG00000010191
ENSG00000206029	
ENSG00000171489	ENSECAG00000022175
ENSG00000164220	ENSECAG00000010531
ENSG00000070601	ENSECAG00000020791
ENSG00000131059	ENSECAG00000020661
ENSG00000170923	ENSECAG00000004487
ENSG00000170923	ENSECAG00000004014
ENSG00000170923	ENSECAG00000003885
ENSG00000170923	ENSECAG00000004323
ENSG00000215421	ENSECAG00000001496
ENSG00000163453	ENSECAG00000013087
ENSG00000178974	ENSECAG00000004253
ENSG00000183458	
ENSG00000136158	ENSECAG00000002250
ENSG00000049323	ENSECAG00000019691
ENSG00000122641	ENSECAG00000022448
ENSG00000141028	
ENSG00000196960	
ENSG00000006611	ENSECAG00000024745
ENSG00000221994	ENSECAG00000002226
ENSG00000166450	ENSECAG00000012671
ENSG00000161807	ENSECAG00000003747
ENSG00000161807	ENSECAG00000004454
ENSG00000161807	ENSECAG00000003811
ENSG00000161807	ENSECAG00000004396
ENSG00000161807	ENSECAG00000004254
ENSG00000084628	ENSECAG00000016649
ENSG00000165935	ENSECAG00000015434
ENSG00000169964	ENSECAG00000014129
ENSG00000165322	ENSECAG00000014289
ENSG00000125430	ENSECAG00000025174
ENSG00000125430	ENSECAG00000025171
ENSG00000221963	ENSECAG00000018752
ENSG00000181104	ENSECAG00000004055
ENSG00000126775	ENSECAG00000011752
ENSG00000205682	
ENSG00000165275	ENSECAG00000022650
ENSG00000160299	ENSECAG00000022455
ENSG00000110841	ENSECAG00000016652
ENSG00000150471	ENSECAG00000018863
ENSG00000170920	ENSECAG00000003527
ENSG00000198183	ENSECAG00000020290
ENSG00000198183	ENSECAG00000022575
ENSG00000198183	ENSECAG00000013296
ENSG00000222025	
ENSG00000180011	ENSECAG00000002635
ENSG00000178235	ENSECAG00000002681
ENSG00000184564	ENSECAG00000013429
ENSG00000128313	
ENSG00000060688	ENSECAG00000006955
ENSG00000130803	ENSECAG00000022001
ENSG00000163810	
ENSG00000069869	ENSECAG00000009456
ENSG00000205325	
ENSG00000100320	ENSECAG00000018923
ENSG00000182521	ENSECAG00000008702
ENSG00000106571	ENSECAG00000009281
ENSG00000107371	ENSECAG00000005469
ENSG00000109099	ENSECAG00000025178
ENSG00000171483	ENSECAG00000005068
ENSG00000179981	ENSECAG00000002955
ENSG00000164251	ENSECAG00000002867
ENSG00000165300	ENSECAG00000014367
ENSG00000186615	
ENSG00000215417	
ENSG00000126777	ENSECAG00000015910
ENSG00000163812	ENSECAG00000010029
ENSG00000205678	ENSECAG00000016952
ENSG00000214967	
ENSG00000188000	ENSECAG00000003018
ENSG00000206026	
ENSG00000179399	ENSECAG00000019744
ENSG00000171643	ENSECAG00000000977
ENSG00000125999	ENSECAG00000014407
ENSG00000125999	ENSECAG00000023336
ENSG00000101493	ENSECAG00000003761
ENSG00000145242	ENSECAG00000000530
ENSG00000121766	ENSECAG00000025040
ENSG00000145708	ENSECAG00000017949
ENSG00000122741	ENSECAG00000006857
ENSG00000188162	ENSECAG00000025047
ENSG00000152689	ENSECAG00000012539
ENSG00000217768	
ENSG00000171478	ENSECAG00000022175
ENSG00000183098	ENSECAG00000000234
ENSG00000174667	ENSECAG00000002839
ENSG00000174667	ENSECAG00000001548
ENSG00000174667	ENSECAG00000005103
ENSG00000174667	ENSECAG00000004941
ENSG00000174667	ENSECAG00000001658
ENSG00000174667	ENSECAG00000001408
ENSG00000174667	ENSECAG00000001169
ENSG00000174667	ENSECAG00000002775
ENSG00000174667	ENSECAG00000002790
ENSG00000174667	ENSECAG00000002629
ENSG00000174667	ENSECAG00000004730
ENSG00000181827	ENSECAG00000002379
ENSG00000220032	
ENSG00000075914	ENSECAG00000006539
ENSG00000170759	ENSECAG00000000558
ENSG00000125997	
ENSG00000160305	ENSECAG00000016864
ENSG00000174236	ENSECAG00000010853
ENSG00000131062	
ENSG00000130856	ENSECAG00000005459
ENSG00000163815	ENSECAG00000006251
ENSG00000125409	ENSECAG00000025179
ENSG00000101391	ENSECAG00000010370
ENSG00000165583	ENSECAG00000005068
ENSG00000188314	ENSECAG00000002839
ENSG00000188314	ENSECAG00000001548
ENSG00000188314	ENSECAG00000005103
ENSG00000188314	ENSECAG00000004941
ENSG00000188314	ENSECAG00000001658
ENSG00000188314	ENSECAG00000001408
ENSG00000188314	ENSECAG00000001169
ENSG00000188314	ENSECAG00000002775
ENSG00000188314	ENSECAG00000002790
ENSG00000188314	ENSECAG00000002629
ENSG00000188314	ENSECAG00000004730
ENSG00000129152	ENSECAG00000002132
ENSG00000136197	ENSECAG00000002284
ENSG00000164252	ENSECAG00000016031
ENSG00000061794	ENSECAG00000010929
ENSG00000187847	ENSECAG00000001750
ENSG00000187847	ENSECAG00000003131
ENSG00000187847	ENSECAG00000002539
ENSG00000080166	ENSECAG00000000264
ENSG00000151575	ENSECAG00000024271
ENSG00000214940	
ENSG00000119812	ENSECAG00000021595
ENSG00000106588	ENSECAG00000020597
ENSG00000121769	ENSECAG00000024852
ENSG00000196110	ENSECAG00000021154
ENSG00000163814	ENSECAG00000025146
ENSG00000145241	ENSECAG00000018267
ENSG00000175106	ENSECAG00000025180
ENSG00000138587	ENSECAG00000020945
ENSG00000129159	ENSECAG00000002236
ENSG00000132846	
ENSG00000205748	
ENSG00000188321	
ENSG00000103489	ENSECAG00000006315
ENSG00000126752	ENSECAG00000005068
ENSG00000011376	ENSECAG00000024346
ENSG00000122696	ENSECAG00000004322
ENSG00000113231	ENSECAG00000012189
ENSG00000120616	ENSECAG00000024648
ENSG00000168528	ENSECAG00000020956
ENSG00000197971	ENSECAG00000010961
ENSG00000205693	ENSECAG00000013446
ENSG00000177350	
ENSG00000107338	ENSECAG00000008015
ENSG00000205289	
ENSG00000087448	ENSECAG00000013455
ENSG00000181250	ENSECAG00000001317
ENSG00000137871	ENSECAG00000008139
ENSG00000160307	
ENSG00000035720	ENSECAG00000016140
ENSG00000129158	ENSECAG00000005626
ENSG00000139946	ENSECAG00000015134
ENSG00000150938	ENSECAG00000015608
ENSG00000106591	ENSECAG00000002903
ENSG00000101400	ENSECAG00000020715
ENSG00000205746	
ENSG00000108442	
ENSG00000188629	ENSECAG00000019206
ENSG00000144791	ENSECAG00000024189
ENSG00000083168	ENSECAG00000009552
ENSG00000033178	ENSECAG00000012273
ENSG00000142910	ENSECAG00000014247
ENSG00000198637	
ENSG00000087494	ENSECAG00000014708
ENSG00000129167	ENSECAG00000006376
ENSG00000070269	ENSECAG00000020360
ENSG00000181211	
ENSG00000185319	ENSECAG00000005068
ENSG00000160310	ENSECAG00000012406
ENSG00000181464	
ENSG00000002746	ENSECAG00000010537
ENSG00000204648	ENSECAG00000005068
ENSG00000174652	
ENSG00000221926	ENSECAG00000001076
ENSG00000219213	
ENSG00000183889	
ENSG00000216937	ENSECAG00000024270
ENSG00000211456	ENSECAG00000009214
ENSG00000165588	ENSECAG00000004521
ENSG00000070718	ENSECAG00000009120
ENSG00000078699	ENSECAG00000025052
ENSG00000128284	ENSECAG00000019430
ENSG00000217075	
ENSG00000166788	ENSECAG00000009781
ENSG00000171055	ENSECAG00000010190
ENSG00000137124	ENSECAG00000026817
ENSG00000165584	ENSECAG00000005068
ENSG00000108448	
ENSG00000121764	ENSECAG00000008995
ENSG00000109163	ENSECAG00000005763
ENSG00000164543	ENSECAG00000006915
ENSG00000185164	ENSECAG00000010013
ENSG00000088451	ENSECAG00000021307
ENSG00000166787	ENSECAG00000011404
ENSG00000166787	ENSECAG00000012728
ENSG00000166787	ENSECAG00000014756
ENSG00000137142	ENSECAG00000008374
ENSG00000212928	
ENSG00000176007	
ENSG00000179826	
ENSG00000070367	ENSECAG00000008168
ENSG00000180071	
ENSG00000198028	ENSECAG00000005171
ENSG00000198028	ENSECAG00000015373
ENSG00000198028	ENSECAG00000017190
ENSG00000198028	ENSECAG00000011512
ENSG00000163817	ENSECAG00000021128
ENSG00000150076	
ENSG00000187607	ENSECAG00000002943
ENSG00000140262	ENSECAG00000011678
ENSG00000104368	ENSECAG00000007571
ENSG00000123106	ENSECAG00000014912
ENSG00000162517	ENSECAG00000021283
ENSG00000205221	ENSECAG00000003318
ENSG00000153802	ENSECAG00000010705
ENSG00000179817	
ENSG00000152749	ENSECAG00000011085
ENSG00000106603	ENSECAG00000011136
ENSG00000164253	ENSECAG00000009496
ENSG00000189332	ENSECAG00000004322
ENSG00000204645	ENSECAG00000005068
ENSG00000130818	
ENSG00000166573	ENSECAG00000014845
ENSG00000148965	
ENSG00000204860	
ENSG00000084636	ENSECAG00000024119
ENSG00000187054	ENSECAG00000009414
ENSG00000053770	ENSECAG00000017818
ENSG00000125285	
ENSG00000134419	
ENSG00000197961	ENSECAG00000005171
ENSG00000197961	ENSECAG00000015373
ENSG00000197961	ENSECAG00000017190
ENSG00000197961	ENSECAG00000011512
ENSG00000171540	ENSECAG00000009423
ENSG00000214946	ENSECAG00000007557
ENSG00000134339	ENSECAG00000013758
ENSG00000134339	ENSECAG00000013311
ENSG00000163818	ENSECAG00000017243
ENSG00000125257	ENSECAG00000017168
ENSG00000106714	
ENSG00000151514	ENSECAG00000015414
ENSG00000106605	ENSECAG00000011650
ENSG00000171469	
ENSG00000171530	ENSECAG00000009383
ENSG00000198946	ENSECAG00000005068
ENSG00000139977	ENSECAG00000012925
ENSG00000212789	ENSECAG00000015838
ENSG00000115808	ENSECAG00000021926
ENSG00000198092	ENSECAG00000006671
ENSG00000064763	ENSECAG00000018016
ENSG00000150093	ENSECAG00000022498
ENSG00000170425	ENSECAG00000008441
ENSG00000100336	ENSECAG00000019430
ENSG00000173432	ENSECAG00000013758
ENSG00000173432	ENSECAG00000013311
ENSG00000166377	ENSECAG00000017131
ENSG00000166377	ENSECAG00000018805
ENSG00000215127	
ENSG00000100557	ENSECAG00000013401
ENSG00000173585	ENSECAG00000003240
ENSG00000185873	ENSECAG00000024160
ENSG00000132842	ENSECAG00000022849
ENSG00000083896	ENSECAG00000018303
ENSG00000171466	
ENSG00000214941	ENSECAG00000008406
ENSG00000151812	ENSECAG00000013530
ENSG00000121753	ENSECAG00000009739
ENSG00000128849	ENSECAG00000011325
ENSG00000104365	ENSECAG00000002263
ENSG00000008869	ENSECAG00000014737
ENSG00000087502	ENSECAG00000022330
ENSG00000062582	ENSECAG00000014621
ENSG00000163820	ENSECAG00000013718
ENSG00000125967	ENSECAG00000012086
ENSG00000170540	ENSECAG00000018811
ENSG00000139971	ENSECAG00000017456
ENSG00000128335	ENSECAG00000019430
ENSG00000134873	ENSECAG00000026997
ENSG00000017483	ENSECAG00000006306
ENSG00000011295	ENSECAG00000008225
ENSG00000110756	ENSECAG00000015720
ENSG00000157106	
ENSG00000106608	ENSECAG00000017344
ENSG00000196605	ENSECAG00000010361
ENSG00000085365	ENSECAG00000021921
ENSG00000172215	ENSECAG00000003105
ENSG00000173578	ENSECAG00000002984
ENSG00000131196	ENSECAG00000019813
ENSG00000127452	ENSECAG00000008231
ENSG00000204849	
ENSG00000137878	ENSECAG00000019403
ENSG00000213761	
ENSG00000131966	ENSECAG00000018903
ENSG00000100342	ENSECAG00000019430
ENSG00000196409	
ENSG00000198258	ENSECAG00000008212
ENSG00000087128	ENSECAG00000023819
ENSG00000149609	ENSECAG00000001208
ENSG00000187950	
ENSG00000141027	ENSECAG00000006289
ENSG00000134874	ENSECAG00000021423
ENSG00000070501	ENSECAG00000026927
ENSG00000152133	ENSECAG00000013489
ENSG00000134668	ENSECAG00000009300
ENSG00000068438	ENSECAG00000019260
ENSG00000145685	ENSECAG00000021890
ENSG00000163823	ENSECAG00000001499
ENSG00000204848	
ENSG00000078967	ENSECAG00000019978
ENSG00000182584	ENSECAG00000001232
ENSG00000185020	
ENSG00000101412	ENSECAG00000023831
ENSG00000127445	ENSECAG00000006687
ENSG00000133687	ENSECAG00000008569
ENSG00000197888	
ENSG00000147926	
ENSG00000113273	ENSECAG00000020847
ENSG00000183625	ENSECAG00000001282
ENSG00000099250	ENSECAG00000020753
ENSG00000110768	ENSECAG00000019056
ENSG00000214783	ENSECAG00000023942
ENSG00000055332	ENSECAG00000011726
ENSG00000168255	
ENSG00000196620	
ENSG00000184007	ENSECAG00000005653
ENSG00000204844	
ENSG00000105088	ENSECAG00000023458
ENSG00000100567	ENSECAG00000011509
ENSG00000198566	
ENSG00000101417	ENSECAG00000024954
ENSG00000173487	ENSECAG00000023819
ENSG00000080573	ENSECAG00000007647
ENSG00000104371	ENSECAG00000026855
ENSG00000134333	ENSECAG00000020669
ENSG00000132837	ENSECAG00000019851
ENSG00000102312	ENSECAG00000008645
ENSG00000102580	ENSECAG00000009335
ENSG00000170537	ENSECAG00000016505
ENSG00000204840	
ENSG00000060069	ENSECAG00000021835
ENSG00000133704	ENSECAG00000012848
ENSG00000100345	ENSECAG00000020716
ENSG00000121807	ENSECAG00000001114
ENSG00000121807	ENSECAG00000001214
ENSG00000197592	
ENSG00000078668	ENSECAG00000000438
ENSG00000136206	ENSECAG00000002260
ENSG00000136206	ENSECAG00000007603
ENSG00000212673	
ENSG00000121774	ENSECAG00000019346
ENSG00000197896	
ENSG00000131061	ENSECAG00000000301
ENSG00000032219	ENSECAG00000019256
ENSG00000160791	
ENSG00000102595	ENSECAG00000020303
ENSG00000214890	ENSECAG00000020098
ENSG00000132840	ENSECAG00000018440
ENSG00000136279	ENSECAG00000012048
ENSG00000138068	ENSECAG00000009434
ENSG00000109181	
ENSG00000189415	
ENSG00000167186	ENSECAG00000021990
ENSG00000108474	ENSECAG00000006052
ENSG00000198416	
ENSG00000110888	ENSECAG00000000608
ENSG00000145692	ENSECAG00000015626
ENSG00000218739	ENSECAG00000026993
ENSG00000168575	ENSECAG00000000096
ENSG00000178342	
ENSG00000122490	ENSECAG00000002482
ENSG00000080511	ENSECAG00000001612
ENSG00000115816	ENSECAG00000018957
ENSG00000152409	ENSECAG00000014968
ENSG00000121775	ENSECAG00000013603
ENSG00000101421	ENSECAG00000008311
ENSG00000135220	ENSECAG00000014362
ENSG00000205730	
ENSG00000166582	ENSECAG00000006013
ENSG00000167798	
ENSG00000176209	ENSECAG00000000412
ENSG00000128918	ENSECAG00000014750
ENSG00000204838	
ENSG00000147155	ENSECAG00000022178
ENSG00000152413	ENSECAG00000013350
ENSG00000196860	ENSECAG00000017023
ENSG00000103528	ENSECAG00000008932
ENSG00000215413	
ENSG00000147432	ENSECAG00000000043
ENSG00000003509	ENSECAG00000014140
ENSG00000198277	ENSECAG00000019707
ENSG00000170315	
ENSG00000125970	ENSECAG00000012357
ENSG00000100575	ENSECAG00000017063
ENSG00000164708	ENSECAG00000005539
ENSG00000141759	ENSECAG00000006468
ENSG00000171234	
ENSG00000121797	ENSECAG00000001069
ENSG00000130813	ENSECAG00000024957
ENSG00000166796	ENSECAG00000022126
ENSG00000147434	ENSECAG00000000024
ENSG00000204837	ENSECAG00000015510
ENSG00000188477	
ENSG00000025800	ENSECAG00000004549
ENSG00000122678	ENSECAG00000013117
ENSG00000068354	ENSECAG00000023474
ENSG00000213759	
ENSG00000103534	ENSECAG00000013392
ENSG00000101546	ENSECAG00000008292
ENSG00000164329	ENSECAG00000012698
ENSG00000131931	ENSECAG00000000020
ENSG00000100578	ENSECAG00000017695
ENSG00000185352	ENSECAG00000003050
ENSG00000115825	ENSECAG00000008642
ENSG00000165621	ENSECAG00000003078
ENSG00000130812	ENSECAG00000024918
ENSG00000110900	ENSECAG00000011187
ENSG00000103569	ENSECAG00000012789
ENSG00000012223	ENSECAG00000021499
ENSG00000183148	
ENSG00000148498	ENSECAG00000016619
ENSG00000166800	
ENSG00000204620	
ENSG00000135226	
ENSG00000187688	ENSECAG00000003955
ENSG00000164309	ENSECAG00000010235
ENSG00000139793	
ENSG00000120925	ENSECAG00000000004
ENSG00000125977	ENSECAG00000019481
ENSG00000106624	ENSECAG00000019884
ENSG00000101544	ENSECAG00000008310
ENSG00000102317	ENSECAG00000024257
ENSG00000084652	ENSECAG00000019321
ENSG00000166035	ENSECAG00000020896
ENSG00000178184	ENSECAG00000008355
ENSG00000130810	ENSECAG00000024469
ENSG00000013573	
ENSG00000074319	ENSECAG00000004362
ENSG00000115828	ENSECAG00000022776
ENSG00000215111	
ENSG00000165617	
ENSG00000215110	
ENSG00000170165	
ENSG00000101440	ENSECAG00000004241
ENSG00000204831	
ENSG00000156096	
ENSG00000175061	
ENSG00000160050	ENSECAG00000016783
ENSG00000168172	ENSECAG00000020276
ENSG00000101444	ENSECAG00000010633
ENSG00000181350	ENSECAG00000003836
ENSG00000204829	
ENSG00000137845	ENSECAG00000007963
ENSG00000100592	ENSECAG00000009258
ENSG00000160051	ENSECAG00000015656
ENSG00000106628	ENSECAG00000018009
ENSG00000173610	
ENSG00000204625	
ENSG00000163171	ENSECAG00000022741
ENSG00000177034	ENSECAG00000008541
ENSG00000006007	ENSECAG00000010244
ENSG00000168522	ENSECAG00000019829
ENSG00000151116	ENSECAG00000009898
ENSG00000221830	ENSECAG00000024335
ENSG00000100348	ENSECAG00000013929
ENSG00000141040	ENSECAG00000003319
ENSG00000113296	ENSECAG00000019665
ENSG00000215126	ENSECAG00000014036
ENSG00000125249	ENSECAG00000013220
ENSG00000222046	ENSECAG00000014961
ENSG00000173597	
ENSG00000101940	ENSECAG00000010542
ENSG00000163825	ENSECAG00000020974
ENSG00000078747	ENSECAG00000016216
ENSG00000160055	ENSECAG00000014363
ENSG00000115841	ENSECAG00000021058
ENSG00000204623	
ENSG00000130811	ENSECAG00000021436
ENSG00000197566	ENSECAG00000003158
ENSG00000100350	ENSECAG00000016811
ENSG00000109193	ENSECAG00000017499
ENSG00000109193	ENSECAG00000000863
ENSG00000163827	ENSECAG00000019819
ENSG00000103540	ENSECAG00000024596
ENSG00000164300	ENSECAG00000016315
ENSG00000204828	ENSECAG00000003227
ENSG00000204622	
ENSG00000065150	ENSECAG00000014808
ENSG00000182625	ENSECAG00000005273
ENSG00000205527	
ENSG00000084623	ENSECAG00000013877
ENSG00000170160	
ENSG00000128923	ENSECAG00000019456
ENSG00000184188	
ENSG00000184906	ENSECAG00000001166
ENSG00000220785	
ENSG00000138061	ENSECAG00000019442
ENSG00000106631	ENSECAG00000018912
ENSG00000183615	ENSECAG00000010474
ENSG00000164299	ENSECAG00000005453
ENSG00000130816	ENSECAG00000026909
ENSG00000179119	ENSECAG00000011055
ENSG00000181619	
ENSG00000126545	ENSECAG00000014318
ENSG00000181997	ENSECAG00000013961
ENSG00000103544	ENSECAG00000007446
ENSG00000196299	ENSECAG00000013642
ENSG00000039319	ENSECAG00000013918
ENSG00000163828	ENSECAG00000019331
ENSG00000163828	ENSECAG00000014029
ENSG00000100353	ENSECAG00000022413
ENSG00000125971	ENSECAG00000008404
ENSG00000125971	ENSECAG00000002719
ENSG00000106633	ENSECAG00000022171
ENSG00000182866	ENSECAG00000023256
ENSG00000137776	ENSECAG00000011267
ENSG00000185900	ENSECAG00000003017
ENSG00000066379	ENSECAG00000015919
ENSG00000126790	ENSECAG00000017914
ENSG00000015285	ENSECAG00000000253
ENSG00000151117	ENSECAG00000011358
ENSG00000176057	
ENSG00000165102	ENSECAG00000019625
ENSG00000050130	ENSECAG00000026924
ENSG00000177359	ENSECAG00000015784
ENSG00000132498	
ENSG00000119787	ENSECAG00000023470
ENSG00000108094	ENSECAG00000015528
ENSG00000178038	ENSECAG00000007330
ENSG00000179057	ENSECAG00000011054
ENSG00000175898	ENSECAG00000004727
ENSG00000135222	ENSECAG00000009837
ENSG00000188400	
ENSG00000101460	ENSECAG00000010011
ENSG00000152380	ENSECAG00000013808
ENSG00000215112	
ENSG00000128422	ENSECAG00000016411
ENSG00000185775	
ENSG00000189127	ENSECAG00000004587
ENSG00000105364	ENSECAG00000017013
ENSG00000103550	ENSECAG00000002847
ENSG00000126549	
ENSG00000113318	ENSECAG00000009962
ENSG00000154529	
ENSG00000139797	ENSECAG00000003934
ENSG00000139797	ENSECAG00000004638
ENSG00000214685	
ENSG00000188877	
ENSG00000101945	ENSECAG00000015438
ENSG00000110786	ENSECAG00000011842
ENSG00000151838	ENSECAG00000018680
ENSG00000174628	ENSECAG00000000502
ENSG00000204619	ENSECAG00000018417
ENSG00000101464	ENSECAG00000017510
ENSG00000143889	ENSECAG00000018354
ENSG00000205649	
ENSG00000139146	ENSECAG00000009655
ENSG00000152767	ENSECAG00000015331
ENSG00000139970	ENSECAG00000024305
ENSG00000106636	ENSECAG00000010316
ENSG00000188873	ENSECAG00000014090
ENSG00000126550	
ENSG00000215177	
ENSG00000188078	ENSECAG00000000393
ENSG00000164808	ENSECAG00000026935
ENSG00000116478	ENSECAG00000016082
ENSG00000166862	ENSECAG00000017828
ENSG00000171433	ENSECAG00000020516
ENSG00000095794	ENSECAG00000011220
ENSG00000157450	ENSECAG00000024602
ENSG00000187533	
ENSG00000102145	
ENSG00000205312	
ENSG00000090339	ENSECAG00000013883
ENSG00000128438	ENSECAG00000007557
ENSG00000215175	
ENSG00000109205	ENSECAG00000006057
ENSG00000078804	ENSECAG00000011160
ENSG00000100360	ENSECAG00000020212
ENSG00000113319	ENSECAG00000000903
ENSG00000094631	ENSECAG00000000227
ENSG00000221869	
ENSG00000177340	
ENSG00000108516	ENSECAG00000021724
ENSG00000181585	ENSECAG00000007216
ENSG00000204618	ENSECAG00000018987
ENSG00000157456	ENSECAG00000014813
ENSG00000170255	
ENSG00000167191	ENSECAG00000022533
ENSG00000170456	ENSECAG00000012573
ENSG00000175130	ENSECAG00000005467
ENSG00000121031	ENSECAG00000020168
ENSG00000206549	ENSECAG00000006996
ENSG00000105371	ENSECAG00000012805
ENSG00000183695	
ENSG00000133030	ENSECAG00000021714
ENSG00000181617	
ENSG00000058404	ENSECAG00000017000
ENSG00000131951	ENSECAG00000015680
ENSG00000198646	ENSECAG00000011243
ENSG00000180269	ENSECAG00000021991
ENSG00000212952	
ENSG00000100362	ENSECAG00000021062
ENSG00000143891	ENSECAG00000014430
ENSG00000162526	ENSECAG00000015717
ENSG00000102572	ENSECAG00000007682
ENSG00000204814	
ENSG00000214858	
ENSG00000188086	ENSECAG00000020189
ENSG00000177054	ENSECAG00000013938
ENSG00000171209	ENSECAG00000001802
ENSG00000131730	ENSECAG00000024226
ENSG00000169347	ENSECAG00000016956
ENSG00000126773	ENSECAG00000000365
ENSG00000204813	
ENSG00000204616	
ENSG00000160058	ENSECAG00000009115
ENSG00000154537	
ENSG00000178055	
ENSG00000157483	ENSECAG00000024352
ENSG00000105376	ENSECAG00000009299
ENSG00000100365	ENSECAG00000008957
ENSG00000160808	ENSECAG00000017410
ENSG00000115875	ENSECAG00000008664
ENSG00000145309	ENSECAG00000005434
ENSG00000131732	ENSECAG00000023186
ENSG00000204811	
ENSG00000100612	ENSECAG00000011422
ENSG00000109208	ENSECAG00000001758
ENSG00000220201	
ENSG00000215897	ENSECAG00000008368
ENSG00000171989	
ENSG00000167807	ENSECAG00000008220
ENSG00000182368	
ENSG00000160062	ENSECAG00000023392
ENSG00000129170	ENSECAG00000016087
ENSG00000171201	ENSECAG00000001758
ENSG00000160801	ENSECAG00000008888
ENSG00000157470	ENSECAG00000012692
ENSG00000172497	ENSECAG00000021196
ENSG00000204807	
ENSG00000100614	ENSECAG00000016814
ENSG00000131067	ENSECAG00000000773
ENSG00000152147	ENSECAG00000007191
ENSG00000100368	ENSECAG00000019875
ENSG00000100368	ENSECAG00000012222
ENSG00000204805	
ENSG00000169344	ENSECAG00000013861
ENSG00000204614	ENSECAG00000023568
ENSG00000139160	ENSECAG00000005690
ENSG00000204802	
ENSG00000161847	ENSECAG00000024966
ENSG00000140297	ENSECAG00000004325
ENSG00000214899	
ENSG00000176261	ENSECAG00000020982
ENSG00000179598	
ENSG00000145687	ENSECAG00000020782
ENSG00000187682	ENSECAG00000003691
ENSG00000102109	ENSECAG00000009912
ENSG00000129173	ENSECAG00000016457
ENSG00000171199	
ENSG00000163214	ENSECAG00000018758
ENSG00000154803	ENSECAG00000021007
ENSG00000076662	ENSECAG00000024723
ENSG00000104738	ENSECAG00000019276
ENSG00000212951	
ENSG00000140307	ENSECAG00000012182
ENSG00000215403	
ENSG00000185264	ENSECAG00000000330
ENSG00000171195	
ENSG00000126768	ENSECAG00000009975
ENSG00000151743	ENSECAG00000007078
ENSG00000162521	ENSECAG00000022784
ENSG00000188377	
ENSG00000152348	ENSECAG00000026970
ENSG00000160799	ENSECAG00000008649
ENSG00000204613	ENSECAG00000001467
ENSG00000188375	
ENSG00000197053	
ENSG00000187689	ENSECAG00000000571
ENSG00000128311	ENSECAG00000001854
ENSG00000088386	ENSECAG00000009334
ENSG00000105397	ENSECAG00000020260
ENSG00000131069	ENSECAG00000016389
ENSG00000160796	ENSECAG00000015086
