Ensembl Gene ID	Mouse Ensembl Gene ID
ENSG00000171903	
ENSG00000109920	ENSMUSG00000008200
ENSG00000170454	ENSMUSG00000022986
ENSG00000216211	
ENSG00000172171	ENSMUSG00000046909
ENSG00000161850	ENSMUSG00000049548
ENSG00000081059	ENSMUSG00000000782
ENSG00000100577	ENSMUSG00000021033
ENSG00000197065	ENSMUSG00000066307
ENSG00000140398	ENSMUSG00000032298
ENSG00000010322	ENSMUSG00000021910
ENSG00000165923	ENSMUSG00000040812
ENSG00000185963	ENSMUSG00000037933
ENSG00000213709	ENSMUSG00000036185
ENSG00000161849	ENSMUSG00000044294
ENSG00000138069	ENSMUSG00000020149
ENSG00000114854	ENSMUSG00000021909
ENSG00000135443	
ENSG00000176208	ENSMUSG00000017550
ENSG00000090889	ENSMUSG00000034311
ENSG00000140365	ENSMUSG00000032299
ENSG00000127080	ENSMUSG00000021385
ENSG00000197275	ENSMUSG00000078773
ENSG00000205333	
ENSG00000217988	
ENSG00000210059	
ENSG00000210040	
ENSG00000148634	ENSMUSG00000020064
ENSG00000176390	ENSMUSG00000017561
ENSG00000210032	
ENSG00000209363	
ENSG00000124159	ENSMUSG00000016995
ENSG00000170523	
ENSG00000102879	ENSMUSG00000030707
ENSG00000167195	
ENSG00000197522	ENSMUSG00000017548
ENSG00000186115	
ENSG00000214719	
ENSG00000164949	ENSMUSG00000028214
ENSG00000124107	ENSMUSG00000017002
ENSG00000109919	ENSMUSG00000027282
ENSG00000214049	
ENSG00000009830	ENSMUSG00000034126
ENSG00000218902	
ENSG00000120509	ENSMUSG00000015668
ENSG00000106823	ENSMUSG00000043631
ENSG00000161047	
ENSG00000200473	
ENSG00000010319	ENSMUSG00000021904
ENSG00000011523	ENSMUSG00000044066
ENSG00000213585	ENSMUSG00000020402
ENSG00000186976	ENSMUSG00000022441
ENSG00000172247	ENSMUSG00000040794
ENSG00000196275	ENSMUSG00000015942
ENSG00000170442	
ENSG00000186723	ENSMUSG00000079309
ENSG00000124157	
ENSG00000196666	
ENSG00000165553	ENSMUSG00000021032
ENSG00000096717	ENSMUSG00000020063
ENSG00000163110	ENSMUSG00000028273
ENSG00000167173	ENSMUSG00000032300
ENSG00000147127	
ENSG00000172519	ENSMUSG00000079309
ENSG00000186732	ENSMUSG00000041708
ENSG00000197689	
ENSG00000079112	ENSMUSG00000028217
ENSG00000142949	ENSMUSG00000033295
ENSG00000113583	ENSMUSG00000036275
ENSG00000158517	ENSMUSG00000015950
ENSG00000106819	ENSMUSG00000021388
ENSG00000213619	ENSMUSG00000005510
ENSG00000115902	ENSMUSG00000020142
ENSG00000171936	ENSMUSG00000054666
ENSG00000203617	
ENSG00000205426	
ENSG00000177108	ENSMUSG00000048483
ENSG00000163106	ENSMUSG00000029919
ENSG00000138621	ENSMUSG00000063849
ENSG00000165548	ENSMUSG00000034145
ENSG00000135477	
ENSG00000127083	ENSMUSG00000048368
ENSG00000171942	ENSMUSG00000079309
ENSG00000209056	
ENSG00000210023	
ENSG00000053108	ENSMUSG00000036264
ENSG00000010318	ENSMUSG00000021902
ENSG00000108176	ENSMUSG00000036764
ENSG00000209361	
ENSG00000198894	ENSMUSG00000034157
ENSG00000179833	ENSMUSG00000049800
ENSG00000198794	ENSMUSG00000040722
ENSG00000164951	ENSMUSG00000049225
ENSG00000178718	ENSMUSG00000062309
ENSG00000186204	
ENSG00000108587	ENSMUSG00000010392
ENSG00000120500	ENSMUSG00000060890
ENSG00000159307	ENSMUSG00000016763
ENSG00000102882	ENSMUSG00000063065
ENSG00000186912	ENSMUSG00000044359
ENSG00000204195	ENSMUSG00000015665
ENSG00000124233	
ENSG00000163104	ENSMUSG00000029920
ENSG00000119669	ENSMUSG00000034168
ENSG00000210248	
ENSG00000163930	ENSMUSG00000021901
ENSG00000198739	ENSMUSG00000042846
ENSG00000170606	ENSMUSG00000020361
ENSG00000124102	
ENSG00000184210	ENSMUSG00000067597
ENSG00000178741	ENSMUSG00000000088
ENSG00000178922	ENSMUSG00000006395
ENSG00000216350	
ENSG00000123444	ENSMUSG00000005505
ENSG00000106809	ENSMUSG00000021390
ENSG00000187770	
ENSG00000186529	ENSMUSG00000003484
ENSG00000164953	ENSMUSG00000049488
ENSG00000108582	ENSMUSG00000020841
ENSG00000168703	ENSMUSG00000042845
ENSG00000100304	ENSMUSG00000016757
ENSG00000100565	ENSMUSG00000059114
ENSG00000172238	ENSMUSG00000073043
ENSG00000212998	
ENSG00000102886	ENSMUSG00000030703
ENSG00000178761	ENSMUSG00000032305
ENSG00000214488	
ENSG00000110536	ENSMUSG00000063235
ENSG00000155329	ENSMUSG00000018239
ENSG00000209481	
ENSG00000013523	ENSMUSG00000021257
ENSG00000119844	ENSMUSG00000049659
ENSG00000175121	ENSMUSG00000040154
ENSG00000186526	
ENSG00000152208	ENSMUSG00000071424
ENSG00000135480	ENSMUSG00000023039
ENSG00000188312	ENSMUSG00000021391
ENSG00000183808	ENSMUSG00000052137
ENSG00000183808	ENSMUSG00000046667
ENSG00000183230	ENSMUSG00000060843
ENSG00000090238	ENSMUSG00000042675
ENSG00000182271	ENSMUSG00000020839
ENSG00000124134	ENSMUSG00000040164
ENSG00000089289	ENSMUSG00000031221
ENSG00000187653	ENSMUSG00000049775
ENSG00000071246	ENSMUSG00000021256
ENSG00000114841	ENSMUSG00000019027
ENSG00000189401	ENSMUSG00000051582
ENSG00000178802	ENSMUSG00000032306
ENSG00000209055	
ENSG00000214192	
ENSG00000188343	ENSMUSG00000028218
ENSG00000171954	ENSMUSG00000061126
ENSG00000119862	ENSMUSG00000042363
ENSG00000119862	ENSMUSG00000048398
ENSG00000100300	ENSMUSG00000041736
ENSG00000205132	
ENSG00000184305	ENSMUSG00000039578
ENSG00000214950	
ENSG00000147160	ENSMUSG00000031220
ENSG00000167767	ENSMUSG00000037185
ENSG00000149922	ENSMUSG00000030699
ENSG00000205133	
ENSG00000165476	ENSMUSG00000019873
ENSG00000198198	ENSMUSG00000033253
ENSG00000140497	ENSMUSG00000040188
ENSG00000212999	
ENSG00000108578	ENSMUSG00000020840
ENSG00000149187	ENSMUSG00000005506
ENSG00000072364	ENSMUSG00000049470
ENSG00000196193	
ENSG00000123395	ENSMUSG00000037204
ENSG00000161031	ENSMUSG00000079563
ENSG00000100294	ENSMUSG00000048755
ENSG00000198000	ENSMUSG00000021392
ENSG00000077809	ENSMUSG00000060261
ENSG00000197329	ENSMUSG00000020134
ENSG00000204410	ENSMUSG00000007035
ENSG00000140474	ENSMUSG00000032308
ENSG00000164406	ENSMUSG00000036216
ENSG00000138722	ENSMUSG00000054641
ENSG00000119715	ENSMUSG00000021255
ENSG00000213882	
ENSG00000100290	ENSMUSG00000016758
ENSG00000149923	ENSMUSG00000030697
ENSG00000168237	ENSMUSG00000020258
ENSG00000210528	
ENSG00000165917	ENSMUSG00000002104
ENSG00000101109	ENSMUSG00000018209
ENSG00000105122	ENSMUSG00000052142
ENSG00000159479	ENSMUSG00000006392
ENSG00000164405	ENSMUSG00000044894
ENSG00000158813	ENSMUSG00000059327
ENSG00000130054	ENSMUSG00000071719
ENSG00000213578	ENSMUSG00000039714
ENSG00000108576	ENSMUSG00000020838
ENSG00000164091	ENSMUSG00000020257
ENSG00000164404	ENSMUSG00000018238
ENSG00000089916	ENSMUSG00000021254
ENSG00000215162	
ENSG00000006704	ENSMUSG00000023079
ENSG00000079102	ENSMUSG00000006586
ENSG00000213565	
ENSG00000143952	ENSMUSG00000020128
ENSG00000119650	ENSMUSG00000007867
ENSG00000126653	ENSMUSG00000037958
ENSG00000066322	ENSMUSG00000006390
ENSG00000164088	ENSMUSG00000020253
ENSG00000011451	ENSMUSG00000024050
ENSG00000140506	ENSMUSG00000056271
ENSG00000025772	ENSMUSG00000018322
ENSG00000165916	ENSMUSG00000002102
ENSG00000181191	ENSMUSG00000034403
ENSG00000164403	ENSMUSG00000018387
ENSG00000100271	ENSMUSG00000022442
ENSG00000123358	ENSMUSG00000023034
ENSG00000145335	ENSMUSG00000025889
ENSG00000171988	ENSMUSG00000037876
ENSG00000213719	ENSMUSG00000007041
ENSG00000106665	ENSMUSG00000063146
ENSG00000119699	ENSMUSG00000021253
ENSG00000185477	ENSMUSG00000045441
ENSG00000198944	ENSMUSG00000044352
ENSG00000148572	ENSMUSG00000075000
ENSG00000090776	ENSMUSG00000031217
ENSG00000180346	ENSMUSG00000049232
ENSG00000161835	ENSMUSG00000000531
ENSG00000100266	ENSMUSG00000016664
ENSG00000149925	ENSMUSG00000030695
ENSG00000149925	ENSMUSG00000063129
ENSG00000149925	ENSMUSG00000059343
ENSG00000176927	ENSMUSG00000050944
ENSG00000103653	ENSMUSG00000032312
ENSG00000203280	
ENSG00000221814	ENSMUSG00000023277
ENSG00000147606	ENSMUSG00000040569
ENSG00000210557	
ENSG00000011243	ENSMUSG00000002625
ENSG00000117399	ENSMUSG00000006398
ENSG00000208224	
ENSG00000122877	ENSMUSG00000037868
ENSG00000165915	ENSMUSG00000002105
ENSG00000169764	ENSMUSG00000001891
ENSG00000049541	ENSMUSG00000023104
ENSG00000149926	ENSMUSG00000058966
ENSG00000214954	ENSMUSG00000023151
ENSG00000101104	ENSMUSG00000054582
ENSG00000140505	ENSMUSG00000032310
ENSG00000155100	ENSMUSG00000040550
ENSG00000181915	ENSMUSG00000057134
ENSG00000119685	ENSMUSG00000012609
ENSG00000173366	ENSMUSG00000045322
ENSG00000167194	ENSMUSG00000045989
ENSG00000100262	ENSMUSG00000054277
ENSG00000066336	ENSMUSG00000002111
ENSG00000196305	ENSMUSG00000037851
ENSG00000213182	
ENSG00000213181	
ENSG00000155099	ENSMUSG00000028221
ENSG00000117400	ENSMUSG00000006389
ENSG00000130052	ENSMUSG00000031216
ENSG00000105127	ENSMUSG00000024045
ENSG00000164402	ENSMUSG00000018398
ENSG00000135503	ENSMUSG00000000532
ENSG00000213722	ENSMUSG00000007039
ENSG00000205089	
ENSG00000141298	ENSMUSG00000037926
ENSG00000133935	ENSMUSG00000021252
ENSG00000214877	
ENSG00000209190	
ENSG00000138640	ENSMUSG00000037709
ENSG00000014641	ENSMUSG00000020321
ENSG00000177432	ENSMUSG00000055430
ENSG00000149927	ENSMUSG00000052301
ENSG00000181704	ENSMUSG00000047694
ENSG00000123119	ENSMUSG00000040536
ENSG00000023330	ENSMUSG00000032786
ENSG00000180694	ENSMUSG00000043252
ENSG00000066056	ENSMUSG00000033191
ENSG00000214697	
ENSG00000140465	ENSMUSG00000032315
ENSG00000166913	ENSMUSG00000018326
ENSG00000119686	ENSMUSG00000034258
ENSG00000134571	ENSMUSG00000002100
ENSG00000167549	ENSMUSG00000020836
ENSG00000169592	ENSMUSG00000030689
ENSG00000184157	ENSMUSG00000028536
ENSG00000101098	ENSMUSG00000035226
ENSG00000086730	ENSMUSG00000040751
ENSG00000179151	ENSMUSG00000038957
ENSG00000164087	ENSMUSG00000023345
ENSG00000221939	
ENSG00000179178	ENSMUSG00000050854
ENSG00000156127	ENSMUSG00000034266
ENSG00000204057	
ENSG00000138311	ENSMUSG00000037855
ENSG00000090054	ENSMUSG00000021468
ENSG00000208222	
ENSG00000139567	ENSMUSG00000000530
ENSG00000124249	ENSMUSG00000035238
ENSG00000210578	
ENSG00000138641	ENSMUSG00000029804
ENSG00000131437	ENSMUSG00000018395
ENSG00000128274	ENSMUSG00000047878
ENSG00000140044	ENSMUSG00000034271
ENSG00000104327	ENSMUSG00000028222
ENSG00000164012	ENSMUSG00000028730
ENSG00000143951	ENSMUSG00000020319
ENSG00000164086	ENSMUSG00000053716
ENSG00000141867	ENSMUSG00000024002
ENSG00000209227	
ENSG00000198720	ENSMUSG00000037907
ENSG00000119660	
ENSG00000149929	ENSMUSG00000042606
ENSG00000079482	ENSMUSG00000031214
ENSG00000145337	ENSMUSG00000043162
ENSG00000117395	ENSMUSG00000028729
ENSG00000169071	ENSMUSG00000021464
ENSG00000182010	ENSMUSG00000037846
ENSG00000105131	ENSMUSG00000037577
ENSG00000167612	ENSMUSG00000047034
ENSG00000204420	ENSMUSG00000073414
ENSG00000205432	
ENSG00000104325	ENSMUSG00000028223
ENSG00000138646	
ENSG00000115507	ENSMUSG00000005917
ENSG00000186973	ENSMUSG00000049154
ENSG00000132832	
ENSG00000064205	ENSMUSG00000027656
ENSG00000106682	ENSMUSG00000040731
ENSG00000162244	
ENSG00000170345	ENSMUSG00000021250
ENSG00000165030	ENSMUSG00000056749
ENSG00000204421	ENSMUSG00000007044
ENSG00000104320	ENSMUSG00000028224
ENSG00000149930	ENSMUSG00000059981
ENSG00000150347	ENSMUSG00000019947
ENSG00000113520	ENSMUSG00000000869
ENSG00000203322	
ENSG00000117394	ENSMUSG00000028645
ENSG00000164823	ENSMUSG00000041153
ENSG00000074181	ENSMUSG00000038146
ENSG00000204422	ENSMUSG00000013766
ENSG00000179335	ENSMUSG00000032316
ENSG00000138642	ENSMUSG00000029798
ENSG00000108262	ENSMUSG00000011877
ENSG00000149932	ENSMUSG00000060538
ENSG00000169194	ENSMUSG00000020383
ENSG00000106683	ENSMUSG00000029674
ENSG00000174943	ENSMUSG00000030685
ENSG00000114786	ENSMUSG00000023262
ENSG00000148090	ENSMUSG00000021460
ENSG00000170348	ENSMUSG00000021248
ENSG00000183346	ENSMUSG00000019945
ENSG00000167543	ENSMUSG00000044328
ENSG00000164011	ENSMUSG00000045268
ENSG00000115504	ENSMUSG00000042302
ENSG00000179361	ENSMUSG00000004661
ENSG00000169083	ENSMUSG00000046532
ENSG00000196932	ENSMUSG00000060044
ENSG00000196876	ENSMUSG00000023033
ENSG00000163644	ENSMUSG00000037826
ENSG00000105135	ENSMUSG00000032763
ENSG00000168792	ENSMUSG00000000686
ENSG00000174939	ENSMUSG00000046378
ENSG00000104312	ENSMUSG00000041135
ENSG00000100243	ENSMUSG00000018042
ENSG00000042022	ENSMUSG00000042210
ENSG00000186889	ENSMUSG00000049904
ENSG00000204424	ENSMUSG00000034923
ENSG00000138629	ENSMUSG00000055720
ENSG00000119638	ENSMUSG00000034290
ENSG00000196839	ENSMUSG00000017697
ENSG00000131080	ENSMUSG00000034457
ENSG00000105137	ENSMUSG00000032714
ENSG00000119703	ENSMUSG00000045064
ENSG00000110514	ENSMUSG00000040687
ENSG00000113522	ENSMUSG00000020380
ENSG00000094661	ENSMUSG00000071185
ENSG00000160551	ENSMUSG00000017291
ENSG00000156103	ENSMUSG00000028226
ENSG00000072422	ENSMUSG00000019944
ENSG00000165025	ENSMUSG00000021457
ENSG00000164010	ENSMUSG00000028644
ENSG00000113525	ENSMUSG00000036117
ENSG00000176566	ENSMUSG00000021222
ENSG00000119640	ENSMUSG00000008822
ENSG00000170340	ENSMUSG00000051650
ENSG00000177868	ENSMUSG00000028643
ENSG00000114779	ENSMUSG00000042073
ENSG00000105141	ENSMUSG00000005355
ENSG00000176571	ENSMUSG00000073991
ENSG00000165023	ENSMUSG00000047842
ENSG00000118777	ENSMUSG00000029802
ENSG00000118777	ENSMUSG00000029299
ENSG00000204427	ENSMUSG00000007036
ENSG00000173163	ENSMUSG00000051355
ENSG00000108256	ENSMUSG00000037857
ENSG00000160994	ENSMUSG00000078442
ENSG00000138623	ENSMUSG00000038264
ENSG00000100227	ENSMUSG00000041815
ENSG00000174938	ENSMUSG00000030683
ENSG00000164008	ENSMUSG00000078584
ENSG00000214725	
ENSG00000170312	ENSMUSG00000019942
ENSG00000050438	ENSMUSG00000023032
ENSG00000168734	ENSMUSG00000035268
ENSG00000208221	
ENSG00000213189	
ENSG00000108255	ENSMUSG00000000724
ENSG00000089472	ENSMUSG00000031209
ENSG00000025434	ENSMUSG00000002108
ENSG00000122872	ENSMUSG00000047446
ENSG00000105143	ENSMUSG00000005357
ENSG00000182841	ENSMUSG00000018040
ENSG00000182841	ENSMUSG00000078305
ENSG00000125347	ENSMUSG00000018899
ENSG00000117385	ENSMUSG00000028641
ENSG00000130222	ENSMUSG00000021453
ENSG00000170289	ENSMUSG00000056494
ENSG00000119684	ENSMUSG00000021245
ENSG00000139629	ENSMUSG00000037280
ENSG00000197536	
ENSG00000204428	ENSMUSG00000034482
ENSG00000140459	ENSMUSG00000032323
ENSG00000164007	ENSMUSG00000066058
ENSG00000176923	
ENSG00000155659	ENSMUSG00000044206
ENSG00000127529	ENSMUSG00000051190
ENSG00000118762	ENSMUSG00000034462
ENSG00000103502	ENSMUSG00000030682
ENSG00000115484	ENSMUSG00000007739
ENSG00000134575	ENSMUSG00000002103
ENSG00000176938	
ENSG00000139610	ENSMUSG00000023031
ENSG00000197375	ENSMUSG00000018900
ENSG00000197375	ENSMUSG00000063652
ENSG00000132824	ENSMUSG00000017707
ENSG00000187764	ENSMUSG00000021451
ENSG00000183569	ENSMUSG00000058586
ENSG00000119718	ENSMUSG00000004788
ENSG00000085719	ENSMUSG00000028228
ENSG00000170264	ENSMUSG00000049811
ENSG00000185385	ENSMUSG00000048101
ENSG00000188091	ENSMUSG00000051107
ENSG00000013364	ENSMUSG00000030681
ENSG00000214701	
ENSG00000110934	ENSMUSG00000075411
ENSG00000140481	ENSMUSG00000037716
ENSG00000209168	
ENSG00000209314	
ENSG00000196535	ENSMUSG00000000631
ENSG00000172148	ENSMUSG00000048101
ENSG00000147065	ENSMUSG00000031207
ENSG00000197208	ENSMUSG00000020334
ENSG00000189306	ENSMUSG00000018040
ENSG00000189306	ENSMUSG00000078305
ENSG00000221995	
ENSG00000090097	ENSMUSG00000023495
ENSG00000127515	ENSMUSG00000048101
ENSG00000170545	ENSMUSG00000053559
ENSG00000185928	ENSMUSG00000030680
ENSG00000119630	ENSMUSG00000004791
ENSG00000049540	ENSMUSG00000029675
ENSG00000176623	ENSMUSG00000028229
ENSG00000065978	ENSMUSG00000028639
ENSG00000213137	
ENSG00000168746	
ENSG00000188269	ENSMUSG00000048101
ENSG00000134574	ENSMUSG00000002109
ENSG00000124120	ENSMUSG00000017679
ENSG00000180929	
ENSG00000187742	ENSMUSG00000035139
ENSG00000131435	ENSMUSG00000020388
ENSG00000174074	
ENSG00000183283	ENSMUSG00000000346
ENSG00000204435	ENSMUSG00000024387
ENSG00000172250	ENSMUSG00000058586
ENSG00000179761	ENSMUSG00000017453
ENSG00000167371	ENSMUSG00000045114
ENSG00000127530	
ENSG00000213784	ENSMUSG00000058099
ENSG00000123975	ENSMUSG00000062248
ENSG00000137868	ENSMUSG00000032327
ENSG00000175877	ENSMUSG00000040576
ENSG00000082898	ENSMUSG00000020290
ENSG00000198208	ENSMUSG00000019235
ENSG00000165912	ENSMUSG00000027257
ENSG00000171960	ENSMUSG00000060288
ENSG00000129009	ENSMUSG00000037206
ENSG00000001497	ENSMUSG00000057421
ENSG00000165171	ENSMUSG00000040557
ENSG00000123124	ENSMUSG00000041058
ENSG00000167087	
ENSG00000184271	ENSMUSG00000009739
ENSG00000118785	ENSMUSG00000029304
ENSG00000204438	ENSMUSG00000024389
ENSG00000041880	ENSMUSG00000023249
ENSG00000189143	ENSMUSG00000047501
ENSG00000182057	
ENSG00000212838	
ENSG00000102053	ENSMUSG00000035045
ENSG00000204439	ENSMUSG00000043311
ENSG00000186409	ENSMUSG00000028637
ENSG00000063015	ENSMUSG00000000632
ENSG00000165215	ENSMUSG00000070473
ENSG00000148082	ENSMUSG00000021448
ENSG00000103495	
ENSG00000151150	ENSMUSG00000069601
ENSG00000183199	
ENSG00000149182	ENSMUSG00000027255
ENSG00000164893	ENSMUSG00000041052
ENSG00000072682	ENSMUSG00000018906
ENSG00000114767	ENSMUSG00000041506
ENSG00000126970	ENSMUSG00000035062
ENSG00000214702	ENSMUSG00000032299
ENSG00000167178	ENSMUSG00000051243
ENSG00000152595	ENSMUSG00000053863
ENSG00000079616	ENSMUSG00000030677
ENSG00000214681	ENSMUSG00000066382
ENSG00000147614	ENSMUSG00000028238
ENSG00000135457	ENSMUSG00000009733
ENSG00000100207	ENSMUSG00000041852
ENSG00000100207	ENSMUSG00000071262
ENSG00000101076	ENSMUSG00000017950
ENSG00000127125	ENSMUSG00000028636
ENSG00000106077	ENSMUSG00000040532
ENSG00000110925	ENSMUSG00000044636
ENSG00000174992	ENSMUSG00000049350
ENSG00000184345	
ENSG00000147613	
ENSG00000159289	
ENSG00000109118	ENSMUSG00000037791
ENSG00000213694	ENSMUSG00000067586
ENSG00000205176	
ENSG00000101074	ENSMUSG00000078949
ENSG00000029559	ENSMUSG00000029306
ENSG00000164400	ENSMUSG00000018916
ENSG00000173389	ENSMUSG00000066383
ENSG00000185905	ENSMUSG00000045165
ENSG00000066185	ENSMUSG00000070806
ENSG00000204444	ENSMUSG00000024391
ENSG00000197296	ENSMUSG00000048486
ENSG00000108091	ENSMUSG00000048701
ENSG00000102043	
ENSG00000115464	ENSMUSG00000056342
ENSG00000188447	
ENSG00000149179	ENSMUSG00000040591
ENSG00000186354	
ENSG00000177181	ENSMUSG00000048899
ENSG00000214686	
ENSG00000119689	ENSMUSG00000004789
ENSG00000164399	
ENSG00000106089	ENSMUSG00000007207
ENSG00000130045	ENSMUSG00000021396
ENSG00000205702	ENSMUSG00000061740
ENSG00000205702	ENSMUSG00000022445
ENSG00000205702	ENSMUSG00000057088
ENSG00000205702	ENSMUSG00000014372
ENSG00000205702	ENSMUSG00000068086
ENSG00000205702	ENSMUSG00000057138
ENSG00000205702	ENSMUSG00000068085
ENSG00000205702	ENSMUSG00000068083
ENSG00000205702	ENSMUSG00000062185
ENSG00000205702	ENSMUSG00000058613
ENSG00000167536	ENSMUSG00000020834
ENSG00000165449	ENSMUSG00000037762
ENSG00000103485	ENSMUSG00000030674
ENSG00000184675	ENSMUSG00000050332
ENSG00000119608	ENSMUSG00000042320
ENSG00000152592	ENSMUSG00000029307
ENSG00000198881	ENSMUSG00000031204
ENSG00000210345	
ENSG00000207437	
ENSG00000207333	
ENSG00000152591	ENSMUSG00000053268
ENSG00000050426	ENSMUSG00000037353
ENSG00000124194	ENSMUSG00000017943
ENSG00000071462	ENSMUSG00000005378
ENSG00000198815	ENSMUSG00000032998
ENSG00000173209	ENSMUSG00000020288
ENSG00000214587	ENSMUSG00000020286
ENSG00000106723	ENSMUSG00000021395
ENSG00000176410	ENSMUSG00000061118
ENSG00000197273	ENSMUSG00000023247
ENSG00000104267	ENSMUSG00000027562
ENSG00000212978	
ENSG00000164082	ENSMUSG00000023192
ENSG00000176428	ENSMUSG00000043614
ENSG00000044012	ENSMUSG00000032978
ENSG00000148541	ENSMUSG00000043259
ENSG00000132823	ENSMUSG00000035399
ENSG00000132823	ENSMUSG00000078151
ENSG00000152583	ENSMUSG00000029309
ENSG00000131089	ENSMUSG00000025656
ENSG00000119596	ENSMUSG00000021244
ENSG00000134569	ENSMUSG00000027253
ENSG00000132589	ENSMUSG00000061981
ENSG00000198205	ENSMUSG00000073062
ENSG00000197471	ENSMUSG00000051457
ENSG00000186767	ENSMUSG00000071722
ENSG00000162929	ENSMUSG00000042208
ENSG00000164879	ENSMUSG00000027559
ENSG00000165443	ENSMUSG00000037747
ENSG00000164081	ENSMUSG00000040813
ENSG00000217794	ENSMUSG00000025317
ENSG00000205534	
ENSG00000127124	ENSMUSG00000028634
ENSG00000149596	ENSMUSG00000017817
ENSG00000198455	ENSMUSG00000073062
ENSG00000133742	ENSMUSG00000027556
ENSG00000119616	ENSMUSG00000021243
ENSG00000209004	
ENSG00000164398	ENSMUSG00000020333
ENSG00000132591	ENSMUSG00000020832
ENSG00000127507	
ENSG00000214670	
ENSG00000127129	ENSMUSG00000028635
ENSG00000205535	
ENSG00000164080	ENSMUSG00000040661
ENSG00000185015	ENSMUSG00000027555
ENSG00000100197	ENSMUSG00000061740
ENSG00000100197	ENSMUSG00000022445
ENSG00000100197	ENSMUSG00000057088
ENSG00000100197	ENSMUSG00000014372
ENSG00000100197	ENSMUSG00000068086
ENSG00000100197	ENSMUSG00000057138
ENSG00000100197	ENSMUSG00000068085
ENSG00000100197	ENSMUSG00000068083
ENSG00000100197	ENSMUSG00000062185
ENSG00000100197	ENSMUSG00000058613
ENSG00000162928	ENSMUSG00000020283
ENSG00000173065	ENSMUSG00000037750
ENSG00000122870	ENSMUSG00000014329
ENSG00000170502	ENSMUSG00000029310
ENSG00000176731	ENSMUSG00000078784
ENSG00000140464	ENSMUSG00000036986
ENSG00000165591	
ENSG00000119682	ENSMUSG00000042350
ENSG00000156345	ENSMUSG00000021483
ENSG00000204060	ENSMUSG00000052135
ENSG00000160961	
ENSG00000110911	ENSMUSG00000023030
ENSG00000009950	ENSMUSG00000005373
ENSG00000184983	ENSMUSG00000022450
ENSG00000214511	
ENSG00000198189	ENSMUSG00000029311
ENSG00000177992	
ENSG00000203306	
ENSG00000169203	
ENSG00000214888	
ENSG00000124191	ENSMUSG00000074607
ENSG00000145041	ENSMUSG00000040325
ENSG00000124196	ENSMUSG00000070708
ENSG00000124196	ENSMUSG00000074608
ENSG00000133740	ENSMUSG00000027552
ENSG00000162927	ENSMUSG00000020280
ENSG00000147059	ENSMUSG00000046550
ENSG00000147059	ENSMUSG00000079566
ENSG00000147059	ENSMUSG00000078210
ENSG00000147059	ENSMUSG00000078328
ENSG00000147059	ENSMUSG00000079650
ENSG00000147059	ENSMUSG00000078212
ENSG00000147059	ENSMUSG00000079649
ENSG00000147059	ENSMUSG00000078334
ENSG00000147059	ENSMUSG00000078331
ENSG00000147059	ENSMUSG00000079653
ENSG00000147059	ENSMUSG00000079647
ENSG00000147059	ENSMUSG00000078329
ENSG00000147059	ENSMUSG00000075351
ENSG00000147059	ENSMUSG00000079208
ENSG00000147059	ENSMUSG00000079195
ENSG00000147059	ENSMUSG00000079292
ENSG00000147059	ENSMUSG00000079746
ENSG00000147059	ENSMUSG00000078833
ENSG00000147059	ENSMUSG00000079816
ENSG00000147059	ENSMUSG00000078826
ENSG00000147059	ENSMUSG00000078911
ENSG00000147059	ENSMUSG00000078454
ENSG00000147059	ENSMUSG00000079688
ENSG00000147059	ENSMUSG00000079802
ENSG00000147059	ENSMUSG00000078545
ENSG00000147059	ENSMUSG00000078457
ENSG00000147059	ENSMUSG00000079683
ENSG00000147059	ENSMUSG00000079815
ENSG00000147059	ENSMUSG00000078825
ENSG00000147059	ENSMUSG00000079817
ENSG00000147059	ENSMUSG00000079743
ENSG00000147059	ENSMUSG00000078463
ENSG00000147059	ENSMUSG00000079077
ENSG00000147059	ENSMUSG00000079754
ENSG00000147059	ENSMUSG00000079781
ENSG00000147059	ENSMUSG00000079798
ENSG00000147059	ENSMUSG00000079752
ENSG00000147059	ENSMUSG00000079686
ENSG00000147059	ENSMUSG00000078456
ENSG00000147059	ENSMUSG00000079747
ENSG00000147059	ENSMUSG00000079088
ENSG00000147059	ENSMUSG00000079200
ENSG00000147059	ENSMUSG00000078426
ENSG00000147059	ENSMUSG00000079212
ENSG00000147059	ENSMUSG00000078828
ENSG00000147059	ENSMUSG00000079079
ENSG00000147059	ENSMUSG00000079826
ENSG00000147059	ENSMUSG00000079839
ENSG00000147059	ENSMUSG00000079131
ENSG00000147059	ENSMUSG00000079134
ENSG00000147059	ENSMUSG00000079824
ENSG00000147059	ENSMUSG00000079758
ENSG00000147059	ENSMUSG00000079757
ENSG00000147059	ENSMUSG00000079675
ENSG00000147059	ENSMUSG00000079750
ENSG00000147059	ENSMUSG00000079676
ENSG00000147059	ENSMUSG00000079670
ENSG00000147059	ENSMUSG00000079822
ENSG00000147059	ENSMUSG00000078823
ENSG00000147059	ENSMUSG00000079820
ENSG00000147059	ENSMUSG00000078824
ENSG00000147059	ENSMUSG00000079287
ENSG00000147059	ENSMUSG00000079805
ENSG00000147059	ENSMUSG00000079078
ENSG00000147059	ENSMUSG00000079080
ENSG00000147059	ENSMUSG00000075340
ENSG00000147059	ENSMUSG00000079768
ENSG00000147059	ENSMUSG00000078460
