Ensembl Gene ID	Drosophila Ensembl Gene ID
ENSG00000115306	
ENSG00000169910	FBgn0032076
ENSG00000139549	FBgn0004644
ENSG00000183763	FBgn0034314
ENSG00000197575	FBgn0005533
ENSG00000109079	FBgn0033017
ENSG00000208376	
ENSG00000132792	FBgn0037644
ENSG00000006432	FBgn0030018
ENSG00000166181	FBgn0027885
ENSG00000160888	
ENSG00000204117	
ENSG00000137808	FBgn0085428
ENSG00000121039	
ENSG00000175374	
ENSG00000148948	FBgn0035043
ENSG00000196781	
ENSG00000167550	FBgn0041191
ENSG00000177994	
ENSG00000182179	FBgn0023143
ENSG00000109083	FBgn0050441
ENSG00000133985	
ENSG00000214746	
ENSG00000032514	
ENSG00000178021	FBgn0014879
ENSG00000185614	
ENSG00000072501	FBgn0040283
ENSG00000165606	FBgn0085369
ENSG00000138668	
ENSG00000210686	
ENSG00000208211	
ENSG00000104915	FBgn0037084
ENSG00000169919	FBgn0034417
ENSG00000169919	FBgn0039874
ENSG00000208210	
ENSG00000133997	FBgn0024330
ENSG00000187492	
ENSG00000214989	
ENSG00000100354	FBgn0051992
ENSG00000166352	
ENSG00000208208	
ENSG00000208207	
ENSG00000208206	
ENSG00000177354	
ENSG00000053438	
ENSG00000130177	FBgn0025781
ENSG00000133477	
ENSG00000167548	FBgn0034926
ENSG00000160877	
ENSG00000211249	
ENSG00000213170	
ENSG00000170634	FBgn0038363
ENSG00000170634	FBgn0031700
ENSG00000170634	FBgn0085190
ENSG00000170634	FBgn0025115
ENSG00000170634	FBgn0033893
ENSG00000170634	FBgn0040524
ENSG00000138670	
ENSG00000196715	FBgn0053544
ENSG00000092421	
ENSG00000109084	
ENSG00000175097	
ENSG00000134007	
ENSG00000124313	FBgn0026179
ENSG00000169921	
ENSG00000126657	
ENSG00000140350	FBgn0034282
ENSG00000176095	FBgn0034644
ENSG00000145781	FBgn0030323
ENSG00000181977	
ENSG00000139985	
ENSG00000204161	
ENSG00000100351	
ENSG00000166619	FBgn0040239
ENSG00000103647	
ENSG00000104907	FBgn0032430
ENSG00000185989	FBgn0004390
ENSG00000166349	
ENSG00000172538	
ENSG00000138669	FBgn0000442
ENSG00000138669	FBgn0032187
ENSG00000104903	FBgn0011276
ENSG00000213463	
ENSG00000181929	FBgn0025803
ENSG00000127603	FBgn0013733
ENSG00000205191	
ENSG00000152785	
ENSG00000087095	FBgn0011817
ENSG00000147604	FBgn0005593
ENSG00000181418	
ENSG00000146757	
ENSG00000137809	
ENSG00000173540	FBgn0037279
ENSG00000184497	
ENSG00000176177	
ENSG00000068878	
ENSG00000214779	
ENSG00000165633	
ENSG00000188603	FBgn0036756
ENSG00000164764	FBgn0030256
ENSG00000172901	FBgn0039640
ENSG00000172901	FBgn0040282
ENSG00000172901	FBgn0039656
ENSG00000172901	FBgn0051445
ENSG00000172901	FBgn0015541
ENSG00000172901	FBgn0030223
ENSG00000172901	FBgn0046253
ENSG00000172901	FBgn0030222
ENSG00000172901	FBgn0028935
ENSG00000172901	FBgn0036186
ENSG00000165383	
ENSG00000197826	FBgn0031720
ENSG00000197826	FBgn0038122
ENSG00000197826	FBgn0031430
ENSG00000197826	FBgn0031721
ENSG00000133983	FBgn0011476
ENSG00000126012	FBgn0031759
ENSG00000152926	
ENSG00000119737	
ENSG00000176020	
ENSG00000125084	FBgn0004009
ENSG00000175104	FBgn0026318
ENSG00000169018	FBgn0034542
ENSG00000188722	
ENSG00000168653	
ENSG00000198156	
ENSG00000196585	FBgn0011573
ENSG00000177879	FBgn0003008
ENSG00000128973	
ENSG00000184205	FBgn0014879
ENSG00000100346	FBgn0029846
ENSG00000135362	
ENSG00000183087	
ENSG00000007171	FBgn0011676
ENSG00000168937	
ENSG00000197122	
ENSG00000205609	FBgn0034258
ENSG00000128815	
ENSG00000169884	FBgn0031903
ENSG00000184194	
ENSG00000138675	
ENSG00000187051	
ENSG00000174574	FBgn0082598
ENSG00000215565	
ENSG00000147601	
ENSG00000008441	FBgn0042696
ENSG00000106829	
ENSG00000145782	FBgn0036255
ENSG00000164068	FBgn0038296
ENSG00000185974	FBgn0004834
ENSG00000068912	FBgn0032398
ENSG00000215894	
ENSG00000179284	
ENSG00000186940	FBgn0030821
ENSG00000186940	FBgn0051007
ENSG00000186940	FBgn0051008
ENSG00000196559	
ENSG00000198039	
ENSG00000110442	
ENSG00000129596	FBgn0034364
ENSG00000143942	FBgn0030411
ENSG00000182674	FBgn0003383
ENSG00000196877	
ENSG00000189316	
ENSG00000129007	FBgn0038830
ENSG00000186009	
ENSG00000179241	
ENSG00000212989	FBgn0024364
ENSG00000197008	
ENSG00000152784	FBgn0035643
ENSG00000128805	
ENSG00000158315	FBgn0030318
ENSG00000158315	FBgn0032415
ENSG00000134287	
ENSG00000188322	FBgn0034137
ENSG00000188322	FBgn0031855
ENSG00000104321	FBgn0035934
ENSG00000134970	FBgn0030341
ENSG00000182646	
ENSG00000166326	
ENSG00000179271	FBgn0037102
ENSG00000218854	
ENSG00000173531	
ENSG00000101363	
ENSG00000131233	
ENSG00000033800	
ENSG00000100678	
ENSG00000134285	FBgn0010470
ENSG00000135069	FBgn0014427
ENSG00000168961	
ENSG00000198176	FBgn0011763
ENSG00000196247	
ENSG00000179262	FBgn0026777
ENSG00000169180	FBgn0001337
ENSG00000209189	
ENSG00000209136	
ENSG00000179304	
ENSG00000178860	FBgn0022740
ENSG00000145780	FBgn0038286
ENSG00000128272	
ENSG00000164062	
ENSG00000163297	
ENSG00000148019	FBgn0038248
ENSG00000150403	
ENSG00000139537	FBgn0050259
ENSG00000139537	FBgn0037059
ENSG00000149090	
ENSG00000196475	FBgn0035266
ENSG00000196475	FBgn0025592
ENSG00000196475	FBgn0033673
ENSG00000175730	
ENSG00000156269	FBgn0036064
ENSG00000214114	
ENSG00000188779	FBgn0039932
ENSG00000118702	
ENSG00000173041	
ENSG00000164221	
ENSG00000198732	FBgn0033478
ENSG00000164061	
ENSG00000171402	
ENSG00000179218	FBgn0005585
ENSG00000150401	FBgn0036510
ENSG00000172602	
ENSG00000185668	FBgn0086680
ENSG00000116954	FBgn0033272
ENSG00000197123	
ENSG00000100335	
ENSG00000208884	
ENSG00000169181	
ENSG00000164219	FBgn0015000
ENSG00000100652	
ENSG00000214652	
ENSG00000115239	
ENSG00000209141	
ENSG00000217451	
ENSG00000141068	FBgn0015402
ENSG00000171405	
ENSG00000174243	FBgn0032690
ENSG00000163291	FBgn0038256
ENSG00000107643	
ENSG00000183520	FBgn0030063
ENSG00000204363	
ENSG00000110436	FBgn0026438
ENSG00000156052	FBgn0004435
ENSG00000179115	FBgn0030007
ENSG00000104313	FBgn0000320
ENSG00000153531	
ENSG00000173402	FBgn0034072
ENSG00000188185	
ENSG00000221947	
ENSG00000137764	
ENSG00000128268	FBgn0051849
ENSG00000047578	
ENSG00000145029	
ENSG00000161860	
ENSG00000100650	
ENSG00000152503	
ENSG00000167535	FBgn0015608
ENSG00000183386	FBgn0036672
ENSG00000203276	
ENSG00000139835	FBgn0038401
ENSG00000189227	FBgn0083984
ENSG00000147592	FBgn0031987
ENSG00000109046	FBgn0033557
ENSG00000138756	FBgn0015772
ENSG00000182111	
ENSG00000156049	FBgn0004435
ENSG00000209224	
ENSG00000178130	
ENSG00000185177	
ENSG00000175985	
ENSG00000100647	
ENSG00000213150	
ENSG00000214668	FBgn0036319
ENSG00000105607	FBgn0031824
ENSG00000145020	FBgn0032287
ENSG00000205203	FBgn0053525
ENSG00000183431	FBgn0014366
ENSG00000189166	FBgn0051151
ENSG00000100324	
ENSG00000189251	
ENSG00000209171	
ENSG00000213149	
ENSG00000067167	FBgn0040340
ENSG00000145022	
ENSG00000212719	
ENSG00000188639	
ENSG00000029364	FBgn0039902
ENSG00000138772	
ENSG00000185290	
ENSG00000213002	
ENSG00000105610	
ENSG00000185896	FBgn0032949
ENSG00000174233	FBgn0052158
ENSG00000179915	
ENSG00000172211	
ENSG00000100632	FBgn0011586
ENSG00000080709	FBgn0029761
ENSG00000077235	FBgn0032517
ENSG00000157950	
ENSG00000103599	
ENSG00000140396	
ENSG00000100321	FBgn0033876
ENSG00000118705	FBgn0034277
ENSG00000105612	FBgn0000477
ENSG00000170324	
ENSG00000103591	
ENSG00000126542	
ENSG00000184185	
ENSG00000213153	
ENSG00000204084	FBgn0023508
ENSG00000067560	FBgn0014020
ENSG00000129315	FBgn0025455
ENSG00000212122	
ENSG00000047188	FBgn0030833
ENSG00000147596	
ENSG00000210694	
ENSG00000179296	FBgn0039056
ENSG00000139842	FBgn0033260
ENSG00000100626	
ENSG00000106153	FBgn0030821
ENSG00000106153	FBgn0051007
ENSG00000106153	FBgn0051008
ENSG00000105613	
ENSG00000137571	FBgn0032123
ENSG00000132026	
ENSG00000171444	FBgn0085433
ENSG00000139620	FBgn0039710
ENSG00000167531	FBgn0035813
ENSG00000167531	FBgn0004429
ENSG00000167531	FBgn0004430
ENSG00000167531	FBgn0034539
ENSG00000167531	FBgn0004428
ENSG00000167531	FBgn0004425
ENSG00000167531	FBgn0004427
ENSG00000167531	FBgn0034538
ENSG00000167531	FBgn0004431
ENSG00000167531	FBgn0050062
ENSG00000167531	FBgn0034092
ENSG00000167531	FBgn0029765
ENSG00000204164	FBgn0036686
ENSG00000188279	
ENSG00000170820	FBgn0016650
ENSG00000188786	FBgn0040305
ENSG00000197582	
ENSG00000198678	
ENSG00000166949	FBgn0025800
ENSG00000218599	
ENSG00000104889	FBgn0031252
ENSG00000205438	
ENSG00000103522	
ENSG00000197982	
ENSG00000138759	FBgn0032683
ENSG00000197376	
ENSG00000211268	
ENSG00000101353	
ENSG00000197704	
ENSG00000187754	
ENSG00000081177	FBgn0037901
ENSG00000172795	FBgn0036534
ENSG00000164776	FBgn0011754
ENSG00000212643	FBgn0031628
ENSG00000026508	
ENSG00000177627	
ENSG00000137834	FBgn0020493
ENSG00000138039	FBgn0016650
ENSG00000139223	FBgn0034282
ENSG00000196449	FBgn0061361
ENSG00000126226	FBgn0036184
ENSG00000208845	
ENSG00000167815	FBgn0040308
ENSG00000169288	FBgn0037566
ENSG00000139990	FBgn0039880
ENSG00000137573	FBgn0040271
ENSG00000167528	
ENSG00000126231	
ENSG00000077238	
ENSG00000129625	FBgn0033906
ENSG00000129625	FBgn0039371
ENSG00000204368	
ENSG00000187166	
ENSG00000171223	FBgn0001291
ENSG00000138767	FBgn0011725
ENSG00000185090	FBgn0031716
ENSG00000188501	
ENSG00000209288	
ENSG00000034152	FBgn0015763
ENSG00000172640	
ENSG00000153037	FBgn0015298
ENSG00000110435	
ENSG00000114316	
ENSG00000154035	
ENSG00000156234	
ENSG00000080839	FBgn0015799
ENSG00000080839	FBgn0038390
ENSG00000177875	
ENSG00000177981	
ENSG00000165084	
ENSG00000204375	
ENSG00000100316	FBgn0020910
ENSG00000129103	FBgn0035102
ENSG00000126218	
ENSG00000188315	
ENSG00000178307	FBgn0044419
ENSG00000095066	FBgn0001202
ENSG00000149089	FBgn0030518
ENSG00000183317	
ENSG00000138764	FBgn0039858
ENSG00000068781	FBgn0011289
ENSG00000169189	FBgn0031848
ENSG00000213164	
ENSG00000197969	FBgn0033194
ENSG00000205011	
ENSG00000134982	FBgn0026598
ENSG00000039987	FBgn0040238
ENSG00000039987	FBgn0035696
ENSG00000039987	FBgn0036492
ENSG00000039987	FBgn0036491
ENSG00000174442	
ENSG00000109016	FBgn0027583
ENSG00000072110	
ENSG00000173421	
ENSG00000204376	
ENSG00000185909	
ENSG00000204612	FBgn0004897
ENSG00000204612	FBgn0004898
ENSG00000118816	FBgn0039858
ENSG00000221899	
ENSG00000155666	FBgn0035166
ENSG00000182601	
ENSG00000101347	FBgn0028380
ENSG00000198356	FBgn0033191
ENSG00000177352	
ENSG00000057593	
ENSG00000135373	
ENSG00000185650	FBgn0011837
ENSG00000152556	FBgn0003071
ENSG00000134690	
ENSG00000100311	FBgn0030964
ENSG00000156035	FBgn0003116
ENSG00000215362	
ENSG00000155592	
ENSG00000138758	FBgn0014029
ENSG00000138758	FBgn0026361
ENSG00000123144	FBgn0042132
ENSG00000101342	FBgn0013576
ENSG00000146731	FBgn0027329
ENSG00000116922	
ENSG00000183461	
ENSG00000124422	FBgn0013717
ENSG00000183675	
ENSG00000129595	FBgn0085376
ENSG00000100307	FBgn0003042
ENSG00000186212	
ENSG00000185751	
ENSG00000103375	
ENSG00000100298	
ENSG00000149639	
ENSG00000135374	
ENSG00000162869	FBgn0039204
ENSG00000046889	
ENSG00000205212	
ENSG00000182185	
ENSG00000169218	
ENSG00000138771	FBgn0085408
ENSG00000107623	
ENSG00000172037	FBgn0002527
ENSG00000203632	
ENSG00000128802	
ENSG00000079387	FBgn0027603
ENSG00000079387	FBgn0031208
ENSG00000079387	FBgn0052110
ENSG00000146733	FBgn0023129
ENSG00000165078	
ENSG00000170802	FBgn0029504
ENSG00000105576	FBgn0024921
ENSG00000105576	FBgn0035693
ENSG00000214819	
ENSG00000188013	
ENSG00000205215	
ENSG00000134986	
ENSG00000174444	FBgn0003279
ENSG00000107618	
ENSG00000204379	
ENSG00000106772	FBgn0035488
ENSG00000134697	FBgn0034243
ENSG00000163749	
ENSG00000164211	
ENSG00000214822	
ENSG00000174446	
ENSG00000165388	FBgn0035643
ENSG00000187210	
ENSG00000215020	
ENSG00000146729	FBgn0030724
ENSG00000163879	FBgn0037962
ENSG00000121691	FBgn0000261
ENSG00000121691	FBgn0032061
ENSG00000221877	
ENSG00000205629	FBgn0028507
ENSG00000118804	
ENSG00000170298	
ENSG00000208205	
ENSG00000152495	
ENSG00000189157	
ENSG00000189423	FBgn0036913
ENSG00000163877	FBgn0039943
ENSG00000135002	FBgn0014930
ENSG00000154999	FBgn0034986
ENSG00000149636	
ENSG00000128394	
ENSG00000205217	
ENSG00000204382	
ENSG00000132004	
ENSG00000169032	FBgn0010269
ENSG00000072121	FBgn0037897
ENSG00000134987	FBgn0038146
ENSG00000178665	
ENSG00000204525	
ENSG00000066777	FBgn0028538
ENSG00000075131	FBgn0032698
ENSG00000126217	FBgn0050440
ENSG00000166016	FBgn0053291
ENSG00000154898	
ENSG00000138081	FBgn0037760
ENSG00000198904	
ENSG00000155622	
ENSG00000138760	
ENSG00000172046	
ENSG00000163875	FBgn0035624
ENSG00000179028	
ENSG00000165390	
ENSG00000208830	
ENSG00000204528	
ENSG00000145777	
ENSG00000154997	FBgn0014029
ENSG00000154997	FBgn0026361
ENSG00000206344	
ENSG00000208368	
ENSG00000166938	
ENSG00000140750	FBgn0038747
ENSG00000197910	
ENSG00000139988	FBgn0050491
ENSG00000139988	FBgn0033205
ENSG00000139988	FBgn0033204
ENSG00000139988	FBgn0029866
ENSG00000139988	FBgn0050495
ENSG00000139988	FBgn0033203
ENSG00000209201	
ENSG00000208204	
ENSG00000221940	
ENSG00000095059	FBgn0035854
ENSG00000181242	
ENSG00000176826	
ENSG00000163874	
ENSG00000164209	FBgn0030717
ENSG00000164209	FBgn0032664
ENSG00000104218	
ENSG00000123154	FBgn0028897
ENSG00000154978	
ENSG00000186952	
ENSG00000101079	FBgn0043070
ENSG00000101079	FBgn0027608
ENSG00000135372	FBgn0027330
ENSG00000208203	
ENSG00000204531	FBgn0086680
ENSG00000198035	FBgn0039056
ENSG00000139219	
ENSG00000116062	FBgn0036486
ENSG00000072042	FBgn0050491
ENSG00000072042	FBgn0033205
ENSG00000072042	FBgn0033204
ENSG00000072042	FBgn0029866
ENSG00000072042	FBgn0050495
ENSG00000072042	FBgn0033203
ENSG00000158865	
ENSG00000138750	FBgn0033737
ENSG00000105583	FBgn0035592
ENSG00000179750	
ENSG00000223176	
ENSG00000184261	
ENSG00000072444	FBgn0039774
ENSG00000132434	FBgn0027498
ENSG00000099139	FBgn0004509
ENSG00000121022	FBgn0027053
ENSG00000163873	
ENSG00000135387	FBgn0042134
ENSG00000137310	
ENSG00000128487	FBgn0025633
ENSG00000172053	FBgn0027090
ENSG00000154545	FBgn0037481
ENSG00000101084	FBgn0033209
ENSG00000100568	
ENSG00000178125	
ENSG00000184566	
ENSG00000068650	FBgn0030747
ENSG00000068650	FBgn0030746
ENSG00000208357	
ENSG00000187728	FBgn0022740
ENSG00000134291	
ENSG00000157890	FBgn0027594
ENSG00000197595	
ENSG00000205537	
ENSG00000112893	FBgn0011740
ENSG00000128383	
ENSG00000152726	FBgn0034529
ENSG00000104774	FBgn0027611
ENSG00000104774	FBgn0032253
ENSG00000104774	FBgn0032069
ENSG00000104774	FBgn0032066
ENSG00000104774	FBgn0032068
ENSG00000104774	FBgn0032067
ENSG00000213154	
ENSG00000198218	FBgn0010328
ENSG00000108599	FBgn0040079
ENSG00000178460	
ENSG00000178464	FBgn0024733
ENSG00000135363	FBgn0000242
ENSG00000215033	
ENSG00000198961	
ENSG00000134996	FBgn0064116
ENSG00000081181	FBgn0023535
ENSG00000183741	
ENSG00000103769	FBgn0015790
ENSG00000156219	
ENSG00000090905	FBgn0051992
ENSG00000100564	
ENSG00000119535	
ENSG00000101082	
ENSG00000221890	
ENSG00000176857	
ENSG00000178035	FBgn0003204
ENSG00000173875	
ENSG00000126216	FBgn0001612
ENSG00000187243	FBgn0037481
ENSG00000208826	
ENSG00000111424	FBgn0004865
ENSG00000182776	
ENSG00000186807	
ENSG00000118707	FBgn0033748
ENSG00000118707	FBgn0033749
ENSG00000054690	FBgn0025623
ENSG00000169248	
ENSG00000083290	FBgn0010715
ENSG00000188033	
ENSG00000198549	
ENSG00000100246	FBgn0033687
ENSG00000151422	FBgn0000723
ENSG00000116898	FBgn0026261
ENSG00000174485	
ENSG00000110429	
ENSG00000095002	FBgn0015546
ENSG00000153498	
ENSG00000106733	FBgn0035436
ENSG00000204536	
ENSG00000220949	
ENSG00000204150	FBgn0039056
ENSG00000211230	
ENSG00000198250	
ENSG00000204538	
ENSG00000101335	FBgn0003514
ENSG00000104205	
ENSG00000198133	
ENSG00000189014	
ENSG00000196826	
ENSG00000169245	
ENSG00000182968	FBgn0029123
ENSG00000213005	
ENSG00000178057	FBgn0034919
ENSG00000145743	
ENSG00000146648	
ENSG00000180855	
ENSG00000138755	
ENSG00000204398	
ENSG00000122257	FBgn0086129
ENSG00000119888	
ENSG00000204540	
ENSG00000153495	
ENSG00000184349	
ENSG00000218586	FBgn0026375
ENSG00000116885	FBgn0033685
ENSG00000100558	
ENSG00000074621	FBgn0028704
ENSG00000210690	
ENSG00000210714	
ENSG00000210715	
ENSG00000211577	
ENSG00000006116	
ENSG00000196466	
ENSG00000156017	FBgn0023522
ENSG00000108602	FBgn0010548
ENSG00000213865	
ENSG00000204539	
ENSG00000181817	FBgn0033554
ENSG00000204638	
ENSG00000100242	FBgn0033107
ENSG00000135045	
ENSG00000198342	
ENSG00000112874	
ENSG00000178149	FBgn0030660
ENSG00000204542	
ENSG00000204172	FBgn0039056
ENSG00000198301	FBgn0033379
ENSG00000181751	
ENSG00000138614	FBgn0031314
ENSG00000179222	FBgn0037481
ENSG00000188868	
ENSG00000134001	FBgn0004925
ENSG00000175073	
ENSG00000061273	FBgn0041210
ENSG00000204544	
ENSG00000132432	FBgn0031049
ENSG00000132432	FBgn0033691
ENSG00000132432	FBgn0034510
ENSG00000211252	
ENSG00000211255	
ENSG00000187141	
ENSG00000085063	
ENSG00000219180	
ENSG00000189090	
ENSG00000100226	FBgn0027836
ENSG00000205177	
ENSG00000211584	
ENSG00000218758	
ENSG00000166501	
ENSG00000211264	
ENSG00000180638	
ENSG00000196182	
ENSG00000110427	
ENSG00000170419	
ENSG00000145725	FBgn0027279
ENSG00000074696	FBgn0032524
ENSG00000116883	
ENSG00000100554	FBgn0022097
ENSG00000100554	FBgn0040377
ENSG00000100554	FBgn0033706
ENSG00000205628	
ENSG00000080845	FBgn0010633
ENSG00000166869	FBgn0037358
ENSG00000166869	FBgn0025642
ENSG00000138744	
ENSG00000142694	FBgn0085630
ENSG00000189369	FBgn0020443
ENSG00000143933	
ENSG00000168631	
ENSG00000178252	FBgn0053172
ENSG00000100221	FBgn0029853
ENSG00000185697	FBgn0002914
ENSG00000150165	
ENSG00000221900	
ENSG00000145723	
ENSG00000162864	
ENSG00000215896	FBgn0027598
ENSG00000196368	FBgn0036111
ENSG00000214193	
ENSG00000196260	
ENSG00000197857	
ENSG00000179251	
ENSG00000209321	
ENSG00000209315	
ENSG00000208959	
ENSG00000169085	
ENSG00000178467	
ENSG00000156194	FBgn0004366
ENSG00000134398	FBgn0038736
ENSG00000100216	FBgn0035473
ENSG00000187690	
ENSG00000131043	FBgn0038590
ENSG00000203268	
ENSG00000208348	
ENSG00000110422	
ENSG00000072415	FBgn0003349
ENSG00000138768	FBgn0040087
ENSG00000172717	
ENSG00000106078	
ENSG00000102606	FBgn0015803
ENSG00000196646	
ENSG00000122824	FBgn0036111
ENSG00000054118	
ENSG00000204174	FBgn0037408
ENSG00000204175	
ENSG00000176102	FBgn0003559
ENSG00000213297	
ENSG00000137411	
ENSG00000119121	
ENSG00000088448	
ENSG00000068724	FBgn0021847
ENSG00000072210	FBgn0010548
ENSG00000147576	FBgn0017482
ENSG00000177479	FBgn0025186
ENSG00000100211	
ENSG00000079337	FBgn0085421
ENSG00000130385	
ENSG00000179041	FBgn0052409
ENSG00000221883	
ENSG00000166851	FBgn0003124
ENSG00000132010	
ENSG00000184949	
ENSG00000176148	FBgn0029820
ENSG00000188474	
ENSG00000074603	FBgn0039240
ENSG00000171723	FBgn0000316
ENSG00000111405	FBgn0030251
ENSG00000111405	FBgn0038381
ENSG00000196553	
ENSG00000147571	
ENSG00000214189	
ENSG00000142494	
ENSG00000166847	FBgn0040228
ENSG00000158352	FBgn0085408
ENSG00000178537	FBgn0019830
ENSG00000178537	FBgn0031881
ENSG00000121690	
ENSG00000219665	
ENSG00000103742	
ENSG00000197647	
ENSG00000145730	FBgn0033466
ENSG00000145730	FBgn0020623
ENSG00000116871	FBgn0035500
ENSG00000180398	FBgn0038829
ENSG00000180398	FBgn0037798
ENSG00000100206	
ENSG00000222005	
ENSG00000197054	
ENSG00000213121	
ENSG00000208940	
ENSG00000005175	FBgn0039463
ENSG00000204176	FBgn0032653
ENSG00000128482	FBgn0039213
ENSG00000083093	
ENSG00000198963	FBgn0000448
ENSG00000208935	
ENSG00000208933	
ENSG00000208931	
ENSG00000204466	FBgn0085413
ENSG00000122376	
ENSG00000138757	FBgn0015778
ENSG00000114302	FBgn0022382
ENSG00000196757	
ENSG00000153487	FBgn0038546
ENSG00000174498	
ENSG00000060749	
ENSG00000204177	FBgn0036686
ENSG00000214197	
ENSG00000213780	FBgn0036513
ENSG00000179715	
ENSG00000147573	
ENSG00000205359	
ENSG00000004779	FBgn0011361
ENSG00000054116	FBgn0035992
ENSG00000198429	
ENSG00000147570	FBgn0004179
ENSG00000139211	
ENSG00000135378	
ENSG00000138617	
ENSG00000171150	FBgn0041184
ENSG00000138769	FBgn0031730
ENSG00000171291	
ENSG00000166482	
ENSG00000103353	
ENSG00000134905	FBgn0033900
ENSG00000119878	FBgn0032153
ENSG00000173930	
ENSG00000171812	
ENSG00000171295	
ENSG00000138615	
ENSG00000106070	
ENSG00000208337	
ENSG00000174792	
ENSG00000088367	
ENSG00000213995	FBgn0036848
ENSG00000186714	
ENSG00000150175	
ENSG00000100201	FBgn0003261
ENSG00000100201	FBgn0035720
ENSG00000100201	FBgn0029979
ENSG00000068745	FBgn0034644
ENSG00000113532	
ENSG00000177599	
ENSG00000147082	FBgn0015625
ENSG00000166855	FBgn0038745
ENSG00000139832	
ENSG00000103356	FBgn0036629
ENSG00000135046	
ENSG00000139209	
ENSG00000197044	
ENSG00000149646	
ENSG00000210730	
ENSG00000116863	
ENSG00000174796	
ENSG00000174132	
ENSG00000151665	FBgn0036893
ENSG00000205268	
ENSG00000149100	FBgn0033902
ENSG00000208814	
ENSG00000213146	
ENSG00000185839	
ENSG00000208802	
ENSG00000210732	
ENSG00000100196	FBgn0022268
ENSG00000197933	
ENSG00000033170	FBgn0030327
ENSG00000214802	FBgn0034417
ENSG00000214802	FBgn0039874
ENSG00000210734	
ENSG00000092850	FBgn0034816
ENSG00000132437	FBgn0000422
ENSG00000090470	
ENSG00000213672	FBgn0029997
ENSG00000214759	FBgn0031980
ENSG00000214760	FBgn0032987
ENSG00000066855	
ENSG00000134294	
ENSG00000183242	
ENSG00000171222	
ENSG00000197332	
ENSG00000103710	
ENSG00000215497	
ENSG00000217865	
ENSG00000103365	FBgn0030141
ENSG00000147081	
ENSG00000168135	
ENSG00000165092	
ENSG00000153922	FBgn0016132
ENSG00000198551	
ENSG00000104442	
ENSG00000204474	
ENSG00000119729	FBgn0010341
ENSG00000208800	
ENSG00000132436	FBgn0031519
ENSG00000163743	FBgn0031816
ENSG00000186198	
ENSG00000100181	
ENSG00000166484	FBgn0003256
ENSG00000134871	
ENSG00000168434	FBgn0051040
ENSG00000174136	
ENSG00000103707	FBgn0039836
ENSG00000165091	FBgn0036017
ENSG00000172817	
ENSG00000171142	FBgn0015324
ENSG00000102575	
ENSG00000111371	
ENSG00000169116	
ENSG00000058729	FBgn0039306
ENSG00000187600	
ENSG00000208202	
ENSG00000215096	
ENSG00000204580	FBgn0053531
ENSG00000204580	FBgn0085409
ENSG00000090487	
ENSG00000180828	FBgn0032651
ENSG00000130165	FBgn0063670
ENSG00000130165	FBgn0036531
ENSG00000208928	
ENSG00000126070	FBgn0026611
ENSG00000214894	
ENSG00000108641	FBgn0038342
ENSG00000174808	
ENSG00000184937	FBgn0013469
ENSG00000168447	
ENSG00000213923	FBgn0002413
ENSG00000171365	
ENSG00000116016	FBgn0015542
ENSG00000185728	FBgn0039261
ENSG00000145721	FBgn0032230
ENSG00000180991	FBgn0013717
ENSG00000025293	FBgn0038016
ENSG00000137331	
ENSG00000130176	
ENSG00000205595	
ENSG00000092847	FBgn0026611
ENSG00000125952	FBgn0017578
ENSG00000137561	
ENSG00000139218	FBgn0037344
ENSG00000049449	
ENSG00000166839	FBgn0086898
ENSG00000198792	FBgn0035236
ENSG00000109321	
ENSG00000166828	
ENSG00000130159	FBgn0028436
ENSG00000107372	FBgn0053936
ENSG00000107372	FBgn0030104
ENSG00000137563	FBgn0052155
ENSG00000137563	FBgn0052154
ENSG00000171132	FBgn0003093
ENSG00000213006	
ENSG00000101951	
ENSG00000204179	
ENSG00000169094	
ENSG00000185022	FBgn0034534
ENSG00000125954	FBgn0038424
ENSG00000161914	FBgn0030008
ENSG00000161914	FBgn0030010
ENSG00000161914	FBgn0030012
ENSG00000161914	FBgn0030009
ENSG00000068985	
ENSG00000197374	
ENSG00000124882	
ENSG00000185942	FBgn0085442
ENSG00000008300	
ENSG00000134698	FBgn0026611
ENSG00000186719	
ENSG00000068784	FBgn0051156
ENSG00000185811	
ENSG00000187498	
ENSG00000183396	
ENSG00000205054	
ENSG00000139998	
ENSG00000164500	
ENSG00000103404	FBgn0050421
ENSG00000182585	
ENSG00000140451	FBgn0031540
ENSG00000185950	FBgn0024248
ENSG00000072134	
ENSG00000196361	FBgn0086675
ENSG00000196361	FBgn0010263
ENSG00000196361	FBgn0000570
ENSG00000119125	FBgn0037219
ENSG00000189079	FBgn0042085
ENSG00000042813	
ENSG00000176153	
ENSG00000113441	FBgn0039064
ENSG00000170577	FBgn0003460
ENSG00000122254	
ENSG00000204669	
ENSG00000198274	
ENSG00000214844	
ENSG00000166831	FBgn0000363
ENSG00000205777	
ENSG00000197195	
ENSG00000189152	
ENSG00000177119	
ENSG00000188730	
ENSG00000189064	
ENSG00000188234	FBgn0039056
ENSG00000214848	
ENSG00000137312	FBgn0024754
ENSG00000214845	
ENSG00000092853	FBgn0052251
ENSG00000134297	
ENSG00000138083	
ENSG00000163738	FBgn0010222
ENSG00000203271	
ENSG00000203270	
ENSG00000208200	
ENSG00000142686	
