Ensembl Gene ID	Yeast Ensembl ID
ENSG00000036530	
ENSG00000172969	
ENSG00000174348	
ENSG00000164983	
ENSG00000182141	
ENSG00000113552	
ENSG00000070159	
ENSG00000165637	YNL055C
ENSG00000165637	YIL114C
ENSG00000115423	
ENSG00000185044	
ENSG00000197604	
ENSG00000186867	
ENSG00000185008	
ENSG00000124098	
ENSG00000183665	YML005W
ENSG00000108294	YER094C
ENSG00000111540	YOR089C
ENSG00000111540	YKR014C
ENSG00000111540	YNL093W
ENSG00000172687	
ENSG00000066629	
ENSG00000125124	
ENSG00000166813	
ENSG00000134824	
ENSG00000131507	
ENSG00000170881	YOL013C
ENSG00000196268	
ENSG00000141720	
ENSG00000162383	
ENSG00000087586	YPL209C
ENSG00000164111	
ENSG00000126945	
ENSG00000147687	YBL055C
ENSG00000165644	
ENSG00000166819	
ENSG00000127980	YKL197C
ENSG00000187678	
ENSG00000102891	
ENSG00000157184	YAR035W
ENSG00000157184	YER024W
ENSG00000108296	YNL245C
ENSG00000221968	
ENSG00000169855	
ENSG00000166821	
ENSG00000157654	
ENSG00000087250	
ENSG00000165655	
ENSG00000147684	
ENSG00000214556	
ENSG00000113578	
ENSG00000162384	YCR090C
ENSG00000196405	
ENSG00000125691	YER117W
ENSG00000125691	YBL087C
ENSG00000140527	
ENSG00000167994	
ENSG00000186854	
ENSG00000197013	
ENSG00000170873	
ENSG00000139531	
ENSG00000125148	
ENSG00000162385	
ENSG00000166823	
ENSG00000034510	
ENSG00000148655	
ENSG00000127993	
ENSG00000167995	
ENSG00000156113	
ENSG00000213976	
ENSG00000188095	
ENSG00000197020	
ENSG00000169715	
ENSG00000002834	
ENSG00000176407	
ENSG00000166825	YIL137C
ENSG00000105810	
ENSG00000164112	
ENSG00000157193	
ENSG00000168350	
ENSG00000114480	YEL011W
ENSG00000198521	
ENSG00000100811	
ENSG00000123737	YDR280W
ENSG00000102393	
ENSG00000204952	
ENSG00000175161	
ENSG00000205364	
ENSG00000180938	
ENSG00000157823	YJL024C
ENSG00000123411	
ENSG00000168383	
ENSG00000152284	
ENSG00000214553	
ENSG00000197119	YBR104W
ENSG00000197119	YPR058W
ENSG00000104549	YGR175C
ENSG00000214343	
ENSG00000205362	
ENSG00000145819	
ENSG00000161381	
ENSG00000188959	
ENSG00000205413	
ENSG00000167996	
ENSG00000197728	YER131W
ENSG00000197728	YGL189C
ENSG00000196440	
ENSG00000145386	
ENSG00000214446	
ENSG00000205361	
ENSG00000152291	
ENSG00000206538	
ENSG00000136810	YLR043C
ENSG00000136810	YGR209C
ENSG00000205360	
ENSG00000160321	
ENSG00000214445	
ENSG00000169688	
ENSG00000126947	
ENSG00000164961	
ENSG00000177409	
ENSG00000140548	YPR186C
ENSG00000140107	
ENSG00000198417	
ENSG00000143006	
ENSG00000204072	
ENSG00000083937	YKL041W
ENSG00000101138	
ENSG00000198960	
ENSG00000182054	YDL066W
ENSG00000182054	YLR174W
ENSG00000182054	YNL009W
ENSG00000197134	
ENSG00000174332	
ENSG00000113580	
ENSG00000188175	
ENSG00000138686	
ENSG00000196109	
ENSG00000141748	YBR164C
ENSG00000140105	YOL097C
ENSG00000196527	
ENSG00000156831	
ENSG00000204193	YLR043C
ENSG00000204193	YGR209C
ENSG00000065361	
ENSG00000064835	
ENSG00000125144	
ENSG00000087589	
ENSG00000102401	
ENSG00000058804	
ENSG00000185033	
ENSG00000173334	
ENSG00000196350	
ENSG00000138741	
ENSG00000067191	
ENSG00000004766	
ENSG00000165124	
ENSG00000205358	
ENSG00000187193	
ENSG00000149503	
ENSG00000197360	
ENSG00000168672	
ENSG00000022277	
ENSG00000185043	
ENSG00000042445	
ENSG00000179097	
ENSG00000170515	YBL091C
ENSG00000058799	
ENSG00000212993	
ENSG00000213974	
ENSG00000213973	
ENSG00000183208	
ENSG00000168515	
ENSG00000138688	
ENSG00000184867	
ENSG00000163320	
ENSG00000151208	
ENSG00000102900	YFR002W
ENSG00000196686	
ENSG00000213471	
ENSG00000183850	
ENSG00000124939	
ENSG00000108298	YBL027W
ENSG00000108298	YBR084C-A
ENSG00000004948	
ENSG00000212988	
ENSG00000211452	
ENSG00000124091	
ENSG00000182768	
ENSG00000124935	
ENSG00000135482	
ENSG00000136997	
ENSG00000115459	
ENSG00000196081	
ENSG00000213971	
ENSG00000110484	
ENSG00000081870	
ENSG00000124103	
ENSG00000070915	
ENSG00000141750	
ENSG00000139641	
ENSG00000204049	
ENSG00000167232	
ENSG00000126952	YPL169C
ENSG00000176473	YDR364C
ENSG00000197745	
ENSG00000175105	
ENSG00000213714	
ENSG00000148606	YOR116C
ENSG00000030304	
ENSG00000087510	
ENSG00000162174	
ENSG00000214433	
ENSG00000108306	
ENSG00000116212	
ENSG00000196391	
ENSG00000179021	
ENSG00000105825	
ENSG00000042493	
ENSG00000051108	
ENSG00000166432	
ENSG00000183092	
ENSG00000101144	
ENSG00000149021	
ENSG00000140575	YPL242C
ENSG00000164113	
ENSG00000138326	YER074W
ENSG00000138326	YIL069C
ENSG00000196273	
ENSG00000044524	
ENSG00000158497	
ENSG00000125686	
ENSG00000124942	
ENSG00000180081	
ENSG00000203985	
ENSG00000184905	
ENSG00000185559	
ENSG00000145817	YGR172C
ENSG00000196465	
ENSG00000197372	
ENSG00000116209	
ENSG00000109471	
ENSG00000152292	
ENSG00000214789	
ENSG00000087237	
ENSG00000184090	
ENSG00000092841	
ENSG00000204071	
ENSG00000054796	YHL022C
ENSG00000198121	
ENSG00000147697	
ENSG00000196172	
ENSG00000186676	YPL048W
ENSG00000186676	YKL081W
ENSG00000186676	YGR201C
ENSG00000127928	
ENSG00000184515	
ENSG00000215046	YDR006C
ENSG00000189002	
ENSG00000140577	
ENSG00000168906	YLR180W
ENSG00000168906	YDR502C
ENSG00000184500	
ENSG00000108175	YDR409W
ENSG00000108175	YOR156C
ENSG00000185554	YPL169C
ENSG00000183775	
ENSG00000153310	
ENSG00000167258	
ENSG00000205246	YLR048W
ENSG00000205246	YGR214W
ENSG00000116205	
ENSG00000186316	
ENSG00000186314	
ENSG00000127920	
ENSG00000140853	
ENSG00000138684	
ENSG00000212670	
ENSG00000197299	YMR190C
ENSG00000171532	
ENSG00000157211	
ENSG00000214548	
ENSG00000101146	YER107C
ENSG00000139613	YFR037C
ENSG00000139613	YJL176C
ENSG00000115486	
ENSG00000215883	
ENSG00000105829	
ENSG00000204928	
ENSG00000214515	
ENSG00000181004	
ENSG00000153317	
ENSG00000185945	YPL169C
ENSG00000213967	
ENSG00000140848	
ENSG00000214546	
ENSG00000156463	
ENSG00000215882	
ENSG00000171133	
ENSG00000108179	
ENSG00000214512	
ENSG00000131771	
ENSG00000138685	
ENSG00000116221	
ENSG00000185469	
ENSG00000213096	
ENSG00000118640	YOR327C
ENSG00000118640	YAL030W
ENSG00000136813	YHL030W
ENSG00000140564	
ENSG00000173261	
ENSG00000149016	
ENSG00000197406	
ENSG00000164692	
ENSG00000133706	YPL160W
ENSG00000172775	
ENSG00000078304	YOR014W
ENSG00000168899	YOR327C
ENSG00000168899	YAL030W
ENSG00000155897	
ENSG00000181852	
ENSG00000165424	
ENSG00000132819	
ENSG00000157216	
ENSG00000168379	
ENSG00000182511	
ENSG00000149480	
ENSG00000215029	YDR006C
ENSG00000131748	
ENSG00000158164	
ENSG00000168894	
ENSG00000204248	
ENSG00000205243	
ENSG00000169379	
ENSG00000159579	
ENSG00000169021	YEL024W
ENSG00000170917	
ENSG00000196970	YPL169C
ENSG00000168890	
ENSG00000182314	
ENSG00000173258	
ENSG00000125962	
ENSG00000149499	
ENSG00000218018	
ENSG00000132294	
ENSG00000173991	
ENSG00000139579	
ENSG00000102931	
ENSG00000124097	
ENSG00000106853	YML131W
ENSG00000187135	
ENSG00000168887	
ENSG00000198932	
ENSG00000105171	YBR257W
ENSG00000102934	
ENSG00000124092	
ENSG00000185303	
ENSG00000139540	
ENSG00000196547	
ENSG00000178750	YPL232W
ENSG00000178750	YMR183C
ENSG00000141744	
ENSG00000127995	
ENSG00000168883	YFR005C
ENSG00000091009	
ENSG00000145375	YLR397C
ENSG00000132297	
ENSG00000158301	
ENSG00000161395	YCR044C
ENSG00000178700	YOR236W
ENSG00000149489	
ENSG00000102962	
ENSG00000139645	
ENSG00000184508	
ENSG00000198711	
ENSG00000091010	
ENSG00000166289	
ENSG00000184156	
ENSG00000149541	
ENSG00000162390	
ENSG00000197102	YKR054C
ENSG00000006210	
ENSG00000198908	
ENSG00000124253	
ENSG00000140553	
ENSG00000131943	
ENSG00000188199	
ENSG00000135469	
ENSG00000178694	
ENSG00000164056	
ENSG00000113649	YKL012W
ENSG00000122854	
ENSG00000204173	
ENSG00000129295	
ENSG00000089597	YBR229C
ENSG00000162391	
ENSG00000102970	
ENSG00000141736	
ENSG00000168878	
ENSG00000178660	
ENSG00000005194	YKR071C
ENSG00000102128	
ENSG00000062485	YNR001C
ENSG00000062485	YCR005C
ENSG00000127990	
ENSG00000059769	
ENSG00000080224	
ENSG00000124256	
ENSG00000184313	
ENSG00000165071	
ENSG00000151458	
ENSG00000133169	
ENSG00000122852	
ENSG00000105173	
ENSG00000080824	
ENSG00000166965	
ENSG00000173250	
ENSG00000129292	
ENSG00000196159	
ENSG00000147206	YPL169C
ENSG00000156475	YGL190C
ENSG00000113966	YPL051W
ENSG00000144785	
ENSG00000221971	YBR155W
ENSG00000185085	
ENSG00000124225	
ENSG00000217473	
ENSG00000115523	
ENSG00000204231	
ENSG00000198901	YOR058C
ENSG00000105176	
ENSG00000165181	
ENSG00000164066	
ENSG00000204043	
ENSG00000162194	
ENSG00000088682	YLR201C
ENSG00000135473	YGL094C
ENSG00000102409	
ENSG00000141741	
ENSG00000214756	
ENSG00000165429	
ENSG00000158528	
ENSG00000197533	YPL217C
ENSG00000080200	
ENSG00000204922	
ENSG00000151475	YBL030C
ENSG00000151475	YMR056C
ENSG00000151475	YBR085W
ENSG00000220191	
ENSG00000102978	YIL021W
ENSG00000168874	
ENSG00000180964	
ENSG00000162396	YER087W
ENSG00000162191	
ENSG00000141738	
ENSG00000133661	
ENSG00000110944	
ENSG00000148154	
ENSG00000184056	YLR396C
ENSG00000198597	
ENSG00000169302	
ENSG00000006555	
ENSG00000170854	
ENSG00000164070	YPL106C
ENSG00000164070	YBR169C
ENSG00000115525	
ENSG00000042832	
ENSG00000170581	
ENSG00000125170	
ENSG00000005421	
ENSG00000204065	
ENSG00000121297	
ENSG00000177363	
ENSG00000162398	
ENSG00000140153	
ENSG00000106868	
ENSG00000133134	
ENSG00000113657	
ENSG00000214432	
ENSG00000133678	
ENSG00000185518	
ENSG00000168000	
ENSG00000168813	
ENSG00000142731	YPL209C
ENSG00000135736	
ENSG00000112473	YIL023C
ENSG00000116133	
ENSG00000182916	
ENSG00000175336	
ENSG00000105852	
ENSG00000161405	
ENSG00000203971	
ENSG00000159618	
ENSG00000185222	
ENSG00000068654	YOR341W
ENSG00000176049	
ENSG00000178904	
ENSG00000124237	
ENSG00000176463	
ENSG00000080823	YJL106W
ENSG00000155926	
ENSG00000105854	
ENSG00000111602	YNL273W
ENSG00000189129	
ENSG00000164073	
ENSG00000143001	
ENSG00000183185	
ENSG00000124227	
ENSG00000166681	
ENSG00000196578	
ENSG00000162399	
ENSG00000140557	
ENSG00000205336	
ENSG00000215443	
ENSG00000204228	
ENSG00000164074	
ENSG00000197036	
ENSG00000122359	
ENSG00000119314	
ENSG00000162188	
ENSG00000169174	YEL060C
ENSG00000169174	YOR003W
ENSG00000169174	YCR045C
ENSG00000105185	YMR074C
ENSG00000206537	
ENSG00000132300	
ENSG00000104415	
ENSG00000124224	
ENSG00000164266	
ENSG00000135517	
ENSG00000022976	
ENSG00000214753	
ENSG00000183643	
ENSG00000204227	
ENSG00000138709	
ENSG00000185442	
ENSG00000198068	
ENSG00000172476	
ENSG00000105186	
ENSG00000164265	
ENSG00000133142	
ENSG00000176422	
ENSG00000005981	
ENSG00000124209	
ENSG00000162222	
ENSG00000157576	
ENSG00000187900	
ENSG00000178776	
ENSG00000135423	
ENSG00000197621	
ENSG00000132305	
ENSG00000100865	
ENSG00000185670	
ENSG00000173575	
ENSG00000133710	
ENSG00000162402	
ENSG00000119471	YKR009C
ENSG00000186075	
ENSG00000186326	
ENSG00000197938	
ENSG00000196507	
ENSG00000182885	
ENSG00000112478	YDR484W
ENSG00000104419	
ENSG00000004799	
ENSG00000196663	
ENSG00000196098	
ENSG00000168002	YDR404C
ENSG00000124164	YER120W
ENSG00000124164	YBL091C-A
ENSG00000213965	
ENSG00000206536	
ENSG00000185408	
ENSG00000173809	
ENSG00000172465	
ENSG00000204038	
ENSG00000164040	YPL170W
ENSG00000181828	
ENSG00000162227	YGL112C
ENSG00000076067	
ENSG00000073605	
ENSG00000165185	
ENSG00000159625	
ENSG00000151224	YLR180W
ENSG00000151224	YDR502C
ENSG00000080822	
ENSG00000158560	
ENSG00000182498	YDR450W
ENSG00000182498	YML026C
ENSG00000021488	
ENSG00000156381	
ENSG00000008513	
ENSG00000182175	
ENSG00000185475	
ENSG00000148153	
ENSG00000198768	
ENSG00000076108	
ENSG00000123562	YPR023C
ENSG00000077684	YPR031W
ENSG00000168569	
ENSG00000089902	
ENSG00000196800	
ENSG00000170788	
ENSG00000140854	
ENSG00000178172	
ENSG00000162407	
ENSG00000140563	YOR086C
ENSG00000140563	YNL087W
ENSG00000140563	YML072C
ENSG00000162231	YPL169C
ENSG00000214510	
ENSG00000124222	YOL018C
ENSG00000132313	
ENSG00000133665	
ENSG00000172057	YGR038W
ENSG00000172057	YLR350W
ENSG00000121289	
ENSG00000145879	
ENSG00000212992	
ENSG00000122378	
ENSG00000148158	YJL036W
ENSG00000131323	
ENSG00000204222	
ENSG00000205148	
ENSG00000066827	
ENSG00000204909	
ENSG00000188828	
ENSG00000151466	
ENSG00000185551	
ENSG00000162236	YLR026C
ENSG00000131944	
ENSG00000004864	
ENSG00000204913	
ENSG00000119457	
ENSG00000145868	
ENSG00000068615	
ENSG00000167914	
ENSG00000162409	YDR477W
ENSG00000204221	YER082C
ENSG00000154165	
ENSG00000110955	YJR121W
ENSG00000131941	YPL084W
ENSG00000108219	
ENSG00000140859	
ENSG00000179363	
ENSG00000133316	YGL111W
ENSG00000136866	
ENSG00000080819	YDR044W
ENSG00000123560	
ENSG00000185594	
ENSG00000166126	
ENSG00000108344	YER021W
ENSG00000136867	
ENSG00000151470	
ENSG00000204220	YLR200W
ENSG00000076650	
ENSG00000187889	
ENSG00000115548	
ENSG00000214422	
ENSG00000140450	
ENSG00000168003	YJL216C
ENSG00000168003	YOL157C
ENSG00000168003	YGR287C
ENSG00000168003	YIL172C
ENSG00000168003	YJL221C
ENSG00000168003	YBR299W
ENSG00000168003	YGR292W
ENSG00000187185	
ENSG00000197851	
ENSG00000178217	
ENSG00000138650	
ENSG00000064225	
ENSG00000198752	
ENSG00000164270	
ENSG00000070729	
ENSG00000131773	
ENSG00000127922	YDR363W-A
ENSG00000185087	
ENSG00000108342	
ENSG00000157131	
ENSG00000166359	
ENSG00000204218	
ENSG00000119321	
ENSG00000140443	
ENSG00000185737	
ENSG00000006377	
ENSG00000147724	
ENSG00000110958	YKL117W
ENSG00000189184	
ENSG00000215440	
ENSG00000130881	
ENSG00000021852	
ENSG00000136868	
ENSG00000057019	
ENSG00000159648	
ENSG00000105880	
ENSG00000115561	
ENSG00000205436	
ENSG00000165678	
ENSG00000130876	
ENSG00000151012	
ENSG00000166188	
ENSG00000123570	YML001W
ENSG00000008838	
ENSG00000196531	YHR193C
ENSG00000215437	
ENSG00000173406	
ENSG00000185215	
ENSG00000144810	
ENSG00000196636	YDR511W
ENSG00000103005	
ENSG00000183571	
ENSG00000184771	
ENSG00000176386	
ENSG00000213705	
ENSG00000169436	
ENSG00000112493	
ENSG00000153879	
ENSG00000158427	
ENSG00000182253	
ENSG00000169252	
ENSG00000100664	YPR041W
ENSG00000151014	YMR285C
ENSG00000151014	YML118W
ENSG00000006128	
ENSG00000102996	
ENSG00000188373	
ENSG00000136875	YPR178W
ENSG00000123569	
ENSG00000198056	YIR008C
ENSG00000124299	YFR006W
ENSG00000184220	
ENSG00000148600	
ENSG00000126351	
ENSG00000109381	
ENSG00000103852	
ENSG00000162600	YKR087C
ENSG00000168386	
ENSG00000070761	
ENSG00000101812	
ENSG00000153561	YDR255C
ENSG00000025423	
ENSG00000168539	
ENSG00000169427	
ENSG00000070770	YIL035C
ENSG00000070770	YOR061W
ENSG00000204210	
ENSG00000165188	
ENSG00000204033	
ENSG00000176274	
ENSG00000169247	
ENSG00000184292	
ENSG00000148602	
ENSG00000153563	
ENSG00000070669	YPR145W
ENSG00000070669	YGR124W
ENSG00000148225	
ENSG00000124302	
ENSG00000162601	
ENSG00000103021	
ENSG00000167632	
ENSG00000166707	
ENSG00000123575	
ENSG00000170426	
ENSG00000197901	
ENSG00000148604	
ENSG00000126368	
ENSG00000075413	
ENSG00000153885	
ENSG00000036054	
ENSG00000177606	
ENSG00000103023	
ENSG00000137463	
ENSG00000172456	YDR109C
ENSG00000172456	YNL249C
ENSG00000168904	
ENSG00000139547	
ENSG00000173210	
ENSG00000204209	
ENSG00000181938	
ENSG00000123576	
ENSG00000119411	
ENSG00000186008	YHR203C
ENSG00000186008	YJR145C
ENSG00000087460	
ENSG00000105216	YPR129W
ENSG00000109390	
ENSG00000172116	
ENSG00000188895	
ENSG00000166856	
ENSG00000103034	
ENSG00000211505	
ENSG00000205141	YMR186W
ENSG00000205141	YPL240C
ENSG00000107771	
ENSG00000166860	
ENSG00000104472	
ENSG00000114021	YLR351C
ENSG00000119431	YMR130W
ENSG00000068305	YPL089C
ENSG00000068305	YBR182C
ENSG00000135175	
ENSG00000164134	YDL040C
ENSG00000108349	
ENSG00000164715	
ENSG00000123908	
ENSG00000166398	
ENSG00000166863	
ENSG00000166165	
ENSG00000149452	
ENSG00000189108	
ENSG00000148218	YGL040C
ENSG00000182771	
ENSG00000154174	YNL121C
ENSG00000154174	YHR117W
ENSG00000204197	YPR141C
ENSG00000187627	YDR002W
ENSG00000105220	YBR196C
ENSG00000157510	
ENSG00000180535	
ENSG00000169398	
ENSG00000108352	
ENSG00000134709	
ENSG00000103037	YDR257C
ENSG00000133149	
ENSG00000206535	
ENSG00000197658	
ENSG00000112511	
ENSG00000062650	
ENSG00000172007	YNL304W
ENSG00000166166	YJL125C
ENSG00000214397	
ENSG00000166866	
ENSG00000181458	
ENSG00000164284	YOR232W
ENSG00000196600	
ENSG00000171475	
ENSG00000183060	
ENSG00000148229	
ENSG00000205356	
ENSG00000181819	
ENSG00000145391	
ENSG00000123572	
ENSG00000166170	
ENSG00000144820	
ENSG00000145882	
ENSG00000214394	
ENSG00000125107	YCR093W
ENSG00000182397	
ENSG00000184999	
ENSG00000183281	
ENSG00000126249	
ENSG00000134716	
ENSG00000127743	
ENSG00000157653	
ENSG00000164713	
ENSG00000085871	
ENSG00000114354	
ENSG00000094804	YJL194W
ENSG00000126261	YDR390C
ENSG00000196782	
ENSG00000166881	
ENSG00000149742	
ENSG00000123561	
ENSG00000127150	
ENSG00000112514	
ENSG00000006453	
ENSG00000113712	
ENSG00000138835	
ENSG00000122375	
ENSG00000162598	
ENSG00000126214	
ENSG00000157502	
ENSG00000196951	
ENSG00000204745	YNL172W
ENSG00000140470	
ENSG00000166886	
ENSG00000168004	
ENSG00000131759	
ENSG00000142279	
ENSG00000106236	
ENSG00000153130	
ENSG00000147231	
ENSG00000162599	
ENSG00000133317	
ENSG00000205209	
ENSG00000122367	
ENSG00000154175	
ENSG00000222041	
ENSG00000189419	
ENSG00000166448	
ENSG00000183111	
ENSG00000089335	
ENSG00000154227	
ENSG00000184943	
ENSG00000197283	
ENSG00000140471	
ENSG00000125551	
ENSG00000197841	
ENSG00000155846	
ENSG00000103042	YIL088C
ENSG00000103042	YER119C
ENSG00000103042	YBL089W
ENSG00000166888	
ENSG00000133135	
ENSG00000133321	
ENSG00000153132	YAL058W
ENSG00000213588	
ENSG00000183153	
ENSG00000196367	YHR099W
ENSG00000105339	
ENSG00000125166	YLR027C
ENSG00000125166	YKL106W
ENSG00000131747	YNL088W
ENSG00000153896	
ENSG00000205301	
ENSG00000183475	
ENSG00000185304	YDR002W
ENSG00000030110	
ENSG00000179387	
ENSG00000133328	
ENSG00000162604	
ENSG00000081148	
ENSG00000107779	
ENSG00000214470	
ENSG00000132915	
ENSG00000123384	
ENSG00000109424	
ENSG00000214762	
ENSG00000150394	
ENSG00000022567	
ENSG00000176485	
ENSG00000133138	
ENSG00000126215	YDR004W
ENSG00000184254	
ENSG00000168661	
ENSG00000204882	
ENSG00000101158	
ENSG00000214328	
ENSG00000132849	
ENSG00000138468	YIL031W
ENSG00000155850	
ENSG00000184743	
ENSG00000198742	YER125W
ENSG00000109436	
ENSG00000180884	
ENSG00000184489	
ENSG00000100711	
ENSG00000172086	
ENSG00000141753	
ENSG00000173269	
ENSG00000154237	
ENSG00000140937	
ENSG00000101160	
ENSG00000164296	
ENSG00000204188	
ENSG00000115593	
ENSG00000147223	
ENSG00000113716	
ENSG00000173267	
ENSG00000089351	
ENSG00000101162	
ENSG00000182379	
ENSG00000197251	
ENSG00000170153	
ENSG00000133318	
ENSG00000157657	
ENSG00000184334	
ENSG00000131746	
ENSG00000124172	
ENSG00000088808	
ENSG00000096433	
ENSG00000171045	YOR036W
ENSG00000171045	YOR106W
ENSG00000182199	YLR058C
ENSG00000182199	YBR263W
ENSG00000165376	
ENSG00000148671	
ENSG00000163586	
ENSG00000109445	
ENSG00000133131	
ENSG00000182578	
ENSG00000179776	
ENSG00000105711	
ENSG00000181790	
ENSG00000156411	
ENSG00000101166	YLR168C
ENSG00000101166	YDR185C
ENSG00000175841	
ENSG00000214564	YPL217C
ENSG00000162606	
ENSG00000131873	
ENSG00000144115	YCR053W
ENSG00000174173	YOL093W
ENSG00000151303	
ENSG00000126353	
ENSG00000198576	
ENSG00000164136	
ENSG00000156414	
ENSG00000105707	
ENSG00000081154	
ENSG00000167653	
ENSG00000131871	
ENSG00000132854	
ENSG00000089682	
ENSG00000185467	
ENSG00000214336	
ENSG00000166546	
ENSG00000188100	
ENSG00000137288	
ENSG00000106927	
ENSG00000124203	
ENSG00000073584	
ENSG00000185633	
ENSG00000172073	
ENSG00000160886	
ENSG00000172071	YDR283C
ENSG00000013455	YBR234C
ENSG00000166548	
ENSG00000148672	YOR375C
ENSG00000148672	YAL062W
ENSG00000124205	
ENSG00000214485	
ENSG00000130193	
ENSG00000161896	YDR017C
ENSG00000198088	
ENSG00000185482	
ENSG00000131876	
ENSG00000066422	
ENSG00000166183	
ENSG00000188070	
ENSG00000126233	
ENSG00000168005	
ENSG00000136883	YKL079W
ENSG00000213424	
ENSG00000179912	
ENSG00000066735	
ENSG00000161904	
ENSG00000217555	
ENSG00000113721	
ENSG00000130429	YBR234C
ENSG00000174166	
ENSG00000072518	
ENSG00000197353	
ENSG00000179066	
ENSG00000184601	
ENSG00000203404	
ENSG00000114391	YGL031C
ENSG00000114391	YGR148C
ENSG00000080572	
ENSG00000089356	
ENSG00000140479	
ENSG00000153574	YOR095C
ENSG00000196739	
ENSG00000167916	
ENSG00000162607	YBL067C
ENSG00000162607	YER098W
ENSG00000180155	
ENSG00000096395	
ENSG00000109452	
ENSG00000165874	
ENSG00000189203	
ENSG00000204053	
ENSG00000147234	
ENSG00000175189	
ENSG00000203485	
ENSG00000113722	
ENSG00000204897	
ENSG00000147224	
ENSG00000087495	
ENSG00000139269	
ENSG00000124493	
ENSG00000214562	
ENSG00000182504	
ENSG00000214334	
ENSG00000106244	
ENSG00000214749	
ENSG00000186393	
ENSG00000204734	
ENSG00000089505	
ENSG00000111087	
ENSG00000213358	
ENSG00000011083	
ENSG00000219041	
ENSG00000116641	
ENSG00000167656	
ENSG00000153902	
ENSG00000171446	
ENSG00000212975	
ENSG00000184923	
ENSG00000173908	
ENSG00000162685	
ENSG00000221857	
ENSG00000104499	
ENSG00000123329	
ENSG00000170185	
ENSG00000106245	YCR063W
ENSG00000070808	
ENSG00000137309	
ENSG00000184303	
ENSG00000214330	YKL188C
ENSG00000214329	
ENSG00000157514	
ENSG00000160882	
ENSG00000107789	
ENSG00000186395	
ENSG00000144815	
ENSG00000187681	
ENSG00000204717	
ENSG00000221946	
ENSG00000109458	
ENSG00000204716	
ENSG00000196074	
ENSG00000185100	YNL220W
ENSG00000144802	
ENSG00000106246	
ENSG00000089327	
ENSG00000167920	
ENSG00000204154	
ENSG00000187984	
ENSG00000184277	
ENSG00000215881	
ENSG00000166986	YGR264C
ENSG00000132855	
ENSG00000198682	YKL001C
ENSG00000198682	YJR010W
ENSG00000163060	
ENSG00000183876	
ENSG00000187242	
ENSG00000140932	
ENSG00000160917	YPR107C
ENSG00000184990	
ENSG00000167771	
ENSG00000172005	
ENSG00000070814	YFR016C
ENSG00000153147	YBR245C
ENSG00000153147	YOR304W
ENSG00000171431	
ENSG00000185418	YIL078W
ENSG00000185418	YKL194C
ENSG00000106948	
ENSG00000125703	YNL223W
ENSG00000140931	
ENSG00000214314	
ENSG00000179142	
ENSG00000110583	
ENSG00000160916	
ENSG00000177558	
ENSG00000132825	
ENSG00000214407	
ENSG00000108244	
ENSG00000175197	
ENSG00000196227	
ENSG00000142208	YMR104C
ENSG00000142208	YHR205W
ENSG00000142208	YKL126W
ENSG00000105699	
ENSG00000170044	
ENSG00000183090	
ENSG00000138138	YGR028W
ENSG00000124215	
ENSG00000160932	
ENSG00000197465	
ENSG00000176340	
ENSG00000187140	
ENSG00000144029	YBR251W
ENSG00000170935	YPL178W
ENSG00000196859	
ENSG00000166987	
ENSG00000214405	YGR152C
ENSG00000178606	
ENSG00000080561	
ENSG00000204889	
ENSG00000153143	
ENSG00000171862	
ENSG00000170017	
ENSG00000198556	
ENSG00000183723	
ENSG00000205125	
ENSG00000167770	
ENSG00000177335	
ENSG00000205124	
ENSG00000205122	
ENSG00000196596	
ENSG00000088035	YOR002W
ENSG00000180576	
ENSG00000205120	
ENSG00000213418	
ENSG00000221852	
ENSG00000019582	
ENSG00000175203	
ENSG00000205118	
ENSG00000144026	
ENSG00000214350	
ENSG00000176956	
ENSG00000105698	
ENSG00000184140	
ENSG00000133315	
ENSG00000221880	
ENSG00000160908	
ENSG00000170925	
ENSG00000188581	
ENSG00000212725	
ENSG00000182854	
ENSG00000101842	
ENSG00000214518	
ENSG00000176659	
ENSG00000182851	
ENSG00000135720	
ENSG00000203961	
ENSG00000163067	
ENSG00000186577	
ENSG00000126500	
ENSG00000212724	
ENSG00000170180	
ENSG00000213417	
ENSG00000215435	
ENSG00000181638	
ENSG00000142856	
ENSG00000204877	
ENSG00000101843	YGR232W
ENSG00000179242	
ENSG00000095397	
ENSG00000196652	
ENSG00000204880	
ENSG00000155980	
ENSG00000168439	YOR027W
ENSG00000221850	
ENSG00000184719	
ENSG00000212722	
ENSG00000214344	
ENSG00000177461	
ENSG00000112664	
ENSG00000164587	YCR031C
ENSG00000164587	YJL191W
ENSG00000099814	
ENSG00000186092	
ENSG00000212721	
ENSG00000213416	
ENSG00000185730	
ENSG00000198090	
ENSG00000179253	
ENSG00000114423	
ENSG00000159593	YPL003W
ENSG00000203965	
ENSG00000105697	
ENSG00000183909	
ENSG00000198271	
ENSG00000171396	
ENSG00000130699	
ENSG00000166428	
ENSG00000196156	
ENSG00000185596	
ENSG00000155066	
ENSG00000204022	
ENSG00000212660	
ENSG00000184428	YOL006C
ENSG00000221909	
ENSG00000198443	
ENSG00000166908	
ENSG00000136888	YHR039C-A
ENSG00000105695	
ENSG00000149781	
ENSG00000116652	
ENSG00000198083	
ENSG00000197343	
ENSG00000101844	YNL223W
ENSG00000070614	
ENSG00000079739	YMR105C
