Ensembl Gene ID	Cow Ensembl Gene ID
ENSG00000218018	
ENSG00000182314	ENSBTAG00000023032
ENSG00000173258	ENSBTAG00000012390
ENSG00000125962	ENSBTAG00000010114
ENSG00000196970	
ENSG00000168890	ENSBTAG00000018289
ENSG00000210143	
ENSG00000159579	ENSBTAG00000004842
ENSG00000169021	
ENSG00000170917	ENSBTAG00000005695
ENSG00000210234	
ENSG00000205243	
ENSG00000169379	ENSBTAG00000005155
ENSG00000158164	
ENSG00000168894	ENSBTAG00000018286
ENSG00000204248	ENSBTAG00000000601
ENSG00000149480	ENSBTAG00000011865
ENSG00000215029	ENSBTAG00000020522
ENSG00000215029	ENSBTAG00000022305
ENSG00000131748	ENSBTAG00000011729
ENSG00000132819	ENSBTAG00000008105
ENSG00000157216	
ENSG00000168379	
ENSG00000182511	ENSBTAG00000002941
ENSG00000078304	ENSBTAG00000020192
ENSG00000168899	ENSBTAG00000018285
ENSG00000155897	ENSBTAG00000014600
ENSG00000181852	ENSBTAG00000026754
ENSG00000165424	ENSBTAG00000003877
ENSG00000223018	
ENSG00000133706	ENSBTAG00000006765
ENSG00000172775	ENSBTAG00000002242
ENSG00000172775	ENSBTAG00000005639
ENSG00000173261	ENSBTAG00000044067
ENSG00000149016	ENSBTAG00000011846
ENSG00000197406	ENSBTAG00000043578
ENSG00000197406	ENSBTAG00000037977
ENSG00000164692	ENSBTAG00000013472
ENSG00000214178	
ENSG00000209120	
ENSG00000213096	
ENSG00000118640	ENSBTAG00000023997
ENSG00000136813	ENSBTAG00000006712
ENSG00000140564	ENSBTAG00000002939
ENSG00000116221	ENSBTAG00000010715
ENSG00000116221	ENSBTAG00000010283
ENSG00000185469	
ENSG00000210507	
ENSG00000184837	
ENSG00000131771	ENSBTAG00000006035
ENSG00000138685	ENSBTAG00000005691
ENSG00000197947	
ENSG00000108179	ENSBTAG00000016711
ENSG00000214512	
ENSG00000214546	
ENSG00000156463	ENSBTAG00000006762
ENSG00000215882	ENSBTAG00000020037
ENSG00000171133	ENSBTAG00000010686
ENSG00000213967	
ENSG00000140848	ENSBTAG00000002233
ENSG00000181004	ENSBTAG00000007564
ENSG00000153317	ENSBTAG00000003185
ENSG00000185945	ENSBTAG00000005319
ENSG00000105829	ENSBTAG00000003424
ENSG00000204928	ENSBTAG00000035966
ENSG00000214515	
ENSG00000139613	ENSBTAG00000014697
ENSG00000115486	ENSBTAG00000038477
ENSG00000215883	
ENSG00000197299	ENSBTAG00000020301
ENSG00000171532	ENSBTAG00000004119
ENSG00000157211	ENSBTAG00000020036
ENSG00000214548	
ENSG00000101146	ENSBTAG00000010934
ENSG00000214181	
ENSG00000138684	ENSBTAG00000012368
ENSG00000212670	
ENSG00000127920	ENSBTAG00000034449
ENSG00000140853	ENSBTAG00000005413
ENSG00000210145	
ENSG00000214012	
ENSG00000214035	
ENSG00000210141	
ENSG00000209070	
ENSG00000116205	ENSBTAG00000009527
ENSG00000186316	
ENSG00000186314	ENSBTAG00000044169
ENSG00000167258	ENSBTAG00000013238
ENSG00000205246	
ENSG00000206780	
ENSG00000185554	ENSBTAG00000005319
ENSG00000183775	ENSBTAG00000019012
ENSG00000153310	ENSBTAG00000020801
ENSG00000214036	
ENSG00000168906	ENSBTAG00000020873
ENSG00000184500	ENSBTAG00000023652
ENSG00000108175	ENSBTAG00000019313
ENSG00000184515	ENSBTAG00000014670
ENSG00000215046	ENSBTAG00000020522
ENSG00000215046	ENSBTAG00000022305
ENSG00000189002	
ENSG00000140577	ENSBTAG00000010915
ENSG00000186676	ENSBTAG00000011843
ENSG00000127928	ENSBTAG00000002674
ENSG00000214182	
ENSG00000210115	
ENSG00000198121	ENSBTAG00000009654
ENSG00000147697	ENSBTAG00000017478
ENSG00000196172	
ENSG00000092841	
ENSG00000204071	
ENSG00000054796	ENSBTAG00000044210
ENSG00000087237	
ENSG00000184090	
ENSG00000109471	ENSBTAG00000020883
ENSG00000152292	ENSBTAG00000020828
ENSG00000214789	
ENSG00000218565	
ENSG00000197372	
ENSG00000116209	ENSBTAG00000009526
ENSG00000203985	ENSBTAG00000024195
ENSG00000184905	ENSBTAG00000022204
ENSG00000185559	
ENSG00000145817	ENSBTAG00000012758
ENSG00000196465	ENSBTAG00000031217
ENSG00000124942	ENSBTAG00000013468
ENSG00000180081	ENSBTAG00000030440
ENSG00000180081	ENSBTAG00000008015
ENSG00000180081	ENSBTAG00000039849
ENSG00000138326	ENSBTAG00000013264
ENSG00000196273	
ENSG00000044524	ENSBTAG00000006811
ENSG00000158497	
ENSG00000125686	ENSBTAG00000013236
ENSG00000140575	ENSBTAG00000013060
ENSG00000164113	
ENSG00000051108	ENSBTAG00000016896
ENSG00000166432	ENSBTAG00000039743
ENSG00000183092	ENSBTAG00000017716
ENSG00000101144	ENSBTAG00000015362
ENSG00000149021	ENSBTAG00000013467
ENSG00000149021	ENSBTAG00000032918
ENSG00000179021	ENSBTAG00000007970
ENSG00000105825	ENSBTAG00000015844
ENSG00000042493	ENSBTAG00000005432
ENSG00000108306	ENSBTAG00000008371
ENSG00000116212	ENSBTAG00000019198
ENSG00000196391	ENSBTAG00000015701
ENSG00000148606	ENSBTAG00000013259
ENSG00000030304	ENSBTAG00000002744
ENSG00000087510	ENSBTAG00000002065
ENSG00000162174	ENSBTAG00000006910
ENSG00000214433	ENSBTAG00000011317
ENSG00000175105	ENSBTAG00000023675
ENSG00000213714	ENSBTAG00000031462
ENSG00000176473	ENSBTAG00000007233
ENSG00000197745	ENSBTAG00000040070
ENSG00000197745	ENSBTAG00000017848
ENSG00000213989	
ENSG00000209123	
ENSG00000204049	
ENSG00000167232	
ENSG00000126952	
ENSG00000141750	ENSBTAG00000008366
ENSG00000139641	ENSBTAG00000009543
ENSG00000209456	
ENSG00000124103	ENSBTAG00000031462
ENSG00000070915	ENSBTAG00000006630
ENSG00000196081	
ENSG00000213971	
ENSG00000110484	ENSBTAG00000015940
ENSG00000081870	ENSBTAG00000007112
ENSG00000220523	
ENSG00000135482	ENSBTAG00000009542
ENSG00000136997	ENSBTAG00000008409
ENSG00000115459	ENSBTAG00000021935
ENSG00000182768	ENSBTAG00000014505
ENSG00000124935	ENSBTAG00000040070
ENSG00000124935	ENSBTAG00000017848
ENSG00000214025	
ENSG00000108298	
ENSG00000004948	ENSBTAG00000017458
ENSG00000212988	
ENSG00000211452	ENSBTAG00000010814
ENSG00000124091	ENSBTAG00000006243
ENSG00000213471	
ENSG00000183850	
ENSG00000124939	ENSBTAG00000015940
ENSG00000151208	ENSBTAG00000013187
ENSG00000102900	ENSBTAG00000006611
ENSG00000196686	
ENSG00000212437	
ENSG00000138688	ENSBTAG00000033658
ENSG00000138688	ENSBTAG00000013182
ENSG00000184867	ENSBTAG00000019417
ENSG00000184867	ENSBTAG00000005535
ENSG00000163320	ENSBTAG00000034261
ENSG00000183208	ENSBTAG00000005174
ENSG00000168515	ENSBTAG00000040070
ENSG00000168515	ENSBTAG00000017848
ENSG00000210163	
ENSG00000203518	
ENSG00000210149	
ENSG00000179097	
ENSG00000170515	ENSBTAG00000010451
ENSG00000058799	ENSBTAG00000017699
ENSG00000212993	ENSBTAG00000021111
ENSG00000212993	ENSBTAG00000032835
ENSG00000213974	
ENSG00000213973	
ENSG00000197360	
ENSG00000168672	ENSBTAG00000026172
ENSG00000022277	ENSBTAG00000027390
ENSG00000185043	ENSBTAG00000021275
ENSG00000042445	ENSBTAG00000021934
ENSG00000205358	
ENSG00000187193	
ENSG00000149503	ENSBTAG00000031820
ENSG00000004766	ENSBTAG00000014255
ENSG00000165124	ENSBTAG00000020243
ENSG00000173334	ENSBTAG00000023179
ENSG00000196350	
ENSG00000138741	ENSBTAG00000019021
ENSG00000067191	ENSBTAG00000002036
ENSG00000058804	ENSBTAG00000006625
ENSG00000185033	ENSBTAG00000021273
ENSG00000064835	ENSBTAG00000009128
ENSG00000125144	
ENSG00000087589	ENSBTAG00000014555
ENSG00000102401	ENSBTAG00000037996
ENSG00000204193	ENSBTAG00000010535
ENSG00000065361	ENSBTAG00000010444
ENSG00000196109	
ENSG00000141748	ENSBTAG00000002035
ENSG00000140105	ENSBTAG00000004679
ENSG00000140105	ENSBTAG00000035649
ENSG00000196527	
ENSG00000156831	ENSBTAG00000009394
ENSG00000210448	
ENSG00000188175	ENSBTAG00000012456
ENSG00000138686	ENSBTAG00000004945
ENSG00000197134	
ENSG00000174332	ENSBTAG00000017986
ENSG00000113580	ENSBTAG00000019472
ENSG00000101138	ENSBTAG00000006639
ENSG00000198960	ENSBTAG00000040043
ENSG00000198960	ENSBTAG00000017114
ENSG00000182054	ENSBTAG00000014093
ENSG00000147893	
ENSG00000198417	
ENSG00000143006	ENSBTAG00000009062
ENSG00000204072	ENSBTAG00000040043
ENSG00000204072	ENSBTAG00000017114
ENSG00000083937	ENSBTAG00000007939
ENSG00000177409	
ENSG00000140548	ENSBTAG00000019174
ENSG00000140107	ENSBTAG00000008384
ENSG00000169688	
ENSG00000126947	ENSBTAG00000026139
ENSG00000164961	ENSBTAG00000010275
ENSG00000160321	
ENSG00000214445	
ENSG00000152291	ENSBTAG00000038116
ENSG00000206538	ENSBTAG00000026156
ENSG00000136810	ENSBTAG00000002953
ENSG00000205360	
ENSG00000203520	
ENSG00000203521	
ENSG00000214446	ENSBTAG00000027059
ENSG00000205361	
ENSG00000167996	ENSBTAG00000011184
ENSG00000167996	ENSBTAG00000032496
ENSG00000167996	ENSBTAG00000035206
ENSG00000167996	ENSBTAG00000040242
ENSG00000167996	ENSBTAG00000009359
ENSG00000197728	
ENSG00000196440	
ENSG00000145386	ENSBTAG00000004943
ENSG00000145819	ENSBTAG00000027151
ENSG00000161381	ENSBTAG00000019347
ENSG00000188959	ENSBTAG00000003240
ENSG00000205413	ENSBTAG00000012894
ENSG00000210088	
ENSG00000197119	ENSBTAG00000013666
ENSG00000104549	ENSBTAG00000005498
ENSG00000214343	
ENSG00000205362	
ENSG00000152284	ENSBTAG00000010111
ENSG00000214553	
ENSG00000180938	ENSBTAG00000009072
ENSG00000157823	ENSBTAG00000001407
ENSG00000123411	ENSBTAG00000012636
ENSG00000168383	
ENSG00000123737	ENSBTAG00000004942
ENSG00000102393	ENSBTAG00000019256
ENSG00000204952	ENSBTAG00000024983
ENSG00000204952	ENSBTAG00000040205
ENSG00000175161	ENSBTAG00000009219
ENSG00000205364	
ENSG00000198521	
ENSG00000100811	ENSBTAG00000020819
ENSG00000157193	ENSBTAG00000000736
ENSG00000168350	ENSBTAG00000009294
ENSG00000114480	ENSBTAG00000036262
ENSG00000166825	ENSBTAG00000016881
ENSG00000105810	ENSBTAG00000044023
ENSG00000164112	
ENSG00000169715	
ENSG00000002834	ENSBTAG00000030587
ENSG00000176407	ENSBTAG00000020630
ENSG00000213976	
ENSG00000188095	ENSBTAG00000027058
ENSG00000197020	
ENSG00000148655	ENSBTAG00000011670
ENSG00000127993	ENSBTAG00000018363
ENSG00000167995	ENSBTAG00000011186
ENSG00000156113	ENSBTAG00000013300
ENSG00000209052	
ENSG00000210070	
ENSG00000166823	
ENSG00000034510	ENSBTAG00000005654
ENSG00000210553	
ENSG00000125148	
ENSG00000162385	ENSBTAG00000003485
ENSG00000167994	ENSBTAG00000015745
ENSG00000186854	
ENSG00000197013	
ENSG00000170873	ENSBTAG00000020407
ENSG00000170873	ENSBTAG00000033443
ENSG00000139531	ENSBTAG00000006160
ENSG00000125691	ENSBTAG00000003229
ENSG00000140527	ENSBTAG00000006141
ENSG00000162384	ENSBTAG00000003484
ENSG00000196405	ENSBTAG00000009293
ENSG00000210465	
ENSG00000210617	
ENSG00000220307	
ENSG00000147684	ENSBTAG00000020405
ENSG00000214556	ENSBTAG00000044056
ENSG00000113578	ENSBTAG00000005198
ENSG00000166821	ENSBTAG00000006140
ENSG00000166821	ENSBTAG00000022427
ENSG00000157654	ENSBTAG00000014471
ENSG00000087250	ENSBTAG00000016886
ENSG00000165655	ENSBTAG00000014506
ENSG00000209103	
ENSG00000196737	
ENSG00000221968	ENSBTAG00000015511
ENSG00000169855	ENSBTAG00000034406
ENSG00000187678	ENSBTAG00000008250
ENSG00000102891	ENSBTAG00000015084
ENSG00000157184	ENSBTAG00000014649
ENSG00000108296	ENSBTAG00000030591
ENSG00000165644	ENSBTAG00000012977
ENSG00000166819	ENSBTAG00000015350
ENSG00000127980	ENSBTAG00000024431
ENSG00000126945	ENSBTAG00000007499
ENSG00000147687	ENSBTAG00000033446
ENSG00000141720	ENSBTAG00000006499
ENSG00000162383	ENSBTAG00000012516
ENSG00000087586	ENSBTAG00000013009
ENSG00000164111	ENSBTAG00000021746
ENSG00000170881	ENSBTAG00000020399
ENSG00000196268	
ENSG00000210487	
ENSG00000166813	ENSBTAG00000002440
ENSG00000134824	ENSBTAG00000015505
ENSG00000131507	ENSBTAG00000044152
ENSG00000066629	ENSBTAG00000013491
ENSG00000125124	ENSBTAG00000014923
ENSG00000170817	
ENSG00000124098	ENSBTAG00000013007
ENSG00000183665	ENSBTAG00000020398
ENSG00000108294	ENSBTAG00000003830
ENSG00000111540	ENSBTAG00000014129
ENSG00000172687	ENSBTAG00000030440
ENSG00000172687	ENSBTAG00000008015
ENSG00000172687	ENSBTAG00000039849
ENSG00000115423	ENSBTAG00000007162
ENSG00000185044	
ENSG00000197604	
ENSG00000186867	ENSBTAG00000008255
ENSG00000185008	ENSBTAG00000010462
ENSG00000182141	
ENSG00000113552	ENSBTAG00000007865
ENSG00000070159	ENSBTAG00000018841
ENSG00000165637	
ENSG00000172969	ENSBTAG00000017993
ENSG00000174348	ENSBTAG00000012514
ENSG00000164983	ENSBTAG00000022114
ENSG00000210110	
ENSG00000124089	ENSBTAG00000004712
ENSG00000214803	
ENSG00000140534	ENSBTAG00000002418
ENSG00000140534	ENSBTAG00000002438
ENSG00000087263	ENSBTAG00000001171
ENSG00000036530	ENSBTAG00000035544
ENSG00000036530	ENSBTAG00000038586
ENSG00000157259	ENSBTAG00000021996
ENSG00000168384	
ENSG00000149485	ENSBTAG00000022294
ENSG00000172971	ENSBTAG00000001193
ENSG00000056661	ENSBTAG00000011539
ENSG00000050730	
ENSG00000181171	
ENSG00000214814	ENSBTAG00000013537
ENSG00000182218	ENSBTAG00000026913
ENSG00000156671	ENSBTAG00000008619
ENSG00000196705	
ENSG00000205476	ENSBTAG00000025181
ENSG00000054803	ENSBTAG00000017524
ENSG00000140519	ENSBTAG00000005471
ENSG00000182814	ENSBTAG00000016977
ENSG00000173376	ENSBTAG00000010634
ENSG00000167005	ENSBTAG00000010207
ENSG00000163541	ENSBTAG00000006075
ENSG00000168129	ENSBTAG00000007681
ENSG00000168496	ENSBTAG00000000064
ENSG00000001629	ENSBTAG00000034936
ENSG00000160352	
ENSG00000176812	
ENSG00000210567	
ENSG00000101134	
ENSG00000108292	ENSBTAG00000011532
ENSG00000210078	
ENSG00000134825	ENSBTAG00000032557
ENSG00000179294	
ENSG00000163612	ENSBTAG00000008222
ENSG00000162951	ENSBTAG00000002967
ENSG00000214111	
ENSG00000118620	
ENSG00000214780	
ENSG00000204252	ENSBTAG00000006490
ENSG00000138738	ENSBTAG00000012111
ENSG00000179799	ENSBTAG00000003149
ENSG00000179799	ENSBTAG00000026026
ENSG00000179799	ENSBTAG00000004369
ENSG00000140521	ENSBTAG00000009098
ENSG00000101132	ENSBTAG00000008812
ENSG00000095203	ENSBTAG00000017063
ENSG00000116171	ENSBTAG00000003746
ENSG00000124915	
ENSG00000176853	ENSBTAG00000005025
ENSG00000090061	ENSBTAG00000018636
ENSG00000159461	ENSBTAG00000003798
ENSG00000209692	
ENSG00000105750	
ENSG00000136805	ENSBTAG00000017936
ENSG00000210540	
ENSG00000213823	
ENSG00000010671	ENSBTAG00000019250
ENSG00000123374	ENSBTAG00000004021
ENSG00000121310	ENSBTAG00000002910
ENSG00000017373	ENSBTAG00000013469
ENSG00000164109	ENSBTAG00000035129
ENSG00000164109	ENSBTAG00000024874
ENSG00000013561	ENSBTAG00000005249
ENSG00000113805	ENSBTAG00000007615
ENSG00000066032	ENSBTAG00000031669
ENSG00000214027	
ENSG00000214255	
ENSG00000210058	
ENSG00000167433	ENSBTAG00000016911
ENSG00000126953	ENSBTAG00000022292
ENSG00000188716	ENSBTAG00000002924
ENSG00000079393	ENSBTAG00000023039
ENSG00000104537	ENSBTAG00000005585
ENSG00000140525	ENSBTAG00000009097
ENSG00000185664	ENSBTAG00000004019
ENSG00000087258	ENSBTAG00000003794
ENSG00000019186	ENSBTAG00000002765
ENSG00000113555	ENSBTAG00000008437
ENSG00000124920	ENSBTAG00000006990
ENSG00000203995	ENSBTAG00000026032
ENSG00000183576	ENSBTAG00000018310
ENSG00000204256	ENSBTAG00000011074
ENSG00000121440	ENSBTAG00000018644
ENSG00000188171	
ENSG00000175946	ENSBTAG00000016754
ENSG00000159398	ENSBTAG00000011164
ENSG00000178604	
ENSG00000127152	ENSBTAG00000018019
ENSG00000204787	
ENSG00000174111	ENSBTAG00000008535
ENSG00000172016	
ENSG00000209359	
ENSG00000213985	ENSBTAG00000040223
ENSG00000213985	ENSBTAG00000030448
ENSG00000213985	ENSBTAG00000009761
ENSG00000106771	ENSBTAG00000038794
ENSG00000140522	ENSBTAG00000019955
ENSG00000140522	ENSBTAG00000033721
ENSG00000162378	ENSBTAG00000019680
ENSG00000064787	ENSBTAG00000000835
ENSG00000176605	
ENSG00000115386	
ENSG00000188888	ENSBTAG00000001804
ENSG00000102387	ENSBTAG00000001979
ENSG00000156804	ENSBTAG00000016194
ENSG00000160229	
ENSG00000081791	ENSBTAG00000008435
ENSG00000187928	ENSBTAG00000030440
ENSG00000187928	ENSBTAG00000008015
ENSG00000187928	ENSBTAG00000039849
ENSG00000205477	
ENSG00000134780	ENSBTAG00000013942
ENSG00000210426	
ENSG00000162377	ENSBTAG00000002050
ENSG00000156650	ENSBTAG00000002920
ENSG00000214629	
ENSG00000172023	
ENSG00000104777	
ENSG00000197176	
ENSG00000001631	ENSBTAG00000002750
ENSG00000188693	
ENSG00000182183	ENSBTAG00000044107
ENSG00000011347	ENSBTAG00000019947
ENSG00000171940	ENSBTAG00000030556
ENSG00000156795	ENSBTAG00000009916
ENSG00000156453	ENSBTAG00000012518
ENSG00000174100	ENSBTAG00000025001
ENSG00000197670	
ENSG00000163605	ENSBTAG00000002147
ENSG00000162148	ENSBTAG00000014830
ENSG00000116157	ENSBTAG00000018281
ENSG00000100749	ENSBTAG00000014230
ENSG00000204950	
ENSG00000138735	ENSBTAG00000024888
ENSG00000204257	ENSBTAG00000015730
ENSG00000065357	ENSBTAG00000004018
ENSG00000172986	ENSBTAG00000020481
ENSG00000182463	ENSBTAG00000007917
ENSG00000140526	ENSBTAG00000019954
ENSG00000145384	ENSBTAG00000017045
ENSG00000156802	ENSBTAG00000002002
ENSG00000167985	ENSBTAG00000015266
ENSG00000102385	ENSBTAG00000001975
ENSG00000197124	ENSBTAG00000030444
ENSG00000119326	ENSBTAG00000004997
ENSG00000170473	ENSBTAG00000031146
ENSG00000170473	ENSBTAG00000009678
ENSG00000216877	
ENSG00000120318	ENSBTAG00000015938
ENSG00000001630	ENSBTAG00000001992
ENSG00000143954	
ENSG00000144736	ENSBTAG00000005436
ENSG00000214429	
ENSG00000204258	ENSBTAG00000012451
ENSG00000210050	
ENSG00000090060	ENSBTAG00000004054
ENSG00000164096	
ENSG00000102384	ENSBTAG00000021254
ENSG00000156110	ENSBTAG00000011072
ENSG00000209067	
ENSG00000173025	
ENSG00000174093	ENSBTAG00000011435
ENSG00000149532	ENSBTAG00000015263
ENSG00000197948	ENSBTAG00000030499
ENSG00000081665	
ENSG00000119328	ENSBTAG00000004996
ENSG00000134744	ENSBTAG00000002721
ENSG00000165156	ENSBTAG00000015334
ENSG00000140057	ENSBTAG00000016854
ENSG00000187049	ENSBTAG00000021517
ENSG00000140545	ENSBTAG00000003300
ENSG00000209381	
ENSG00000177993	
ENSG00000185009	ENSBTAG00000021883
ENSG00000163602	ENSBTAG00000022689
ENSG00000145390	ENSBTAG00000010350
ENSG00000176204	ENSBTAG00000000374
ENSG00000126950	ENSBTAG00000021252
ENSG00000164620	ENSBTAG00000017371
ENSG00000196959	ENSBTAG00000001851
ENSG00000196959	ENSBTAG00000001852
ENSG00000204261	ENSBTAG00000008954
ENSG00000178636	
ENSG00000149483	ENSBTAG00000021604
ENSG00000123342	ENSBTAG00000009051
ENSG00000182796	
ENSG00000213988	
ENSG00000189376	ENSBTAG00000015319
ENSG00000140511	ENSBTAG00000001740
ENSG00000100744	ENSBTAG00000019836
ENSG00000163421	ENSBTAG00000019330
ENSG00000184635	
ENSG00000217778	
ENSG00000198153	
ENSG00000222024	
ENSG00000162144	ENSBTAG00000018202
ENSG00000214370	
ENSG00000204949	
ENSG00000170837	ENSBTAG00000044206
ENSG00000005436	ENSBTAG00000008048
ENSG00000134748	ENSBTAG00000002720
ENSG00000172399	ENSBTAG00000002574
ENSG00000213474	ENSBTAG00000032364
ENSG00000171720	ENSBTAG00000017360
ENSG00000070061	ENSBTAG00000004991
ENSG00000198848	ENSBTAG00000011021
ENSG00000105708	
ENSG00000020256	ENSBTAG00000001512
ENSG00000147689	ENSBTAG00000005877
ENSG00000172403	ENSBTAG00000006434
ENSG00000157766	ENSBTAG00000016158
ENSG00000181896	
ENSG00000188917	
ENSG00000148156	
ENSG00000187003	ENSBTAG00000019468
ENSG00000066739	ENSBTAG00000012833
ENSG00000163412	ENSBTAG00000018862
ENSG00000085840	ENSBTAG00000002719
ENSG00000101115	ENSBTAG00000003101
ENSG00000149476	ENSBTAG00000018201
ENSG00000035403	ENSBTAG00000021879
ENSG00000135392	ENSBTAG00000020664
ENSG00000210401	
ENSG00000100739	ENSBTAG00000007052
ENSG00000222047	
ENSG00000174225	ENSBTAG00000020390
ENSG00000168394	ENSBTAG00000008953
ENSG00000115364	ENSBTAG00000002557
ENSG00000210485	
ENSG00000103546	ENSBTAG00000003353
ENSG00000182489	ENSBTAG00000005378
ENSG00000123353	ENSBTAG00000020663
ENSG00000214033	
ENSG00000131504	ENSBTAG00000017358
ENSG00000115363	
ENSG00000172183	ENSBTAG00000014762
ENSG00000150961	ENSBTAG00000003619
ENSG00000168398	ENSBTAG00000021717
ENSG00000105726	ENSBTAG00000007128
ENSG00000156787	ENSBTAG00000021156
ENSG00000167986	ENSBTAG00000021569
ENSG00000136826	ENSBTAG00000020355
ENSG00000127914	ENSBTAG00000007442
ENSG00000181026	ENSBTAG00000017632
ENSG00000174115	ENSBTAG00000032364
ENSG00000154222	ENSBTAG00000015896
ENSG00000087253	ENSBTAG00000019272
ENSG00000214452	
ENSG00000205323	
ENSG00000100721	ENSBTAG00000019580
ENSG00000122861	ENSBTAG00000005947
ENSG00000115353	
ENSG00000054793	ENSBTAG00000007962
ENSG00000204264	ENSBTAG00000003039
ENSG00000145388	ENSBTAG00000014080
ENSG00000140543	ENSBTAG00000000967
ENSG00000210497	
ENSG00000210488	
ENSG00000135414	ENSBTAG00000007417
ENSG00000089639	ENSBTAG00000015144
ENSG00000136986	ENSBTAG00000020693
ENSG00000154608	ENSBTAG00000007566
ENSG00000220455	
ENSG00000119318	ENSBTAG00000001926
ENSG00000119318	ENSBTAG00000009976
ENSG00000115350	ENSBTAG00000017189
ENSG00000209739	
ENSG00000081853	
ENSG00000127989	ENSBTAG00000039209
ENSG00000127989	ENSBTAG00000040513
ENSG00000007952	ENSBTAG00000016761
ENSG00000167992	ENSBTAG00000021568
ENSG00000157077	ENSBTAG00000014289
ENSG00000204792	
ENSG00000181991	ENSBTAG00000019831
ENSG00000087245	ENSBTAG00000019267
ENSG00000213231	ENSBTAG00000009653
ENSG00000101096	ENSBTAG00000018270
ENSG00000178764	ENSBTAG00000026309
ENSG00000172647	ENSBTAG00000014761
ENSG00000101811	ENSBTAG00000003547
ENSG00000182512	ENSBTAG00000013423
ENSG00000164099	ENSBTAG00000020705
ENSG00000159387	ENSBTAG00000016407
ENSG00000214567	
ENSG00000197681	ENSBTAG00000032364
ENSG00000148143	ENSBTAG00000019187
ENSG00000157240	ENSBTAG00000002107
ENSG00000170961	ENSBTAG00000019892
ENSG00000214371	
ENSG00000064547	ENSBTAG00000004652
ENSG00000173867	ENSBTAG00000019830
ENSG00000135404	ENSBTAG00000011931
ENSG00000135404	ENSBTAG00000013625
ENSG00000114861	ENSBTAG00000016533
ENSG00000174599	
ENSG00000164100	ENSBTAG00000007316
ENSG00000176438	ENSBTAG00000003526
ENSG00000204973	ENSBTAG00000014761
ENSG00000204267	ENSBTAG00000003037
ENSG00000204267	ENSBTAG00000003038
ENSG00000134717	ENSBTAG00000011025
ENSG00000214570	
ENSG00000159399	ENSBTAG00000013108
ENSG00000159399	ENSBTAG00000033651
ENSG00000105717	ENSBTAG00000009975
ENSG00000135437	ENSBTAG00000011927
ENSG00000180860	ENSBTAG00000014761
ENSG00000176842	ENSBTAG00000004838
ENSG00000212977	
ENSG00000026559	ENSBTAG00000003398
ENSG00000198841	
ENSG00000165959	ENSBTAG00000019916
ENSG00000214538	
ENSG00000197001	
ENSG00000167987	ENSBTAG00000008064
ENSG00000095209	ENSBTAG00000034867
ENSG00000058091	ENSBTAG00000044189
ENSG00000102362	ENSBTAG00000005724
ENSG00000172164	ENSBTAG00000044126
ENSG00000124217	ENSBTAG00000007722
ENSG00000138653	ENSBTAG00000003131
ENSG00000160161	ENSBTAG00000014969
ENSG00000117862	ENSBTAG00000011024
ENSG00000214574	
ENSG00000135441	ENSBTAG00000011918
ENSG00000102359	ENSBTAG00000037686
ENSG00000172167	ENSBTAG00000006770
ENSG00000186051	
ENSG00000177508	ENSBTAG00000012083
ENSG00000157224	ENSBTAG00000019486
ENSG00000186010	ENSBTAG00000014968
ENSG00000110448	ENSBTAG00000013730
ENSG00000210056	
ENSG00000106692	ENSBTAG00000010247
ENSG00000172172	ENSBTAG00000006767
ENSG00000204273	
ENSG00000135622	ENSBTAG00000006989
ENSG00000148660	ENSBTAG00000012667
ENSG00000214580	ENSBTAG00000037717
ENSG00000169213	ENSBTAG00000005337
ENSG00000185128	ENSBTAG00000032364
ENSG00000000003	
ENSG00000174607	ENSBTAG00000004574
ENSG00000130288	ENSBTAG00000007812
ENSG00000159374	ENSBTAG00000006988
ENSG00000214633	
ENSG00000140718	ENSBTAG00000012501
ENSG00000214583	ENSBTAG00000037968
ENSG00000140538	ENSBTAG00000011213
ENSG00000180801	ENSBTAG00000017808
ENSG00000000419	ENSBTAG00000007721
ENSG00000108753	ENSBTAG00000004710
ENSG00000000005	ENSBTAG00000021059
ENSG00000204275	ENSBTAG00000003352
ENSG00000204275	ENSBTAG00000019588
ENSG00000204275	ENSBTAG00000021077
ENSG00000178093	ENSBTAG00000006649
ENSG00000219654	
ENSG00000219394	
ENSG00000100697	ENSBTAG00000012852
ENSG00000213993	
ENSG00000115325	ENSBTAG00000018579
ENSG00000214594	
ENSG00000106701	ENSBTAG00000013420
ENSG00000166507	ENSBTAG00000012664
ENSG00000105793	ENSBTAG00000032166
ENSG00000078618	ENSBTAG00000021174
ENSG00000166748	ENSBTAG00000044042
ENSG00000203582	
ENSG00000103494	ENSBTAG00000012499
ENSG00000187098	ENSBTAG00000006679
ENSG00000133937	ENSBTAG00000010407
ENSG00000165194	ENSBTAG00000014169
ENSG00000204276	
ENSG00000187483	
ENSG00000210009	
ENSG00000187955	ENSBTAG00000013369
ENSG00000101126	ENSBTAG00000000340
ENSG00000183655	ENSBTAG00000016091
ENSG00000217954	
ENSG00000013725	ENSBTAG00000018367
ENSG00000105792	ENSBTAG00000003508
ENSG00000214655	ENSBTAG00000012657
ENSG00000115318	ENSBTAG00000018578
ENSG00000141141	ENSBTAG00000010313
ENSG00000204086	
ENSG00000204955	ENSBTAG00000039162
