Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Apoptosis Modulation by HSP70	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP384	20090609140429	29910	I.Reyes, MaintBot, Khanspers, PaoloRomano	18	4214,841,836,8772,637,835,839,840,355,9131,54205,317,842,4790,7132,8737,5602,3303								
Myometrial Relaxation and Contraction Pathways	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP385	20081114113153	21488	Nsalomonis, MaintBot	161	19085,18750,18751,18752,18753,18759,18755,18760,18761,18762,18754,18749,19087,19088,18747,19084,50778,50780,19736,19737,50779,24012,19739,67865,50782,51791,19734,56533,64214,56470,58175,19735,14391,20683,18033,23872,16006,16008,16010,11535,18430,16012,381489,18125,12918,16009,12921,19773,18127,14281,18429,22631,22627,22629,22628,55948,22630,14609,16176,16193,14682,12778,11536,16476,18578,238871,108058,54401,12313,12323,14390,12322,17133,140498,16011,12797,18797,12798,17896,17906,14915,14916,14919,60596,14773,26385,14688,14693,14695,14696,14697,14699,14702,14704,14706,14708,14709,14701,64337,14707,66066,11909,11910,12913,107503,11911,11908,12912,14772,14683,12314,18767,18768,18769,12310,12909,12315,12915,16439,16440,104418,18799,18803,234779,14873,20192,11938,109689,216869,12297,20541,109624,11459,11475,11461,11464,11465,51801,54409,56089,12325,228785,20190,53313,20191,17901,17897,98932,230899,12916,GNAI2,16438,104110,104111,210044,432530,224129,11512,11513,11514,11515								
Triacylglyceride Synthesis	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP386	20081114113153	21490	Evelo, MaintBot	25	14555,14933,14732,14712,228061,55979,67512,28169,68262,52123,19012,67916,50784,13350,14626,67800,233549,,16956,16890,15450,67717,66853		Q91ZV4						
IL-6 signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP387	20090127200601	28137	A.Pandey, MaintBot, Khanspers	97	16193,16194,16195,14159,21682,12229,16452,19247,16451,54721,20416,14784,20848,20662,22324,26413,14388,,18709,20846,26416,20393,18033,18099,15461,17977,12914,19353,107951,13163,11835,433759,18753,19229,14389,26398,15519,12702,14281,16476,21405,12608,13866,13867,15162,17096,110157,12367,12371,19052,19053,51792,73699,71978,72930,269643,235542,110854,226849,225849,26931,21770,26932,328572,26399,12568,20112,26417,14191,18803,26407,19645,11651,12015,56637,56458,26395,26396,13684,229317,26419,14083,19303,56484,54601,16331,16332,13685,12169,14360,21939,20850,20851,17164,26409,15507,12569								
Fatty Acid Beta Oxidation 1	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP39	20081114112951	20759	Nsalomonis, MaintBot, Evelo, C.Redfern	19	,43582,38221,43913,47611,38355,36109,33470,40787,40056,40348,46068,37217,34276,37784,36536,37289,39611,34463								
Serine-isocitrate lyase pathway	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP390	20081114113157	21502	J.Heckman, MaintBot	30						S000000467,S000004048,S000001635,S000005417,S000003486,S000001217,S000004942,S000005920,S000006202,S000002236,S000001568,S000005486,S000000598,CITS0000,S000006205,S000003736,ACOS0000,S000004295,S000000867		56-40-6,56-45-1,31690-11-6,1927-31-7,58-64-0,138-08-9,14265-44-2,617-48-1,53-84-9,64885-97-8,72-89-9	
Mitochondrial Gene Expression	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP391	20090601223912	29742	Dfornika, MartijnVanIersel, Thomas, MaintBot, Khanspers	23	7019,51106,64216,4899,6667,10891,5442,51001,2551 ,2553 ,1385 ,7978 ,,50804 ,5530 ,814,133522,23082 ,3054						6076,295,271		
Glutathione-Glutaredoxin Redox Reaction	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP392	20081114113158	21508	M.Braymer, MaintBot	7						S000003983,S000001477,S000001509,S000001476,S000000448,S000006012		2646-71-1	
RNA interference and miRNA	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP394	20090602230148	29817	MartijnVanIersel, MaintBot, Khanspers	21						K12H4.8,F56D12.5,F10G7.2,let-7,lin-4,C12C8.3,T25C12.1,F02E9.2,K08H10.7,C18E3.7,F21C3.4,ZK1098.8,K04F10.6,T20G5.11,F26A3.8,M01G12.12,F26A3.3,F10B5.7,F26E4.10,T22A3.5,B0379.3			
IL-4 signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP395	20090127191941	28126	A.Pandey, MaintBot, Khanspers	63	3561,3566,3565,2242,3635,5777,5781,3716,3667,3597,3717,7297,5295,5296,5590,6778,5074,8660,3718,2885,6654,7852,157,5747,6464,5335,126961,1387,2033,1432,5600,1386,867,6776,9655,5594,5595,9046,5921,4790,5970,572,4687,5290,5293,598,8651,6198,3159,2113,9021,6772,6714,2002,207,5580,23683,5584,6688,3932,2534,8027								
ACE Inhibitor Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP396	20081114113200	21516	C.F.Thorn, MaintBot, Khanspers	9	11606,19701,11421,16644,18127,12062,11609,11607								
Id Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP397	20081114113200	21518	A.Pandey, MaintBot	48	25261,25587,25585,291023,24708,81758,,171046,337868,114494,25729,314436,304786,362871,83499,29577,293992,81819,299766,25714,29148,25720,78968,312897,304988,29373,140590,83785,54251,25671,50554,59328,25389,25631,316742,25237,25718,24482,25467,84353,301965,81736,309165,25644,84349,25313,310738								
Trehalose Anabolism	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP398	20081114113200	21520	M.Braymer, MaintBot	12						S000001610,S000004711,S000001518,S000001004,S000004566,S000000330,S000004874,S000002481		59-56-3,2466-09-3,14265-44-2,99-20-7	
Wnt Signaling Pathway and Pluripotency	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP399	20090523121503	29616	Nsalomonis, MaintBot, Thomas, MartijnVanIersel, AlexanderPico	98	8061,7484,8325,3725,54361,7157,1454,1387,7477,5460,5048,5583,7480,8312,8313,4609,3949,5588,8324,4041,1857,81029,51176,7482,5516,5523,89780,51384,5467,324,6885,7476,79923,83439,29127,4316,5602,5584,7855,5520,8321,7472,7481,8323,894,1856,51701,896,5529,7976,1499,6657,85409,7471,2535,5519,10009,1500,85407,5587,1487,5527,1855,10023,5524,,5515,5581,5521,960,2033,5590,5578,1488,2932,7475,7474,28227,595,8326,5328,5522,4040,5518,5579,387,5601,80326,8322,26190,7473,5580	ENSG00000148737,ENSG00000155367,ENSG00000081059,ENSG00000111432,ENSG00000187140,ENSG00000001167							
Inflammatory Response Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP40	20081114112951	20761	N.Fidelman, MaintBot, M.Ramirez	41	84349,171369,301348,25704,25746,140924,114103,25084,25408,56822,25660,116562,287287,25712,25625,156767,24835,25008,24493,24494,24498,25661,140433,25473,192362,117036,29169,117539,81686,84032,84352,29393,295279,,298941,445442,295242,314487,304774		IL5 RAT,LCK RAT						
p38 MAPK Signaling Pathway (BioCarta)	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP400	20081114113201	21524	S.Burel, MaintBot, Thomas	34	1432,5608,4293,6885,4217,8569,8550,3315,9261,1386,9252,4209,1649,2002,6772,4149,4609,3150,1385,5321,6416,4214,5879,998,3265,7046,7042,8717,7186,1616,8737,6464,2885,5923								
Mitochondrial LC-Fatty Acid Beta-Oxidation	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP401	20081114113201	21526	N.Reyes, MaintBot	16	11363,12896,11364,14081,111175,13177,20280,74147,11409,11370,12894,15107,97212,74205,50790,57279								
ERK1 - ERK2 MAPK cascade	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP402	20090609112043	29896	SFGKrens, Khanspers, MaintBot, Thomas	156	60311,494454,493181,30538,359830,497640,692065,65089,407737,497639,368245,559630,564770,494456,359831,30705,352940,58129,30706,393347,497135,335511,393150,402885,394094,394091,334911,393228,30716,403063,336209,360144,399480,553788,266756,65237,335916,327321,436608,30700,557074,30093,393733,30549,30560,497641,492758,403003,497642,402817,333933,30399,335098,114437,353314,30452,30081,407086,336038,394198,406475,30431,393883,550286,378449,393939,566279,568197,30380,493782,114433,245701,557061,30710,30469,323817,368715,378480,30745,378846,360210,359834,369194,369195,326281,406728,563181,334565,338219,337670,393141,30686,338151,252851,405873,327350,30467,406782,,30384,30393,140814,259252,58123,553780,325609,406514,406308,415242,563727,406340,394146,266639,79380,30738,58100,30554,373121,445057,664773,30287,565830,541323,30495,555703	ENSDARG00000042468,ENSDARG00000060506		Dr.72277,Dr.108603,Dr.22,Dr.76543,Dr.52394,Dr.88830,Dr.67449,Dr.72316,Dr.67576,Dr.12379,Dr.79293,Dr.82227,Dr.597,Dr.88903,Dr.91265,Dr.76293,Dr.83673,Dr.75644,Dr.76969,Dr.89719,58106,Dr.91385,Dr.82505,,Dr.10451,Dr.67499,Dr.77521		ZDB-GENE-060929-516,			
Wnt Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP403	20081114113202	21530	M.Lieberman, MaintBot	62	22408,22413,22414,22415,22416,22417,22418,22419,22420,22421,22422,22409,22410,22411,22412,93735,16835,16971,14362,57265,14365,14366,14367,14368,14369,14370,14371,18750,18751,18752,18753,18754,18755,18760,18761,18762,13542,13543,13544,26932,26931,27373,12005,14296,56637,11789,12387,11848,26934,26420,26414,30050,18472,21405,17869,12443,12444,12445,14283,16476,18792,18759								
Nucleotide Metabolism	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP404	20081114113203	21532	N.Fidelman, MaintBot, Txr24, Thomas	36	5631,5634,1719,10797,158,3614,159,5422,5423,5428,5424,4831,6303,6723,4946,3251,6240,6241,50484							50-69-1,97-55-2,3031-95-6,3031-94-5,85-32-5,69-89-6,73-40-5,69-93-2,68-94-0,71-44-3,73-24-5,124-20-9,110-60-1,70-26-8	15919,17202
Eukaryotic Transcription Initiation	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP405	20090518084545	29565	Nsalomonis, MaintBot, MartijnVanIersel, AlexanderPico, Lauravanzon	41	6908,2959,6877,6878,6879,6880,3611,6883,6884,2960,2958,2963,2961,1022,2965,2966,2968,2071,2068,84172,55703,5430,5435,5432,5434,5440,661,55718,171568,51728,25885,5438,5436,5437,5439,5431,902,4331,2967,,51082								
Mitochondrial LC-Fatty Acid Beta-Oxidation	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP406	20081114113205	21536	N.Reyes, MaintBot	12	,38355,38864,34315,44183,42364,37217,36109,34276,46068,33470,40056								
Kit Receptor Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP407	20081114113205	21538	A.Pandey, MaintBot	66	14786,,18709,20416,17475,14784,54607,67296,56468,12700,67300,12928,20779,74055,16452,71520,19273,56792,18750,18803,20846,20850,20851,30955,23921,14783,11651,21682,17096,13448,15170,19247,13857,20111,17342,26413,11350,16331,14191,15162,22612,218397,14159,12929,12402,12703,22324,22325,17179,12015,20662,328572,14360,18751,15461,110157,114716,114715,58194,208650,21933,12229,16590,17311,26395,20848								
Oxidative Stress	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP408	20081114113205	21540	N.Reyes, MaintBot, Khanspers, I.Reyes	29	4128,4784,4790,6667,3162,2876,2878,1728,54578,847,25828,7296,10587,2729,2936,4501,2953,4257,1543,1535,2353,3726,6648,6647,6649,1432,5602,7498								
GPCRs, Other	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP409	20081114113205	21542	169.230.76.4, MaintBot	63	29290,24326,25635,24414,24808,65140,287000,287001,64512,24875,25273,25370,24316,24176,116741,29733,58868,24925,25195,81657,29415,29335,297795,287673,GPR2 PREDICTED,301086,24318,260326,83465,114099,64443,362436,308103,367000,114098,192648,314480,25354,266608,115770,286892,286956,494243,494239,494255,494313,494294,494295,252887,295917,287245,315573,404808,60399,29407,29647,310869,140595,29256,361383		5H1D RAT,OLF3 RAT						
GPCRs, Other	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP41	20081114112951	20763	Nsalomonis, MaintBot, BruceConklin	210	319757,22297,113849,113851,113850,113848,113847,113846,113845,22296,24112,113854,113855,113856,113857,113852,107797,113853,113861,113859,113858,113860,113863,113864,113862,113865,81012,81017,81016,81015,81013,81011,81010,81014,56696,58182,57260,80910,80978,80290,14788,13349,64378,58861,53883,12614,78249,14766,13489,18241,27216,23832,12777,12775,11539,11542,13488,14739,13617,14769,17202,14816,21338,14362,14367,22309,22311,22312,22313,110931,12376,12377,20609,404334,259044,12311,12374,18307,218066,257890,18310,18371,258923,18328,18349,233670,18372,18373,244701,18387,258986,13492,15552,15550,18331,18318,18329,18326,18316,18323,18332,18315,258209,18322,29848,18330,258826,18324,15553,15554,171469,18390,94226,13609,12801,11555,208188,110326,11554,23890,66786,14369,26364,20132,76206,71111,14608,259007,258343,18321,258703,258702,258153,170732,64379,259009,107934,18317,57265,258859,404316,258435,18389,20164,213527,14371,258326,259115,54393,170648,18363,18362,18361,18359,18358,18356,18357,18355,18354,18353,18352,18351,18350,18347,18346,18345,18344,18343,258706,18341,22354		Q61071 MOUSE,Q9EPV2 MOUSE,Q9EPY6 MOUSE,Q9EPY8 MOUSE,Q9ERW4 MOUSE,Q9ERX0 MOUSE,Q9ERX4 MOUSE,Q9ERX6 MOUSE,Q9ERY0 MOUSE,Q9ERY2 MOUSE,Q9ERY7 MOUSE,Q9ESF9 MOUSE,Q9ESG1 MOUSE,Q9JHH0 MOUSE,Q9JHK3 MOUSE,Q9JM17 MOUSE,Q9JM18 MOUSE,Q9JM19 MOUSE,Q9JM21 MOUSE,Q9JM22 MOUSE,Q9JM23 MOUSE,Q9JM24 MOUSE,Q9JM25 MOUSE,Q9JM26 MOUSE,Q9JM27 MOUSE,Q9JM28 MOUSE,Q9JM29 MOUSE,Q9JM30 MOUSE,Q9JM31 MOUSE,Q9JM33 MOUSE,Q9JM34 MOUSE,Q9JM36 MOUSE,Q9JM37 MOUSE,Q9JM39 MOUSE,Q9JM40 MOUSE,Q9JM41 MOUSE,Q9JM42 MOUSE,Q9WU87 MOUSE						
Diurnally regulated genes with circadian orthologs	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP410	20090208012424	28213	A.C.Zambon, MaintBot, Thomas, AlexanderPico	48	4618,687,9709,10946,11335,51582,5685,51663,7341,8341,5813,1408,5187,8864,1407,5507,1051,5516,8031,2120,26059,3108,3312,3301,7352,2947,7360,7122,5281,10381,2674,23118,6612,2950,10787,9218,8987,9802,3422,10140,11030,50486,406,9975,9575,694,1982,9444								
Oxidative Stress	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP412	20090409120417	29168	N.Reyes, MaintBot, I.Reyes, Evelo	29	17161,18032,14391,18033,20683,15368,14775,14778,18104,394436,12359,56551,50493,26462,14629,14782,17748,14872,56615,13076,29289,13057,14281,16477,20656,20655,20657,26416,26414								
G1 to S cell cycle control	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP413	20081114113206	21552	A.C.Zambon, Nsalomonis, MaintBot	64	12567,12571,12443,12444,12445,12575,12576,12572,66671,13555,242705,13557,19650,19645,104394,13559,50496,21781,211586,12566,12447,12448,18974,18973,12530,22390,268930,12534,12544,19891,68240,68275,17216,17215,17217,17218,17219,17220,18392,18393,50793,26428,26429,56452,19075,19076,18969,18538,22059,13197,17246,12580,12579,12581,12578,12427,12429,11920,12577,12452,17869,17420								
Cell Cycle and Cell Division	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP414	20081114113206	21554	Nsalomonis, MaintBot, BruceConklin	106						S000004172,S000000364,S000002290,S000002461,S000002736,S000005952,S000000112,S000003693,S000000913,S000002214,S000000297,S000002264,S000001930,S000005361,S000003465,S000000038,S000004812,S000004069,S000001885,S000003850,S000001693,S000001308,S000006324,S000003730,S000004093,S000002175,S000002459,S000002314,S000000339,S000001865,S000002915,S000001584,S000000337,S000003723,S000003340,S000004639,S000001405,S000000975,S000006074,S000000340,S000004603,S000002625,S000000478,S000002520,S000003796,S000005943,S000005895,S000002553,S000001924,S000000680,S000000316,S000003746,S000003612,S000003324,S000006315,S000000072,S000003420,S000003345,S000001368,S000003567,S000003054,S000003550,S000003084,S000002971,S000003330,S000000241,S000004529,S000004659,S000000022,S000003814,S000005233,S000004530,S000003927,S000005205,S000000264,S000006366,S000001160,S000000119,S000006223,S000003169,S000000758,S000004264,S000000406,S000005116,S000004117,S000002525,S000004092,S000002166,S000003209,S000001505,S000001209,S000001932,S000000180,S000004076,S000004262,S000002588,S000001927,S000000193,S000002733,S000002186,S000006115,S000004279,S000005424,S000005775		14265-44-2	
Fatty Acid Beta Oxidation 3	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP415	20081114113206	21556	Nsalomonis, MaintBot, Evelo, C.Redfern	8	11409,93747,15107,270076,13382,110446,97212,231086								
Superpathway of Histidine, Purine, and Pyrimidine	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP416	20081114113206	21558	M.Braymer, MaintBot	58						S000001664,S000000901,S000001003,S000000164,S000005422,S000000857,S000000535,S000001282,S000005728,S000001378,S000001921,S000004727,S000004018,S000001259,S000004424,S000004520,S000004830,S000001328,S000003412,S000000872,S000003563,S000001550,S000004915,S000003203,S000002816,S000003293,S000005654,S000000070,S000004351,S000004574,S000004884,S000001699,S000004412,S000003666,S000000747,S000001507,S000003864,S000000135		3615-55-2,1927-31-7,97-55-2,14265-44-2,2466-09-3,56-85-9,56-86-0,25679-93-0,53-84-9,71-001,3031-94-5,2800-34-2,523-98-8,85-32-5,146-91-8,58-64-0,102783-74-4,2564-35-4,56-40-6,63-38-7	
Oxidative Branch of the Pentose Phosphate Pathway	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP417	20081114113207	21560	M.Braymer, MaintBot	6						S000005185,S000001226,S000003488		59-56-3,2646-71-1,4151-19-3	
Beta Oxidation of Unsaturated Fatty Acids	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP418	20081114113207	21562	Evelo, MaintBot	6	25287,170670,171155,29740,24158,117543								
Mitochondrial LC-Fatty Acid Beta-Oxidation	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP419	20081114113207	21564	N.Reyes, MaintBot	19	29740,117543,25756,25287,25363,94340,113976,25757,114024,117243,113965,170670,170465,25413,24158,64304,140547,25288,117035								
GPCRs, Class C Metabotropic Glutamate, Pheromone	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP42	20081114112951	20765	169.230.76.4, MaintBot	11	24416,60590,24414,24247,297590,266778,286915,286981,81657,314352								
Pentose Phosphate Pathway	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP421	20081114113208	21568	Kdahlquist, MaintBot	7	32974,32013,31185,246599,,37804,35692								
MAPK Cascade	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP422	20081114113208	21570	Nsalomonis, MaintBot, Khanspers, I.Reyes	32	6494,5331,22821,3265,4893,6237,3845,5894,369,673,4214,10746,4215,5604,5605,5595,5594,4155,4133,2002,5609,6416,5602,5608,1432,5606,3725,7786,6300							146-91-8,2564-35-4	
Threonine and Methionine biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP423	20081114113209	21572	J.Heckman, MaintBot	19						S000000854,S000002565,S000003900,S000001067,S000000649,S000005221,S000004294,S000000893		1927-31-7,58-64-0,2646-71-1,14265-44-2,672-15-1,72-19-5,72-89-9,64885-97-8,6027-13-0,64-19-7,63-68-3	
Eukaryotic Transcription Initiation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP425	20081114113209	21576	Nsalomonis, MaintBot	31	856891,856201,852497,852766,855267,855276,,851723,853807,852888,851450,856169,855981,854663,856918,856119,854382,851415,856317,854791,852451,853713,851615,854519,852013,854399,854157,855609,854322,856136,852071								
Urea cycle and metabolism of amino groups	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP426	20081114113209	21578	L.M.Ferrante, MaintBot	37	227231,14661,217214,56454,18416,11898,18242,209027,11846,18263,20810,20603,109900,67092,14431,12715,109652,11847,12709,66194								
Synthesis and Degradation of Ketone Bodies	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP427	20081114113209	21580	N.Reyes, MaintBot	4	174161, ,171738,174548								
Wnt Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP428	20090225013603	28695	M.Lieberman, MaintBot, AlexanderPico, MartijnVanIersel	61	3949,7471,7472,7482,7473,89780,54361,7474,81029,7475,7476,7477,80326,7480,7481,51384,8321,2535,11211,8326,8325,8324,8323,7855,6424,7976,5601,5602,387,5879,1855,1856,1857,5579,5582,5580,5581,5584,5583,5587,5588,5590,5529,5527,10023,8312,1454,2932,324,1499,26190,5048,4609,595,894,896,8061,3725,5328,5578			Hs.371279					
Cell cycle	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP429	20081114113209	21584	Nsalomonis, MaintBot, BruceConklin	83	29685,,24708,171103,282824,94201,84389,84027,59086,25631,50554,25193,64033,25729,114851,114494,25737,56010,25112,171102,29166,24842,360748,114212,297176,25203,363088,54237,362254,360908,360621,362291,310806,361195,64515,315330,63996,246362,399489,24566,364710,116651,307794,313978,83502,313479,25515,291927,313138,362305,295596,288532,29728,291885,316273,29720,171576,300711,311860,300942,313702,361662,170915,64193,360936,307511,114483,288509,301430,25163,83571,84576,84577,84578,84579,84580,84581,84582,312538,140583		WEE1 RAT,						
cytochrome P450	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP43	20090523114517	29608	Arik, MartijnVanIersel, Thomas, Evelo, Susan, MaintBot	72		ENSG00000140465,ENSG00000140505,ENSG00000138061,ENSG00000213052,ENSG00000198077,ENSG00000197838,ENSG00000197408,ENSG00000138115,ENSG00000138109,ENSG00000108242,ENSG00000100197,ENSG00000130649,ENSG00000197446,ENSG00000198461,ENSG00000134716,ENSG00000186104,ENSG00000167600,ENSG00000155016,ENSG00000165841,ENSG00000160868,ENSG00000073067,ENSG00000187048,ENSG00000021461,ENSG00000160870,ENSG00000106258,ENSG00000186529,ENSG00000186115,ENSG00000142973,ENSG00000162365,ENSG00000171954,ENSG00000186204,ENSG00000171903,ENSG00000186526,ENSG00000145476,ENSG00000186377,ENSG00000186160,ENSG00000001630,ENSG00000167910,ENSG00000172817,ENSG00000180432,ENSG00000140459,ENSG00000160882,ENSG00000179142,ENSG00000148795,ENSG00000137869,ENSG00000119004,ENSG00000198457,ENSG00000019186,ENSG00000095596,ENSG00000003137,ENSG00000187553,ENSG00000135929,ENSG00000111012,ENSG00000186684,ENSG00000146233,ENSG00000036530,ENSG00000127948,ENSG00000159348,ENSG00000166394,ENSG00000100243,ENSG00000065615,ENSG00000166347,ENSG00000103018					962,977		16474,18009,16908,15846,29033,29034
Statin Pathway PharmGKB	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP430	20090623222710	29996	Nsalomonis, AlexanderPico, MaintBot, Khanspers, Thomas, BruceConklin	29	3156,1581,6646,8694,3949,949,4035,4023,3990,1071,3931,19,335,337,341,348,344,345,4571,5360							57-88-5,81-25-4	
Nuclear receptors in lipid metabolism and toxicity	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP431	20081114113212	21588	S.Burel, MaintBot	34	13122,19016,19013,19015,19299,26874,11303,18670,27413,18671,18669,25303,76408,11307,27409,20186,22259,13124,18171,12355,13120,19401,19411,13113,22337,13082,218772,13106,13097,252927,13077,13081,13115								
Asparagine degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP432	20081114113212	21590	J.Heckman, MaintBot	9						S000001589,S000004017,S000002729,S000004145,S000004147,S000004148,S000004150		70-47-3,56-86-0	
tRNA Synthetases	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP433	20081114113212	21592	M.Braymer, MaintBot	35						S000000172,S000006081,S000002444,S000003496,S000001872,S000004050,S000002430,S000005457,S000003417,S000005862,S000002749,S000001061,S000003941,S000005191,S000005694,S000003214,S000000889,S000001340,S000006285,S000001133,S000000618,S000006025,S000005393,S000006251,S000006237,S000005961,S000005017,S000004374,S000003403,S000001062,S000001053,S000001677,S000003326,S000002676,S000006018			
TCA Cycle	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP434	20081114113212	21594	Kdahlquist, MaintBot, M.Braymer	29	18597,18598,68263,235339,13382,27402,18604,236900,27273,319518,18563,17449,17448,12974,11429,14194,67834,170718,15929,269951,66945,67680,66052,66925,18293,78920,56451,20917,20916								
One Carbon Metabolism	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP435	20090415112910	29220	Michiel, Khanspers, MaintBot, AlexanderPico, Evelo	49	53320,20425,107747,21452,17769,12116,13433,238505,210009,108156,14450,108147,13361,270685,69606,13435,13436,17768,14317,107885,269378,74340,108645,11720,434437,108037,22171,77683,110147							25513-46-6,59-30-3,135-16-0,4033-27-6,134-35-0,2800-34-2	15414
Glycogen Metabolism	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP436	20081114113213	21598	Kdahlquist, MaintBot	21	173149,3565201,174924, ,175091,178777,173843,176814,180644,180119,176149,177094,190101,178614,178117,179526,180100,175750,172826,181721,175395								
EGFR1 Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP437	20081114113213	21600	A.Pandey, MaintBot	177	1950,5894,3265,4893,3845,8036,5295,10746,2888,2885,2887,4215,6654,2886,5296,6464,8503,5290,5291,5293,5294,2549,9846,3716,6772,3717,6774,6776,6773,6777,5604,5578,4214,5590,5587,5584,5579,5582,5605,5606,5607,4216,7409,10451,7410,5598,5594,5595,2005,2002,5599,5609,5801,2697,7529,65125,1956,3855,3856,3872,3875,8290,6633,83481,5339,5782,5359,54206,9046,5306,23624,868,5338,5337,2060,2059,3064,5287,6451,1445,9185,10928,5899,85021,10188,10006,6655,1759,6457,998,10253,3727,2353,1050,4609,1051,5037,8462,25942,7050,3065,30011,6456,3725,6667,207,84867,6622,6195,6197,6196,160,8976,634,1915,26060,55198,9219,58513,29924,3092,8625,1432,10318,5931,50807,6812,1500,5586,5058,10044,9564,842,9252,4087,4088,466,1385,2308,5829,1999,8520,815,83737,369,4168,8882,5335,5336,5777,6714,867,1398,1399,51079,5879,2185,857,858,4690,8440,28964,6004,8651,9021,3636,5868,9712,378,8737,9020,5900,5921,5753,5573,5781,1843								
Non-homologous end joining	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP438	20090523121039	29612	Thomas, AlexanderPico, Khanspers, MaintBot, MartijnVanIersel	9	79840	ENSG00000121031,ENSG00000079246,ENSG00000196419,ENSG00000152422,ENSG00000113522,ENSG00000020922,ENSG00000187736							
