Ensembl Gene ID	Dog Ensembl Gene ID
ENSG00000138068	ENSCAFG00000006067
ENSG00000109181	
ENSG00000189415	
ENSG00000167186	ENSCAFG00000018135
ENSG00000108474	ENSCAFG00000018022
ENSG00000198416	
ENSG00000110888	ENSCAFG00000010713
ENSG00000145692	ENSCAFG00000009093
ENSG00000218739	
ENSG00000168575	ENSCAFG00000005472
ENSG00000178342	
ENSG00000122490	ENSCAFG00000000009
ENSG00000080511	ENSCAFG00000017955
ENSG00000115816	ENSCAFG00000023711
ENSG00000115816	ENSCAFG00000006085
ENSG00000152409	ENSCAFG00000009055
ENSG00000121775	ENSCAFG00000010805
ENSG00000101421	ENSCAFG00000007478
ENSG00000135220	
ENSG00000205730	ENSCAFG00000023604
ENSG00000166582	ENSCAFG00000018019
ENSG00000167798	ENSCAFG00000017946
ENSG00000176209	ENSCAFG00000005467
ENSG00000128918	ENSCAFG00000016466
ENSG00000204838	
ENSG00000147155	ENSCAFG00000015472
ENSG00000147155	ENSCAFG00000015193
ENSG00000147155	ENSCAFG00000004288
ENSG00000152413	ENSCAFG00000009074
ENSG00000196860	ENSCAFG00000015424
ENSG00000103528	ENSCAFG00000018136
ENSG00000215413	
ENSG00000147432	ENSCAFG00000005460
ENSG00000003509	ENSCAFG00000006096
ENSG00000198277	
ENSG00000170315	
ENSG00000125970	ENSCAFG00000007490
ENSG00000100575	ENSCAFG00000000152
ENSG00000164708	ENSCAFG00000002877
ENSG00000141759	ENSCAFG00000000008
ENSG00000171234	
ENSG00000121797	ENSCAFG00000013782
ENSG00000130813	ENSCAFG00000017921
ENSG00000166796	ENSCAFG00000009239
ENSG00000147434	ENSCAFG00000005444
ENSG00000204837	ENSCAFG00000014923
ENSG00000188477	
ENSG00000025800	ENSCAFG00000010737
ENSG00000122678	ENSCAFG00000002887
ENSG00000068354	ENSCAFG00000015483
ENSG00000213759	
ENSG00000103534	ENSCAFG00000018092
ENSG00000101546	ENSCAFG00000024219
ENSG00000164329	ENSCAFG00000009047
ENSG00000131931	ENSCAFG00000005418
ENSG00000100578	ENSCAFG00000015377
ENSG00000185352	
ENSG00000115825	ENSCAFG00000006119
ENSG00000165621	ENSCAFG00000005515
ENSG00000130812	ENSCAFG00000017920
ENSG00000110900	ENSCAFG00000015457
ENSG00000103569	ENSCAFG00000016556
ENSG00000012223	ENSCAFG00000013763
ENSG00000183148	
ENSG00000148498	ENSCAFG00000003737
ENSG00000166800	
ENSG00000204620	
ENSG00000135226	
ENSG00000187688	ENSCAFG00000018012
ENSG00000164309	ENSCAFG00000009031
ENSG00000139793	ENSCAFG00000005523
ENSG00000120925	ENSCAFG00000005417
ENSG00000125977	ENSCAFG00000007498
ENSG00000106624	ENSCAFG00000002917
ENSG00000101544	ENSCAFG00000000007
ENSG00000102317	ENSCAFG00000015485
ENSG00000102317	ENSCAFG00000016002
ENSG00000102317	ENSCAFG00000023295
ENSG00000084652	ENSCAFG00000010715
ENSG00000166035	ENSCAFG00000016560
ENSG00000178184	ENSCAFG00000000005
ENSG00000130810	ENSCAFG00000017917
ENSG00000013573	
ENSG00000074319	ENSCAFG00000009279
ENSG00000074319	ENSCAFG00000010125
ENSG00000115828	ENSCAFG00000006145
ENSG00000215111	
ENSG00000165617	ENSCAFG00000015431
ENSG00000215110	
ENSG00000170165	
ENSG00000101440	ENSCAFG00000024967
ENSG00000204831	
ENSG00000156096	
ENSG00000175061	
ENSG00000160050	ENSCAFG00000010703
ENSG00000168172	ENSCAFG00000005407
ENSG00000101444	ENSCAFG00000007504
ENSG00000181350	ENSCAFG00000018011
ENSG00000204829	
ENSG00000137845	ENSCAFG00000016568
ENSG00000100592	ENSCAFG00000015505
ENSG00000160051	ENSCAFG00000010701
ENSG00000106628	ENSCAFG00000002933
ENSG00000173610	
ENSG00000204625	
ENSG00000163171	ENSCAFG00000006151
ENSG00000177034	ENSCAFG00000009012
ENSG00000006007	ENSCAFG00000018078
ENSG00000168522	ENSCAFG00000005385
ENSG00000151116	ENSCAFG00000009323
ENSG00000221830	ENSCAFG00000017912
ENSG00000100348	ENSCAFG00000001553
ENSG00000141040	ENSCAFG00000017966
ENSG00000113296	ENSCAFG00000008975
ENSG00000215126	ENSCAFG00000001943
ENSG00000125249	ENSCAFG00000005531
ENSG00000222046	ENSCAFG00000023234
ENSG00000173597	ENSCAFG00000002871
ENSG00000101940	ENSCAFG00000015491
ENSG00000163825	ENSCAFG00000013719
ENSG00000078747	ENSCAFG00000007528
ENSG00000160055	ENSCAFG00000010699
ENSG00000115841	ENSCAFG00000006160
ENSG00000204623	
ENSG00000130811	ENSCAFG00000017908
ENSG00000197566	
ENSG00000100350	ENSCAFG00000001550
ENSG00000109193	ENSCAFG00000002878
ENSG00000163827	ENSCAFG00000013716
ENSG00000103540	ENSCAFG00000018069
ENSG00000164300	ENSCAFG00000008891
ENSG00000204828	
ENSG00000204622	
ENSG00000065150	ENSCAFG00000005561
ENSG00000182625	ENSCAFG00000019322
ENSG00000205527	
ENSG00000084623	ENSCAFG00000010674
ENSG00000170160	ENSCAFG00000024831
ENSG00000170160	ENSCAFG00000023960
ENSG00000128923	ENSCAFG00000016578
ENSG00000184188	ENSCAFG00000023180
ENSG00000184906	ENSCAFG00000000413
ENSG00000220785	
ENSG00000138061	ENSCAFG00000006164
ENSG00000106631	
ENSG00000183615	ENSCAFG00000010656
ENSG00000164299	ENSCAFG00000008854
ENSG00000130816	ENSCAFG00000017892
ENSG00000130816	ENSCAFG00000008367
ENSG00000179119	ENSCAFG00000009340
ENSG00000181619	ENSCAFG00000015549
ENSG00000126545	
ENSG00000181997	ENSCAFG00000001854
ENSG00000103544	ENSCAFG00000018038
ENSG00000196299	ENSCAFG00000012184
ENSG00000039319	ENSCAFG00000008834
ENSG00000163828	ENSCAFG00000013711
ENSG00000100353	ENSCAFG00000001544
ENSG00000125971	ENSCAFG00000007547
ENSG00000106633	ENSCAFG00000002944
ENSG00000182866	ENSCAFG00000010625
ENSG00000137776	ENSCAFG00000016586
ENSG00000185900	ENSCAFG00000005382
ENSG00000066379	ENSCAFG00000012186
ENSG00000126790	ENSCAFG00000015556
ENSG00000015285	ENSCAFG00000015519
ENSG00000151117	ENSCAFG00000009346
ENSG00000176057	
ENSG00000165102	ENSCAFG00000005378
ENSG00000050130	ENSCAFG00000015564
ENSG00000177359	ENSCAFG00000013748
ENSG00000132498	
ENSG00000119787	ENSCAFG00000006181
ENSG00000108094	ENSCAFG00000003705
ENSG00000178038	ENSCAFG00000013696
ENSG00000179057	ENSCAFG00000009362
ENSG00000175898	ENSCAFG00000017882
ENSG00000135222	ENSCAFG00000002881
ENSG00000188400	
ENSG00000101460	ENSCAFG00000007559
ENSG00000152380	ENSCAFG00000008823
ENSG00000215112	
ENSG00000128422	ENSCAFG00000007595
ENSG00000185775	ENSCAFG00000013574
ENSG00000189127	
ENSG00000105364	ENSCAFG00000017881
ENSG00000103550	ENSCAFG00000018032
ENSG00000103550	ENSCAFG00000017175
ENSG00000103550	ENSCAFG00000016548
ENSG00000103550	ENSCAFG00000018533
ENSG00000126549	
ENSG00000113318	ENSCAFG00000008788
ENSG00000154529	
ENSG00000139797	ENSCAFG00000018430
ENSG00000139797	ENSCAFG00000018373
ENSG00000214685	
ENSG00000188877	
ENSG00000101945	ENSCAFG00000015545
ENSG00000110786	ENSCAFG00000009391
ENSG00000151838	ENSCAFG00000015570
ENSG00000174628	ENSCAFG00000018031
ENSG00000204619	ENSCAFG00000012189
ENSG00000101464	ENSCAFG00000007571
ENSG00000143889	
ENSG00000205649	
ENSG00000139146	ENSCAFG00000010685
ENSG00000139146	ENSCAFG00000009991
ENSG00000152767	ENSCAFG00000005595
ENSG00000139970	ENSCAFG00000015578
ENSG00000106636	ENSCAFG00000002903
ENSG00000106636	ENSCAFG00000024644
ENSG00000188873	ENSCAFG00000005219
ENSG00000188873	ENSCAFG00000004199
ENSG00000126550	
ENSG00000215177	ENSCAFG00000013527
ENSG00000215177	ENSCAFG00000014294
ENSG00000215177	ENSCAFG00000025240
ENSG00000215177	ENSCAFG00000015582
ENSG00000215177	ENSCAFG00000023718
ENSG00000188078	ENSCAFG00000009367
ENSG00000164808	ENSCAFG00000025137
ENSG00000164808	ENSCAFG00000009134
ENSG00000116478	ENSCAFG00000010597
ENSG00000166862	ENSCAFG00000001527
ENSG00000171433	ENSCAFG00000015562
ENSG00000095794	ENSCAFG00000003685
ENSG00000157450	ENSCAFG00000016610
ENSG00000187533	
ENSG00000102145	ENSCAFG00000015572
ENSG00000205312	
ENSG00000090339	
ENSG00000128438	ENSCAFG00000024444
ENSG00000128438	ENSCAFG00000023521
ENSG00000128438	ENSCAFG00000024454
ENSG00000128438	ENSCAFG00000024550
ENSG00000128438	ENSCAFG00000019721
ENSG00000128438	ENSCAFG00000023621
ENSG00000128438	ENSCAFG00000025270
ENSG00000128438	ENSCAFG00000025100
ENSG00000128438	ENSCAFG00000025581
ENSG00000215175	
ENSG00000109205	ENSCAFG00000002882
ENSG00000078804	ENSCAFG00000007578
ENSG00000100360	ENSCAFG00000001526
ENSG00000113319	ENSCAFG00000008744
ENSG00000094631	ENSCAFG00000015620
ENSG00000221869	
ENSG00000177340	
ENSG00000108516	ENSCAFG00000018519
ENSG00000181585	ENSCAFG00000013661
ENSG00000204618	ENSCAFG00000012193
ENSG00000157456	ENSCAFG00000016600
ENSG00000170255	
ENSG00000167191	ENSCAFG00000018027
ENSG00000170456	ENSCAFG00000010680
ENSG00000175130	ENSCAFG00000010588
ENSG00000121031	ENSCAFG00000006555
ENSG00000206549	ENSCAFG00000023396
ENSG00000105371	ENSCAFG00000017874
ENSG00000183695	
ENSG00000133030	
ENSG00000181617	
ENSG00000058404	
ENSG00000131951	ENSCAFG00000015585
ENSG00000198646	ENSCAFG00000007588
ENSG00000180269	ENSCAFG00000018025
ENSG00000212952	
ENSG00000100362	ENSCAFG00000001525
ENSG00000143891	ENSCAFG00000006254
ENSG00000162526	ENSCAFG00000010585
ENSG00000102572	ENSCAFG00000005625
ENSG00000204814	
ENSG00000214858	
ENSG00000188086	
ENSG00000177054	ENSCAFG00000009410
ENSG00000171209	ENSCAFG00000002889
ENSG00000131730	ENSCAFG00000008707
ENSG00000169347	ENSCAFG00000018023
ENSG00000126773	ENSCAFG00000015592
ENSG00000204813	
ENSG00000204616	
ENSG00000160058	ENSCAFG00000010567
ENSG00000154537	
ENSG00000178055	ENSCAFG00000023990
ENSG00000157483	ENSCAFG00000016635
ENSG00000105376	ENSCAFG00000017872
ENSG00000100365	ENSCAFG00000001522
ENSG00000160808	ENSCAFG00000013618
ENSG00000115875	ENSCAFG00000006272
ENSG00000145309	ENSCAFG00000002893
ENSG00000131732	ENSCAFG00000008703
ENSG00000131732	ENSCAFG00000023419
ENSG00000204811	
ENSG00000100612	ENSCAFG00000015598
ENSG00000109208	
ENSG00000220201	
ENSG00000215897	ENSCAFG00000023754
ENSG00000171989	
ENSG00000167807	ENSCAFG00000017868
ENSG00000182368	
ENSG00000160062	ENSCAFG00000023779
ENSG00000129170	ENSCAFG00000009424
ENSG00000171201	
ENSG00000160801	ENSCAFG00000013600
ENSG00000157470	ENSCAFG00000016655
ENSG00000172497	ENSCAFG00000008698
ENSG00000204807	
ENSG00000100614	ENSCAFG00000015603
ENSG00000131067	ENSCAFG00000007598
ENSG00000152147	ENSCAFG00000006301
ENSG00000100368	ENSCAFG00000001519
ENSG00000204805	
ENSG00000169344	ENSCAFG00000018021
ENSG00000204614	
ENSG00000139160	ENSCAFG00000010675
ENSG00000204802	
ENSG00000161847	ENSCAFG00000017861
ENSG00000140297	ENSCAFG00000016661
ENSG00000214899	
ENSG00000176261	ENSCAFG00000010550
ENSG00000179598	ENSCAFG00000018470
ENSG00000145687	ENSCAFG00000008677
ENSG00000187682	ENSCAFG00000015652
ENSG00000102109	ENSCAFG00000015657
ENSG00000129173	ENSCAFG00000009431
ENSG00000171199	
ENSG00000163214	ENSCAFG00000006228
ENSG00000154803	ENSCAFG00000018469
ENSG00000076662	
ENSG00000104738	ENSCAFG00000006598
ENSG00000212951	
ENSG00000140307	ENSCAFG00000016665
ENSG00000215403	
ENSG00000185264	ENSCAFG00000001517
ENSG00000171195	
ENSG00000126768	ENSCAFG00000015663
ENSG00000151743	ENSCAFG00000010668
ENSG00000162521	ENSCAFG00000010527
ENSG00000188377	
ENSG00000152348	ENSCAFG00000008646
ENSG00000160799	ENSCAFG00000013588
ENSG00000204613	ENSCAFG00000012200
ENSG00000188375	
ENSG00000197053	
ENSG00000187689	ENSCAFG00000002895
ENSG00000128311	ENSCAFG00000001516
ENSG00000088386	ENSCAFG00000005656
ENSG00000105397	ENSCAFG00000017834
ENSG00000131069	ENSCAFG00000007637
ENSG00000160796	ENSCAFG00000013517
ENSG00000196540	ENSCAFG00000013574
ENSG00000166833	ENSCAFG00000009777
ENSG00000169340	ENSCAFG00000018015
ENSG00000174718	ENSCAFG00000010639
ENSG00000140299	ENSCAFG00000016676
ENSG00000186468	ENSCAFG00000008642
ENSG00000141030	ENSCAFG00000018463
ENSG00000179008	ENSCAFG00000015614
ENSG00000188010	ENSCAFG00000006306
ENSG00000178522	ENSCAFG00000002904
ENSG00000102103	ENSCAFG00000015672
ENSG00000162520	ENSCAFG00000010513
ENSG00000128309	ENSCAFG00000001514
ENSG00000204798	
ENSG00000169139	
ENSG00000183549	ENSCAFG00000023658
ENSG00000170161	
ENSG00000105401	
ENSG00000205464	ENSCAFG00000025008
ENSG00000204610	
ENSG00000214694	ENSCAFG00000006310
ENSG00000176134	ENSCAFG00000000413
ENSG00000205462	
ENSG00000151746	ENSCAFG00000010619
ENSG00000184302	ENSCAFG00000015619
ENSG00000015676	ENSCAFG00000003026
ENSG00000174695	
ENSG00000176115	ENSCAFG00000001854
ENSG00000115904	ENSCAFG00000006340
ENSG00000162522	ENSCAFG00000010510
ENSG00000171956	
ENSG00000034239	ENSCAFG00000006629
ENSG00000205309	ENSCAFG00000018457
ENSG00000066813	ENSCAFG00000024109
ENSG00000088387	ENSCAFG00000005730
ENSG00000132464	ENSCAFG00000002909
ENSG00000152422	ENSCAFG00000008636
ENSG00000181555	ENSCAFG00000013392
ENSG00000186466	ENSCAFG00000001854
ENSG00000108100	ENSCAFG00000003678
ENSG00000019549	ENSCAFG00000006638
ENSG00000065989	ENSCAFG00000017790
ENSG00000126778	ENSCAFG00000015623
ENSG00000134684	ENSCAFG00000010481
ENSG00000139132	ENSCAFG00000010589
ENSG00000015520	ENSCAFG00000002984
ENSG00000141026	ENSCAFG00000018452
ENSG00000132465	ENSCAFG00000002911
ENSG00000170215	
ENSG00000182718	ENSCAFG00000002139
ENSG00000182718	ENSCAFG00000003618
ENSG00000168333	
ENSG00000100379	ENSCAFG00000001513
ENSG00000196774	
ENSG00000108551	ENSCAFG00000018451
ENSG00000100625	ENSCAFG00000015627
ENSG00000132467	ENSCAFG00000002913
ENSG00000147481	ENSCAFG00000006708
ENSG00000018189	ENSCAFG00000002918
ENSG00000183747	ENSCAFG00000024109
ENSG00000100983	ENSCAFG00000007671
ENSG00000205111	ENSCAFG00000006354
ENSG00000137313	ENSCAFG00000024753
ENSG00000116497	ENSCAFG00000010456
ENSG00000088727	ENSCAFG00000013358
ENSG00000011566	ENSCAFG00000006426
ENSG00000147485	ENSCAFG00000006732
ENSG00000133027	ENSCAFG00000018444
ENSG00000155282	
ENSG00000087470	ENSCAFG00000010528
ENSG00000020426	ENSCAFG00000015639
ENSG00000038427	ENSCAFG00000008582
ENSG00000187045	ENSCAFG00000001512
ENSG00000177291	
ENSG00000204794	ENSCAFG00000001930
ENSG00000185102	ENSCAFG00000023176
ENSG00000166743	ENSCAFG00000024625
ENSG00000078814	ENSCAFG00000007782
ENSG00000132463	ENSCAFG00000002922
ENSG00000177283	ENSCAFG00000003672
ENSG00000136271	ENSCAFG00000003041
ENSG00000148513	
ENSG00000102100	ENSCAFG00000015681
ENSG00000160097	ENSCAFG00000010445
ENSG00000168300	ENSCAFG00000006743
ENSG00000204793	
ENSG00000204790	ENSCAFG00000001943
ENSG00000109851	ENSCAFG00000009813
ENSG00000126814	ENSCAFG00000015647
ENSG00000109854	ENSCAFG00000009822
ENSG00000066654	ENSCAFG00000017985
ENSG00000198105	
ENSG00000147488	ENSCAFG00000006762
ENSG00000079999	ENSCAFG00000017784
ENSG00000139974	ENSCAFG00000015656
ENSG00000102096	ENSCAFG00000015683
ENSG00000173542	ENSCAFG00000002926
ENSG00000204600	ENSCAFG00000000487
ENSG00000204600	ENSCAFG00000000500
ENSG00000204600	ENSCAFG00000000492
ENSG00000121905	ENSCAFG00000010425
ENSG00000158604	ENSCAFG00000003057
ENSG00000005187	ENSCAFG00000017952
ENSG00000108557	ENSCAFG00000018437
ENSG00000100991	ENSCAFG00000007912
ENSG00000196711	ENSCAFG00000025412
ENSG00000114648	ENSCAFG00000013286
ENSG00000128915	ENSCAFG00000016690
ENSG00000185238	ENSCAFG00000009831
ENSG00000152154	ENSCAFG00000006467
ENSG00000204599	
ENSG00000182107	ENSCAFG00000015660
ENSG00000121900	ENSCAFG00000010413
ENSG00000068308	ENSCAFG00000015689
ENSG00000069667	ENSCAFG00000016700
ENSG00000023287	ENSCAFG00000006819
ENSG00000027075	ENSCAFG00000015695
ENSG00000156136	ENSCAFG00000002931
ENSG00000134882	ENSCAFG00000005799
ENSG00000100385	ENSCAFG00000001511
ENSG00000105953	ENSCAFG00000003104
ENSG00000105953	ENSCAFG00000025160
ENSG00000145681	ENSCAFG00000008508
ENSG00000175395	
ENSG00000180739	ENSCAFG00000017781
ENSG00000138050	ENSCAFG00000006471
ENSG00000139131	ENSCAFG00000010496
ENSG00000165970	ENSCAFG00000009856
ENSG00000076201	ENSCAFG00000013238
ENSG00000088298	ENSCAFG00000007932
ENSG00000116514	ENSCAFG00000010404
ENSG00000196400	
ENSG00000072310	ENSCAFG00000018436
ENSG00000005189	ENSCAFG00000017924
ENSG00000204788	
ENSG00000172014	
ENSG00000164176	ENSCAFG00000008467
ENSG00000102057	ENSCAFG00000015697
ENSG00000100644	ENSCAFG00000015718
ENSG00000057294	ENSCAFG00000010484
ENSG00000080493	ENSCAFG00000002939
ENSG00000133466	ENSCAFG00000001510
ENSG00000221917	
ENSG00000130734	ENSCAFG00000017776
ENSG00000217644	
ENSG00000189180	
ENSG00000182021	ENSCAFG00000000413
ENSG00000004455	ENSCAFG00000010390
ENSG00000197550	
ENSG00000205449	
ENSG00000183729	
ENSG00000204779	
ENSG00000165973	ENSCAFG00000009933
ENSG00000127184	ENSCAFG00000024056
ENSG00000127184	ENSCAFG00000024221
ENSG00000125245	ENSCAFG00000005800
ENSG00000204778	
ENSG00000184659	
ENSG00000183023	ENSCAFG00000023592
ENSG00000183023	ENSCAFG00000006475
ENSG00000068400	ENSCAFG00000015744
ENSG00000129347	ENSCAFG00000017764
ENSG00000122515	
ENSG00000172785	ENSCAFG00000001943
ENSG00000101000	ENSCAFG00000007945
ENSG00000183473	
ENSG00000082556	ENSCAFG00000006891
ENSG00000145715	ENSCAFG00000008410
ENSG00000204596	ENSCAFG00000000394
ENSG00000188215	ENSCAFG00000017880
ENSG00000110975	ENSCAFG00000010475
ENSG00000114650	ENSCAFG00000013200
ENSG00000075407	
ENSG00000128340	ENSCAFG00000001508
ENSG00000129003	ENSCAFG00000016774
ENSG00000125966	ENSCAFG00000007966
ENSG00000169508	ENSCAFG00000005802
ENSG00000102897	ENSCAFG00000017878
ENSG00000139133	ENSCAFG00000010466
ENSG00000129355	ENSCAFG00000017760
ENSG00000142920	ENSCAFG00000010369
ENSG00000047249	ENSCAFG00000006947
ENSG00000175662	ENSCAFG00000018424
ENSG00000171714	ENSCAFG00000010053
ENSG00000175548	ENSCAFG00000010466
ENSG00000125304	ENSCAFG00000005809
ENSG00000023608	ENSCAFG00000015722
ENSG00000126005	ENSCAFG00000008000
ENSG00000204592	ENSCAFG00000008234
ENSG00000158486	ENSCAFG00000017844
ENSG00000196262	
ENSG00000091664	ENSCAFG00000010093
ENSG00000100055	ENSCAFG00000001506
ENSG00000134480	ENSCAFG00000008374
ENSG00000068323	ENSCAFG00000015765
ENSG00000145321	ENSCAFG00000002949
ENSG00000011638	ENSCAFG00000017819
ENSG00000099251	ENSCAFG00000013211
ENSG00000139973	ENSCAFG00000015728
ENSG00000139117	ENSCAFG00000010406
ENSG00000183161	
ENSG00000125246	ENSCAFG00000005823
ENSG00000129354	ENSCAFG00000017746
ENSG00000186369	
ENSG00000103310	ENSCAFG00000017814
ENSG00000163832	ENSCAFG00000013172
ENSG00000147144	ENSCAFG00000015776
ENSG00000164180	ENSCAFG00000008333
ENSG00000214990	
ENSG00000116525	ENSCAFG00000010379
ENSG00000148935	ENSCAFG00000010113
ENSG00000140015	
ENSG00000129353	ENSCAFG00000017715
ENSG00000147509	ENSCAFG00000006955
ENSG00000081189	ENSCAFG00000008302
ENSG00000166897	ENSCAFG00000001504
ENSG00000120555	ENSCAFG00000003216
ENSG00000171962	ENSCAFG00000018406
ENSG00000056291	ENSCAFG00000002952
ENSG00000214691	
ENSG00000102050	ENSCAFG00000015779
ENSG00000139800	ENSCAFG00000005834
ENSG00000205086	
ENSG00000198168	
ENSG00000215153	
ENSG00000114646	ENSCAFG00000013156
ENSG00000100060	ENSCAFG00000001503
ENSG00000139116	ENSCAFG00000010250
ENSG00000162878	ENSCAFG00000006479
ENSG00000160094	ENSCAFG00000023543
ENSG00000196873	ENSCAFG00000001943
ENSG00000187398	ENSCAFG00000010135
ENSG00000175311	ENSCAFG00000017810
ENSG00000125998	ENSCAFG00000008011
ENSG00000204590	ENSCAFG00000000396
ENSG00000198535	
ENSG00000196998	ENSCAFG00000015785
ENSG00000103316	ENSCAFG00000017807
ENSG00000215146	
ENSG00000184389	ENSCAFG00000010375
ENSG00000153140	ENSCAFG00000008286
ENSG00000101019	ENSCAFG00000008016
ENSG00000205502	
ENSG00000156140	ENSCAFG00000002956
ENSG00000100065	ENSCAFG00000001502
ENSG00000105968	ENSCAFG00000003128
ENSG00000182632	
ENSG00000134343	ENSCAFG00000010152
ENSG00000143924	ENSCAFG00000006510
ENSG00000171953	ENSCAFG00000018396
ENSG00000129351	ENSCAFG00000017691
ENSG00000134686	ENSCAFG00000010340
ENSG00000126785	ENSCAFG00000015764
ENSG00000185904	
ENSG00000220356	ENSCAFG00000020072
ENSG00000176055	ENSCAFG00000008282
ENSG00000173473	ENSCAFG00000013136
ENSG00000187735	ENSCAFG00000006970
ENSG00000166104	
ENSG00000043355	ENSCAFG00000005835
ENSG00000189149	
ENSG00000171914	ENSCAFG00000016905
ENSG00000113356	ENSCAFG00000008281
ENSG00000196693	
ENSG00000158482	ENSCAFG00000018849
ENSG00000169550	ENSCAFG00000010162
ENSG00000141034	ENSCAFG00000018392
ENSG00000173208	ENSCAFG00000010022
ENSG00000204576	ENSCAFG00000000400
ENSG00000169246	
ENSG00000176018	ENSCAFG00000008275
ENSG00000187559	
ENSG00000068394	ENSCAFG00000015794
ENSG00000179600	ENSCAFG00000015780
ENSG00000163626	ENSCAFG00000002962
ENSG00000128283	ENSCAFG00000001501
ENSG00000148942	ENSCAFG00000010165
ENSG00000120992	ENSCAFG00000006978
ENSG00000154001	ENSCAFG00000015787
ENSG00000175198	ENSCAFG00000005838
ENSG00000154330	ENSCAFG00000001930
ENSG00000108591	ENSCAFG00000018357
ENSG00000164199	ENSCAFG00000023533
ENSG00000115944	ENSCAFG00000006519
ENSG00000165733	ENSCAFG00000007114
ENSG00000180116	ENSCAFG00000010000
ENSG00000140416	ENSCAFG00000016966
ENSG00000132466	ENSCAFG00000002998
ENSG00000146676	ENSCAFG00000003130
ENSG00000214773	
ENSG00000017621	
ENSG00000100079	ENSCAFG00000001484
ENSG00000136286	ENSCAFG00000003131
ENSG00000132153	ENSCAFG00000013038
ENSG00000151229	ENSCAFG00000009975
ENSG00000121903	ENSCAFG00000010289
ENSG00000137547	ENSCAFG00000006988
ENSG00000205767	ENSCAFG00000008989
ENSG00000205767	ENSCAFG00000000846
ENSG00000205691	
ENSG00000125965	ENSCAFG00000008027
ENSG00000176971	ENSCAFG00000010169
ENSG00000181778	ENSCAFG00000001927
ENSG00000100083	ENSCAFG00000001496
ENSG00000102007	ENSCAFG00000015798
ENSG00000204574	ENSCAFG00000000388
ENSG00000140006	ENSCAFG00000015791
ENSG00000165731	ENSCAFG00000007076
ENSG00000171126	ENSCAFG00000006520
ENSG00000091536	ENSCAFG00000018319
ENSG00000185984	
ENSG00000129151	ENSCAFG00000010174
ENSG00000213339	ENSCAFG00000017671
ENSG00000187866	ENSCAFG00000001926
ENSG00000126821	
ENSG00000164736	ENSCAFG00000025327
ENSG00000057935	ENSCAFG00000006527
ENSG00000204183	
ENSG00000107242	ENSCAFG00000001916
ENSG00000104237	ENSCAFG00000006995
ENSG00000126001	ENSCAFG00000008037
ENSG00000012211	ENSCAFG00000015801
ENSG00000188906	ENSCAFG00000009926
ENSG00000109881	ENSCAFG00000010182
ENSG00000134864	ENSCAFG00000005857
ENSG00000079805	ENSCAFG00000017651
ENSG00000214873	ENSCAFG00000019899
ENSG00000136280	ENSCAFG00000003136
ENSG00000121904	ENSCAFG00000003651
ENSG00000197006	ENSCAFG00000017710
ENSG00000113369	ENSCAFG00000008118
ENSG00000206579	ENSCAFG00000006999
ENSG00000163631	ENSCAFG00000003016
ENSG00000054654	ENSCAFG00000015819
ENSG00000102003	ENSCAFG00000015805
ENSG00000125247	ENSCAFG00000005865
ENSG00000047849	ENSCAFG00000012975
ENSG00000162881	ENSCAFG00000002433
ENSG00000167904	ENSCAFG00000007009
ENSG00000165059	
ENSG00000162882	ENSCAFG00000002435
ENSG00000169826	ENSCAFG00000007056
ENSG00000165060	ENSCAFG00000001904
ENSG00000205213	ENSCAFG00000010188
ENSG00000175745	ENSCAFG00000010911
ENSG00000137574	ENSCAFG00000007011
ENSG00000204569	ENSCAFG00000000406
ENSG00000091542	ENSCAFG00000018315
ENSG00000205434	
ENSG00000102001	ENSCAFG00000015873
ENSG00000140749	ENSCAFG00000017712
ENSG00000113391	ENSCAFG00000008064
ENSG00000198915	ENSCAFG00000007068
ENSG00000136274	
ENSG00000131899	ENSCAFG00000018305
ENSG00000152518	ENSCAFG00000002438
ENSG00000100092	ENSCAFG00000001490
ENSG00000119139	ENSCAFG00000001902
ENSG00000218494	
ENSG00000155719	ENSCAFG00000017706
ENSG00000147507	ENSCAFG00000007034
ENSG00000136270	ENSCAFG00000003139
ENSG00000103642	ENSCAFG00000016978
ENSG00000175483	ENSCAFG00000008051
ENSG00000125975	ENSCAFG00000025516
ENSG00000178006	
ENSG00000148943	ENSCAFG00000010196
ENSG00000150201	ENSCAFG00000024923
ENSG00000185261	
ENSG00000204568	ENSCAFG00000000411
ENSG00000125991	ENSCAFG00000008085
ENSG00000133302	ENSCAFG00000008024
ENSG00000214639	ENSCAFG00000012865
ENSG00000214639	ENSCAFG00000014044
ENSG00000185088	ENSCAFG00000025277
ENSG00000169813	ENSCAFG00000007044
ENSG00000115970	ENSCAFG00000002463
ENSG00000185641	
ENSG00000221912	
ENSG00000176697	ENSCAFG00000010207
ENSG00000205592	
ENSG00000102452	ENSCAFG00000005902
ENSG00000177731	ENSCAFG00000018283
ENSG00000101997	ENSCAFG00000015922
ENSG00000175471	ENSCAFG00000007983
ENSG00000176256	
ENSG00000099203	ENSCAFG00000017631
ENSG00000100097	ENSCAFG00000001487
ENSG00000166128	ENSCAFG00000016983
ENSG00000180812	
ENSG00000018236	ENSCAFG00000009872
ENSG00000137343	ENSCAFG00000000414
ENSG00000008988	ENSCAFG00000004800
ENSG00000214212	ENSCAFG00000017628
ENSG00000196793	
ENSG00000142698	ENSCAFG00000024816
