Ensembl Gene ID	Chicken Ensembl Gene ID
ENSG00000096746	ENSGALG00000003947
ENSG00000167461	ENSGALG00000003998
ENSG00000138698	ENSGALG00000012222
ENSG00000183086	ENSGALG00000001166
ENSG00000175619	
ENSG00000204389	
ENSG00000169371	ENSGALG00000001671
ENSG00000165233	ENSGALG00000005222
ENSG00000172208	
ENSG00000139648	ENSGALG00000010252
ENSG00000212837	
ENSG00000131669	ENSGALG00000005219
ENSG00000143971	ENSGALG00000008769
ENSG00000188677	ENSGALG00000014201
ENSG00000006837	
ENSG00000176567	
ENSG00000168268	ENSGALG00000001567
ENSG00000100591	ENSGALG00000010463
ENSG00000174374	ENSGALG00000001174
ENSG00000196684	
ENSG00000164941	ENSGALG00000015984
ENSG00000170484	ENSGALG00000010252
ENSG00000176555	
ENSG00000214689	
ENSG00000197223	ENSGALG00000008765
ENSG00000119048	ENSGALG00000006435
ENSG00000204388	
ENSG00000183604	
ENSG00000204130	ENSGALG00000003990
ENSG00000176547	
ENSG00000100593	ENSGALG00000010468
ENSG00000170486	ENSGALG00000010252
ENSG00000168273	ENSGALG00000022663
ENSG00000141977	ENSGALG00000003978
ENSG00000124155	ENSGALG00000003909
ENSG00000177971	ENSGALG00000016714
ENSG00000165238	ENSGALG00000005210
ENSG00000174428	
ENSG00000169217	
ENSG00000197161	
ENSG00000175305	ENSGALG00000015985
ENSG00000163939	ENSGALG00000001590
ENSG00000165349	
ENSG00000186049	ENSGALG00000010252
ENSG00000145835	
ENSG00000176540	
ENSG00000173548	ENSGALG00000001675
ENSG00000204387	
ENSG00000105058	ENSGALG00000003967
ENSG00000221823	ENSGALG00000008760
ENSG00000182565	
ENSG00000169221	
ENSG00000138964	ENSGALG00000014203
ENSG00000043143	ENSGALG00000006424
ENSG00000205046	
ENSG00000214467	
ENSG00000072958	ENSGALG00000003959
ENSG00000138346	ENSGALG00000004037
ENSG00000168785	ENSGALG00000012227
ENSG00000173546	ENSGALG00000002678
ENSG00000172867	ENSGALG00000018666
ENSG00000172867	ENSGALG00000018943
ENSG00000152700	ENSGALG00000006419
ENSG00000214907	
ENSG00000164938	ENSGALG00000015987
ENSG00000220948	
ENSG00000100596	ENSGALG00000010482
ENSG00000147164	ENSGALG00000005659
ENSG00000138944	ENSGALG00000014205
ENSG00000127528	ENSGALG00000003939
ENSG00000101443	ENSGALG00000023570
ENSG00000205044	
ENSG00000180209	
ENSG00000151247	ENSGALG00000012233
ENSG00000167768	ENSGALG00000018666
ENSG00000167768	ENSGALG00000018943
ENSG00000220702	
ENSG00000182950	
ENSG00000126861	ENSGALG00000005594
ENSG00000165178	ENSGALG00000001189
ENSG00000182053	
ENSG00000188636	
ENSG00000156170	ENSGALG00000019447
ENSG00000117407	
ENSG00000115946	ENSGALG00000009093
ENSG00000204352	ENSGALG00000005177
ENSG00000219228	
ENSG00000100601	ENSGALG00000010485
ENSG00000188938	
ENSG00000214677	
ENSG00000184481	ENSGALG00000005658
ENSG00000122912	ENSGALG00000004065
ENSG00000187812	
ENSG00000204386	
ENSG00000127527	ENSGALG00000021601
ENSG00000167141	
ENSG00000187012	
ENSG00000214893	
ENSG00000185862	
ENSG00000180096	
ENSG00000140367	ENSGALG00000002989
ENSG00000214891	
ENSG00000189182	ENSGALG00000018666
ENSG00000189182	ENSGALG00000018943
ENSG00000186654	ENSGALG00000019261
ENSG00000175895	ENSGALG00000015988
ENSG00000119705	
ENSG00000115953	
ENSG00000113615	ENSGALG00000006417
ENSG00000204165	
ENSG00000126860	ENSGALG00000005588
ENSG00000086205	ENSGALG00000017234
ENSG00000205509	
ENSG00000156172	ENSGALG00000015989
ENSG00000117408	ENSGALG00000010087
ENSG00000185069	ENSGALG00000018666
ENSG00000185069	ENSGALG00000018943
ENSG00000100603	ENSGALG00000010501
ENSG00000138336	ENSGALG00000004073
ENSG00000147168	ENSGALG00000005638
ENSG00000048828	ENSGALG00000005177
ENSG00000214886	ENSGALG00000010046
ENSG00000101446	
ENSG00000156466	
ENSG00000167196	ENSGALG00000002953
ENSG00000119865	ENSGALG00000008757
ENSG00000164024	ENSGALG00000012239
ENSG00000180035	
ENSG00000101448	
ENSG00000186442	ENSGALG00000018666
ENSG00000186442	ENSGALG00000018943
ENSG00000204385	
ENSG00000156467	ENSGALG00000015991
ENSG00000164615	ENSGALG00000006411
ENSG00000164615	ENSGALG00000000292
ENSG00000141979	ENSGALG00000003914
ENSG00000179965	
ENSG00000060339	ENSGALG00000004108
ENSG00000174384	ENSGALG00000003430
ENSG00000132768	ENSGALG00000010089
ENSG00000131242	ENSGALG00000003227
ENSG00000115956	ENSGALG00000008756
ENSG00000169752	
ENSG00000197894	ENSGALG00000012245
ENSG00000170477	ENSGALG00000018666
ENSG00000170477	ENSGALG00000018943
ENSG00000105072	ENSGALG00000021883
ENSG00000197734	
ENSG00000145833	ENSGALG00000006404
ENSG00000156469	ENSGALG00000015993
ENSG00000179958	
ENSG00000212836	
ENSG00000063761	ENSGALG00000010504
ENSG00000185640	ENSGALG00000018947
ENSG00000085872	ENSGALG00000003824
ENSG00000117410	ENSGALG00000010091
ENSG00000169758	ENSGALG00000002945
ENSG00000198750	ENSGALG00000001166
ENSG00000204923	ENSGALG00000008753
ENSG00000179918	
ENSG00000204371	
ENSG00000156471	ENSGALG00000015998
ENSG00000005844	
ENSG00000184634	ENSGALG00000005624
ENSG00000170423	ENSGALG00000010252
ENSG00000181904	ENSGALG00000006371
ENSG00000169621	ENSGALG00000008745
ENSG00000205508	
ENSG00000158901	
ENSG00000021645	ENSGALG00000010518
ENSG00000197724	ENSGALG00000005161
ENSG00000140374	ENSGALG00000002925
ENSG00000172301	
ENSG00000198099	
ENSG00000127526	ENSGALG00000003794
ENSG00000113621	ENSGALG00000021181
ENSG00000117411	ENSGALG00000010094
ENSG00000189011	ENSGALG00000003430
ENSG00000214525	
ENSG00000180205	
ENSG00000165730	ENSGALG00000004118
ENSG00000169618	ENSGALG00000008741
ENSG00000169439	ENSGALG00000015999
ENSG00000180305	
ENSG00000108651	ENSGALG00000003260
ENSG00000205506	
ENSG00000105085	ENSGALG00000024173
ENSG00000132570	ENSGALG00000006367
ENSG00000163938	ENSGALG00000001613
ENSG00000159214	
ENSG00000180083	
ENSG00000169957	ENSGALG00000013849
ENSG00000169957	ENSGALG00000021969
ENSG00000159556	
ENSG00000123447	ENSGALG00000017237
ENSG00000196085	
ENSG00000170421	
ENSG00000163219	ENSGALG00000000132
ENSG00000104324	ENSGALG00000016000
ENSG00000104324	ENSGALG00000022789
ENSG00000182931	
ENSG00000205035	
ENSG00000152705	
ENSG00000196517	ENSGALG00000010098
ENSG00000219061	
ENSG00000205585	
ENSG00000131668	ENSGALG00000005131
ENSG00000214046	
ENSG00000211448	
ENSG00000205034	
ENSG00000169955	
ENSG00000140386	ENSGALG00000002883
ENSG00000056487	ENSGALG00000014218
ENSG00000178306	
ENSG00000188073	ENSGALG00000003430
ENSG00000107625	
ENSG00000072954	ENSGALG00000003778
ENSG00000069011	ENSGALG00000006365
ENSG00000178691	ENSGALG00000003277
ENSG00000169951	
ENSG00000168634	
ENSG00000221954	
ENSG00000172955	
ENSG00000163217	ENSGALG00000000120
ENSG00000180543	
ENSG00000100629	
ENSG00000149651	
ENSG00000205505	
ENSG00000158079	ENSGALG00000005128
ENSG00000183607	ENSGALG00000000119
ENSG00000147649	ENSGALG00000016004
ENSG00000164740	ENSGALG00000012138
ENSG00000188039	
ENSG00000113648	ENSGALG00000006360
ENSG00000168630	
ENSG00000197162	
ENSG00000124116	
ENSG00000214883	
ENSG00000171872	
ENSG00000016864	ENSGALG00000001642
ENSG00000221840	
ENSG00000204366	
ENSG00000117906	ENSGALG00000002844
ENSG00000169605	ENSGALG00000000114
ENSG00000185926	
ENSG00000093000	ENSGALG00000014222
ENSG00000178028	ENSGALG00000010104
ENSG00000174368	
ENSG00000150244	
ENSG00000185158	ENSGALG00000000239
ENSG00000127511	ENSGALG00000003771
ENSG00000165732	ENSGALG00000024159
ENSG00000175787	
ENSG00000101457	ENSGALG00000003575
ENSG00000204364	
ENSG00000169604	ENSGALG00000000098
ENSG00000104341	ENSGALG00000016005
ENSG00000165409	ENSGALG00000010572
ENSG00000187758	ENSGALG00000012250
ENSG00000140368	ENSGALG00000002786
ENSG00000214708	
ENSG00000174353	
ENSG00000173827	
ENSG00000156853	
ENSG00000127533	ENSGALG00000021610
ENSG00000166007	
ENSG00000126858	ENSGALG00000003397
ENSG00000175063	
ENSG00000214707	
ENSG00000156858	
ENSG00000181965	ENSGALG00000006349
ENSG00000181961	
ENSG00000145824	ENSGALG00000006346
ENSG00000196616	ENSGALG00000012250
ENSG00000196338	ENSGALG00000005553
ENSG00000140391	ENSGALG00000002774
ENSG00000198954	ENSGALG00000004156
ENSG00000181958	
ENSG00000198868	ENSGALG00000018364
ENSG00000160111	ENSGALG00000003742
ENSG00000146722	ENSGALG00000000837
ENSG00000181950	
ENSG00000145832	ENSGALG00000006341
ENSG00000100364	ENSGALG00000014226
ENSG00000132561	ENSGALG00000014523
ENSG00000181943	
ENSG00000130950	
ENSG00000178809	ENSGALG00000021696
ENSG00000145839	
ENSG00000165417	ENSGALG00000010576
ENSG00000181939	
ENSG00000122862	ENSGALG00000004167
ENSG00000181935	
ENSG00000164616	ENSGALG00000006327
ENSG00000117419	ENSGALG00000010106
ENSG00000145826	ENSGALG00000006323
ENSG00000183519	ENSGALG00000000891
ENSG00000114902	ENSGALG00000001655
ENSG00000198380	ENSGALG00000000085
ENSG00000156860	
ENSG00000172188	
ENSG00000148110	
ENSG00000120708	ENSGALG00000006319
ENSG00000181927	
ENSG00000173517	ENSGALG00000002759
ENSG00000122958	ENSGALG00000004174
ENSG00000196344	ENSGALG00000012250
ENSG00000114904	ENSGALG00000001672
ENSG00000169562	ENSGALG00000005541
ENSG00000174982	
ENSG00000181903	
ENSG00000205579	ENSGALG00000007147
ENSG00000140382	ENSGALG00000002746
ENSG00000140022	ENSGALG00000010579
ENSG00000131351	ENSGALG00000003727
ENSG00000204359	ENSGALG00000024354
ENSG00000156482	ENSGALG00000008212
ENSG00000100373	ENSGALG00000014227
ENSG00000080603	
ENSG00000188439	
ENSG00000186886	
ENSG00000101470	ENSGALG00000006835
ENSG00000169599	ENSGALG00000000033
ENSG00000181837	
ENSG00000135213	ENSGALG00000021694
ENSG00000130957	ENSGALG00000012612
ENSG00000198877	
ENSG00000055957	ENSGALG00000001697
ENSG00000187147	ENSGALG00000010109
ENSG00000138813	ENSGALG00000012262
ENSG00000169783	ENSGALG00000002708
ENSG00000071537	ENSGALG00000010581
ENSG00000186113	
ENSG00000164621	
ENSG00000141314	ENSGALG00000003426
ENSG00000147130	ENSGALG00000005533
ENSG00000205315	
ENSG00000177459	
ENSG00000186117	
ENSG00000113658	ENSGALG00000006309
ENSG00000167202	ENSGALG00000003322
ENSG00000100376	
ENSG00000156502	ENSGALG00000004197
ENSG00000165140	ENSGALG00000012613
ENSG00000099331	ENSGALG00000003717
ENSG00000186119	
ENSG00000132541	ENSGALG00000018595
ENSG00000145331	ENSGALG00000012264
ENSG00000124104	ENSGALG00000023566
ENSG00000170092	
ENSG00000205030	
ENSG00000183476	
ENSG00000108666	ENSGALG00000003434
ENSG00000204356	
ENSG00000205029	
ENSG00000104356	ENSGALG00000018800
ENSG00000186124	
ENSG00000136425	ENSGALG00000003312
ENSG00000124900	
ENSG00000138823	ENSGALG00000012271
ENSG00000127957	
ENSG00000077935	ENSGALG00000014228
ENSG00000204343	
ENSG00000126106	ENSGALG00000010110
ENSG00000010244	ENSGALG00000003454
ENSG00000156873	
ENSG00000148120	ENSGALG00000012615
ENSG00000115977	ENSGALG00000000019
ENSG00000156510	ENSGALG00000021039
ENSG00000166411	ENSGALG00000003303
ENSG00000162267	ENSGALG00000001697
ENSG00000104361	ENSGALG00000022788
ENSG00000205562	
ENSG00000187612	
ENSG00000070190	ENSGALG00000000056
ENSG00000185070	ENSGALG00000010589
ENSG00000128408	ENSGALG00000014232
ENSG00000069018	ENSGALG00000006297
ENSG00000167825	ENSGALG00000003613
ENSG00000204351	
ENSG00000198520	ENSGALG00000020716
ENSG00000174970	
ENSG00000053501	ENSGALG00000003703
ENSG00000101473	ENSGALG00000006842
ENSG00000054983	ENSGALG00000010593
ENSG00000214880	
ENSG00000156486	ENSGALG00000017690
ENSG00000142945	ENSGALG00000010120
ENSG00000196118	ENSGALG00000021212
ENSG00000109270	ENSGALG00000000055
ENSG00000077942	ENSGALG00000014233
ENSG00000147140	ENSGALG00000005507
ENSG00000149133	
ENSG00000103740	ENSGALG00000003286
ENSG00000104375	ENSGALG00000016015
ENSG00000103549	
ENSG00000099330	
ENSG00000181785	ENSGALG00000003613
ENSG00000188971	ENSGALG00000000020
ENSG00000164031	ENSGALG00000014026
ENSG00000160113	
ENSG00000055955	
ENSG00000204348	
ENSG00000220011	
ENSG00000127946	ENSGALG00000000930
ENSG00000184741	ENSGALG00000004422
ENSG00000184741	ENSGALG00000004433
ENSG00000184741	ENSGALG00000004430
ENSG00000184741	ENSGALG00000003619
ENSG00000140403	ENSGALG00000003251
ENSG00000196975	ENSGALG00000008216
ENSG00000196975	ENSGALG00000003037
ENSG00000181780	ENSGALG00000004422
ENSG00000181780	ENSGALG00000004433
ENSG00000181780	ENSGALG00000004430
ENSG00000181780	ENSGALG00000003619
ENSG00000132801	ENSGALG00000006848
ENSG00000152377	ENSGALG00000006258
ENSG00000164920	ENSGALG00000016016
ENSG00000156515	ENSGALG00000004222
ENSG00000172154	
ENSG00000130307	
ENSG00000108671	ENSGALG00000024112
ENSG00000140030	ENSGALG00000010595
ENSG00000158169	ENSGALG00000012618
ENSG00000111057	
ENSG00000168612	ENSGALG00000006852
ENSG00000142937	ENSGALG00000010124
ENSG00000181767	
ENSG00000164032	ENSGALG00000014023
ENSG00000147166	ENSGALG00000005493
ENSG00000132549	ENSGALG00000016029
ENSG00000102870	
ENSG00000146021	ENSGALG00000006226
ENSG00000204344	
ENSG00000181761	
ENSG00000100433	ENSGALG00000010598
ENSG00000105393	
ENSG00000216575	
ENSG00000149634	
ENSG00000147133	ENSGALG00000005464
ENSG00000140395	ENSGALG00000003221
ENSG00000006606	
ENSG00000183355	
ENSG00000213533	ENSGALG00000001720
ENSG00000087338	
ENSG00000099385	
ENSG00000176749	
ENSG00000124257	ENSGALG00000006854
ENSG00000167822	
ENSG00000145358	
ENSG00000181752	
ENSG00000185920	ENSGALG00000012620
ENSG00000142959	ENSGALG00000010126
ENSG00000166426	ENSGALG00000003193
ENSG00000160117	
ENSG00000164035	
ENSG00000163935	ENSGALG00000001753
ENSG00000177733	ENSGALG00000006160
ENSG00000159279	ENSGALG00000021235
ENSG00000064601	ENSGALG00000006876
ENSG00000150281	
ENSG00000124380	ENSGALG00000013883
ENSG00000174957	ENSGALG00000004422
ENSG00000174957	ENSGALG00000004433
ENSG00000174957	ENSGALG00000004430
ENSG00000174957	ENSGALG00000003619
ENSG00000173846	ENSGALG00000010129
ENSG00000120729	ENSGALG00000006125
ENSG00000042317	ENSGALG00000010607
ENSG00000136381	ENSGALG00000003171
ENSG00000130638	ENSGALG00000014234
ENSG00000181723	
ENSG00000106178	
ENSG00000181718	
ENSG00000063046	
ENSG00000176658	ENSGALG00000000674
ENSG00000204342	
ENSG00000127220	
ENSG00000059728	ENSGALG00000013882
ENSG00000138814	ENSGALG00000012280
ENSG00000172489	
ENSG00000188396	
ENSG00000078795	ENSGALG00000006120
ENSG00000212633	
ENSG00000005486	ENSGALG00000002059
ENSG00000130312	ENSGALG00000022029
ENSG00000222009	
ENSG00000164919	ENSGALG00000019445
ENSG00000212972	
ENSG00000117425	ENSGALG00000010133
ENSG00000117425	ENSGALG00000022005
ENSG00000215116	
ENSG00000181698	
ENSG00000075073	ENSGALG00000004248
ENSG00000006042	
ENSG00000188266	ENSGALG00000003063
ENSG00000099364	
ENSG00000215120	
ENSG00000130311	ENSGALG00000001064
ENSG00000212787	
ENSG00000147162	ENSGALG00000005425
ENSG00000181693	
ENSG00000132554	ENSGALG00000016030
ENSG00000111077	
ENSG00000188064	ENSGALG00000014235
ENSG00000031003	ENSGALG00000013558
ENSG00000031003	ENSGALG00000006086
ENSG00000127948	ENSGALG00000002053
ENSG00000163933	ENSGALG00000001945
ENSG00000074855	
ENSG00000070785	ENSGALG00000010140
ENSG00000179818	
ENSG00000175938	
ENSG00000041357	ENSGALG00000003046
ENSG00000181689	
ENSG00000070778	ENSGALG00000010616
ENSG00000130299	
ENSG00000099282	ENSGALG00000004257
ENSG00000150261	
ENSG00000100979	ENSGALG00000006894
ENSG00000099381	
ENSG00000169564	ENSGALG00000013313
ENSG00000156509	ENSGALG00000016032
ENSG00000126107	ENSGALG00000010217
ENSG00000061492	ENSGALG00000006084
ENSG00000163932	ENSGALG00000002016
ENSG00000182257	
ENSG00000172487	
ENSG00000204338	
ENSG00000147669	ENSGALG00000019444
ENSG00000122859	
ENSG00000112981	ENSGALG00000014196
ENSG00000141316	
ENSG00000168477	
ENSG00000169684	ENSGALG00000003021
ENSG00000172199	
ENSG00000100722	ENSGALG00000010622
ENSG00000099377	
ENSG00000147174	ENSGALG00000020322
ENSG00000115998	ENSGALG00000013881
ENSG00000214865	
ENSG00000126088	ENSGALG00000010219
ENSG00000197182	
ENSG00000189077	ENSGALG00000001975
ENSG00000153064	ENSGALG00000012294
ENSG00000186810	
ENSG00000130300	
ENSG00000112983	ENSGALG00000003177
ENSG00000174942	
ENSG00000104450	ENSGALG00000016037
ENSG00000150269	
ENSG00000171224	
ENSG00000186951	ENSGALG00000022985
ENSG00000186951	ENSGALG00000014237
ENSG00000127952	ENSGALG00000001963
ENSG00000116001	ENSGALG00000013879
ENSG00000108684	ENSGALG00000000367
ENSG00000177584	
ENSG00000174937	
ENSG00000130303	
ENSG00000175611	
ENSG00000100982	ENSGALG00000023547
ENSG00000099365	
ENSG00000138821	ENSGALG00000012298
ENSG00000214847	
ENSG00000080644	ENSGALG00000003014
ENSG00000184878	
ENSG00000167778	
ENSG00000182150	ENSGALG00000012621
ENSG00000181371	
ENSG00000197467	ENSGALG00000004286
ENSG00000034677	ENSGALG00000016041
ENSG00000198026	ENSGALG00000006902
ENSG00000103496	
ENSG00000141971	ENSGALG00000013433
ENSG00000163931	ENSGALG00000005309
ENSG00000167779	
ENSG00000215115	
ENSG00000116005	ENSGALG00000013878
ENSG00000185701	
ENSG00000108691	
ENSG00000166693	
ENSG00000112984	ENSGALG00000003231
ENSG00000112984	ENSGALG00000021449
ENSG00000215113	
ENSG00000218011	
ENSG00000188051	
ENSG00000204330	
ENSG00000172464	ENSGALG00000018454
ENSG00000167780	
ENSG00000162415	ENSGALG00000010221
ENSG00000171773	ENSGALG00000013305
ENSG00000094880	ENSGALG00000007610
ENSG00000109320	ENSGALG00000012304
ENSG00000167394	
ENSG00000196933	
ENSG00000143977	
ENSG00000162290	ENSGALG00000005322
ENSG00000130304	ENSGALG00000013303
ENSG00000172459	ENSGALG00000003613
ENSG00000100985	ENSGALG00000006992
ENSG00000130948	
ENSG00000186603	ENSGALG00000023348
ENSG00000174914	
ENSG00000146701	ENSGALG00000001949
ENSG00000204131	
ENSG00000108688	
ENSG00000132781	ENSGALG00000010226
ENSG00000102309	ENSGALG00000003878
ENSG00000167395	
ENSG00000109323	ENSGALG00000012308
ENSG00000172457	
ENSG00000186106	ENSGALG00000013904
ENSG00000130313	
ENSG00000139631	
ENSG00000198493	
ENSG00000165521	ENSGALG00000010639
ENSG00000117971	ENSGALG00000003005
ENSG00000157388	ENSGALG00000005332
ENSG00000204319	
ENSG00000035141	ENSGALG00000013876
ENSG00000205643	
ENSG00000130958	ENSGALG00000012630
ENSG00000204044	
ENSG00000181296	
ENSG00000151006	
ENSG00000167483	
ENSG00000177679	ENSGALG00000001932
ENSG00000109332	ENSGALG00000012311
ENSG00000146013	ENSGALG00000007620
ENSG00000205025	
ENSG00000174226	
ENSG00000124140	ENSGALG00000006930
ENSG00000167397	
ENSG00000186871	ENSGALG00000003881
ENSG00000214876	
ENSG00000163235	ENSGALG00000024024
ENSG00000181282	
ENSG00000130943	ENSGALG00000014240
ENSG00000136378	ENSGALG00000008164
ENSG00000172156	
ENSG00000165533	ENSGALG00000010663
ENSG00000106211	ENSGALG00000001926
ENSG00000075234	ENSGALG00000014551
ENSG00000075234	ENSGALG00000009702
ENSG00000181273	
ENSG00000070756	ENSGALG00000014450
ENSG00000070756	ENSGALG00000014484
ENSG00000130309	ENSGALG00000010632
ENSG00000158402	
ENSG00000183908	
ENSG00000165244	ENSGALG00000012629
ENSG00000075218	ENSGALG00000004897
ENSG00000075218	ENSGALG00000018687
ENSG00000016391	ENSGALG00000005363
ENSG00000139651	
ENSG00000124160	ENSGALG00000007009
ENSG00000134817	ENSGALG00000004841
ENSG00000108700	
ENSG00000198034	
ENSG00000185787	
ENSG00000056736	
ENSG00000130956	ENSGALG00000012628
ENSG00000130477	
ENSG00000103507	
ENSG00000170027	ENSGALG00000017358
ENSG00000139626	
ENSG00000181374	
ENSG00000132773	ENSGALG00000010228
ENSG00000149115	
ENSG00000113812	ENSGALG00000005385
ENSG00000101017	ENSGALG00000007015
ENSG00000100416	ENSGALG00000004208
ENSG00000100416	ENSGALG00000013023
ENSG00000130479	
ENSG00000146700	
ENSG00000081377	ENSGALG00000012627
ENSG00000212994	
ENSG00000070759	ENSGALG00000010230
ENSG00000120709	
ENSG00000108702	ENSGALG00000002329
ENSG00000149136	ENSGALG00000007520
ENSG00000198457	ENSGALG00000010153
ENSG00000125931	
ENSG00000172819	
ENSG00000075340	
ENSG00000099284	ENSGALG00000004794
ENSG00000113811	ENSGALG00000005391
ENSG00000053254	ENSGALG00000010665
ENSG00000103510	
ENSG00000164924	ENSGALG00000010725
ENSG00000103811	ENSGALG00000008259
ENSG00000120733	ENSGALG00000007663
ENSG00000197322	
ENSG00000188372	ENSGALG00000001721
ENSG00000188372	ENSGALG00000001559
ENSG00000188372	ENSGALG00000001552
ENSG00000130475	
ENSG00000157445	ENSGALG00000005400
ENSG00000181291	ENSGALG00000002312
ENSG00000147099	ENSGALG00000004825
ENSG00000109991	ENSGALG00000007501
ENSG00000042286	ENSGALG00000004777
ENSG00000132763	ENSGALG00000010234
ENSG00000075275	ENSGALG00000013399
ENSG00000052344	
ENSG00000132141	ENSGALG00000002448
ENSG00000132563	ENSGALG00000017365
ENSG00000058335	ENSGALG00000008262
ENSG00000117450	ENSGALG00000010243
ENSG00000144771	ENSGALG00000005404
ENSG00000156521	ENSGALG00000020997
ENSG00000178226	
ENSG00000179913	
ENSG00000091073	ENSGALG00000001905
ENSG00000156575	ENSGALG00000007420
ENSG00000075240	ENSGALG00000013182
ENSG00000198783	ENSGALG00000013156
ENSG00000149654	ENSGALG00000007211
ENSG00000114251	ENSGALG00000005410
ENSG00000158122	ENSGALG00000012624
ENSG00000140025	ENSGALG00000020402
ENSG00000120738	ENSGALG00000007669
ENSG00000089280	
ENSG00000120963	ENSGALG00000022255
ENSG00000120963	ENSGALG00000010731
ENSG00000186652	ENSGALG00000007420
ENSG00000221817	
ENSG00000079332	ENSGALG00000004431
ENSG00000005156	ENSGALG00000002288
ENSG00000100422	ENSGALG00000019397
ENSG00000100422	ENSGALG00000000170
ENSG00000204328	
ENSG00000080189	ENSGALG00000020939
ENSG00000081386	
ENSG00000042088	ENSGALG00000010669
ENSG00000117448	ENSGALG00000010244
ENSG00000182544	ENSGALG00000014533
ENSG00000187672	ENSGALG00000005419
ENSG00000120705	ENSGALG00000002262
ENSG00000166557	ENSGALG00000008272
ENSG00000067177	ENSGALG00000004801
ENSG00000135180	ENSGALG00000023921
ENSG00000145354	ENSGALG00000012314
ENSG00000196597	
ENSG00000134802	ENSGALG00000020479
ENSG00000054611	ENSGALG00000006975
ENSG00000180376	ENSGALG00000005450
ENSG00000212801	
ENSG00000105639	
ENSG00000183733	
ENSG00000135476	ENSGALG00000009956
ENSG00000083307	ENSGALG00000014208
ENSG00000169330	ENSGALG00000006519
ENSG00000113013	ENSGALG00000002363
ENSG00000164037	
ENSG00000213676	
ENSG00000152672	
ENSG00000092871	ENSGALG00000002225
ENSG00000188152	
ENSG00000184911	
ENSG00000136371	ENSGALG00000006516
ENSG00000185040	
ENSG00000180817	ENSGALG00000004442
ENSG00000116031	
ENSG00000146707	ENSGALG00000001721
ENSG00000146707	ENSGALG00000001559
ENSG00000146707	ENSGALG00000001552
ENSG00000123349	ENSGALG00000018570
ENSG00000103490	
ENSG00000163946	ENSGALG00000005459
ENSG00000132780	ENSGALG00000010255
ENSG00000180953	
ENSG00000196312	
ENSG00000044115	ENSGALG00000002447
ENSG00000104490	ENSGALG00000013363
ENSG00000116035	ENSGALG00000009261
ENSG00000159123	
ENSG00000140379	ENSGALG00000006511
ENSG00000152315	ENSGALG00000010672
ENSG00000136943	ENSGALG00000012610
ENSG00000062598	ENSGALG00000007246
ENSG00000186645	
ENSG00000164038	
ENSG00000163947	ENSGALG00000005481
ENSG00000148734	ENSGALG00000004446
ENSG00000105640	ENSGALG00000009829
ENSG00000186907	ENSGALG00000023441
ENSG00000100764	ENSGALG00000010675
ENSG00000218357	
ENSG00000205634	
ENSG00000116039	
ENSG00000204119	
ENSG00000139637	ENSGALG00000013593
ENSG00000219438	ENSGALG00000023584
ENSG00000188801	
ENSG00000204315	
ENSG00000212630	
ENSG00000086666	ENSGALG00000006505
ENSG00000197816	ENSGALG00000003320
ENSG00000197816	ENSGALG00000022225
ENSG00000172731	ENSGALG00000004453
ENSG00000149150	
ENSG00000177238	
ENSG00000215322	
ENSG00000164039	ENSGALG00000012338
ENSG00000219016	
ENSG00000170714	
ENSG00000184388	
ENSG00000185379	ENSGALG00000002212
ENSG00000146006	ENSGALG00000002455
ENSG00000205482	
ENSG00000103876	ENSGALG00000006482
ENSG00000134809	ENSGALG00000004845
ENSG00000094914	ENSGALG00000013597
ENSG00000186451	
ENSG00000186288	
ENSG00000169900	
ENSG00000214439	ENSGALG00000008301
ENSG00000144031	
ENSG00000204118	ENSGALG00000010238
ENSG00000204314	
ENSG00000205533	
ENSG00000186462	ENSGALG00000010238
ENSG00000120725	ENSGALG00000002457
ENSG00000169896	
ENSG00000131264	ENSGALG00000007657
ENSG00000131264	ENSGALG00000007656
ENSG00000205632	
ENSG00000204116	ENSGALG00000007660
ENSG00000119720	ENSGALG00000010677
ENSG00000138778	ENSGALG00000013208
ENSG00000144730	ENSGALG00000005499
ENSG00000135205	ENSGALG00000008309
ENSG00000212939	
ENSG00000159588	
ENSG00000214872	
ENSG00000144043	
ENSG00000182707	ENSGALG00000007323
ENSG00000188511	
ENSG00000204113	
ENSG00000156587	
ENSG00000172379	ENSGALG00000006445
ENSG00000048392	ENSGALG00000016049
ENSG00000215107	
ENSG00000215452	
ENSG00000187969	
ENSG00000148730	ENSGALG00000004457
ENSG00000159592	ENSGALG00000010276
ENSG00000100425	ENSGALG00000008526
ENSG00000015479	ENSGALG00000002478
ENSG00000205847	
ENSG00000196116	ENSGALG00000012350
ENSG00000147100	ENSGALG00000007748
ENSG00000204037	
ENSG00000127951	ENSGALG00000008306
ENSG00000184617	
ENSG00000159596	ENSGALG00000010279
ENSG00000170374	
ENSG00000198185	
ENSG00000198668	ENSGALG00000010023
ENSG00000144039	
ENSG00000156574	ENSGALG00000003209
ENSG00000214645	
ENSG00000140678	
ENSG00000107719	ENSGALG00000004465
ENSG00000136842	ENSGALG00000002125
ENSG00000124357	
ENSG00000163666	ENSGALG00000005506
ENSG00000168452	
ENSG00000212631	
ENSG00000131263	ENSGALG00000007750
ENSG00000197429	ENSGALG00000010287
ENSG00000185591	
ENSG00000186088	ENSGALG00000008312
ENSG00000105641	ENSGALG00000002482
