Ensembl Gene ID	Chimp Ensembl Gene ID
ENSG00000214708	ENSPTRG00000034174
ENSG00000174353	ENSPTRG00000019303
ENSG00000173827	
ENSG00000156853	ENSPTRG00000008010
ENSG00000127533	ENSPTRG00000029092
ENSG00000166007	ENSPTRG00000029940
ENSG00000126858	ENSPTRG00000008986
ENSG00000175063	ENSPTRG00000013564
ENSG00000214707	ENSPTRG00000034166
ENSG00000156858	ENSPTRG00000008011
ENSG00000181965	ENSPTRG00000017258
ENSG00000181961	
ENSG00000145824	ENSPTRG00000017259
ENSG00000196616	ENSPTRG00000023494
ENSG00000196338	ENSPTRG00000022007
ENSG00000140391	ENSPTRG00000007322
ENSG00000198954	ENSPTRG00000024353
ENSG00000181958	ENSPTRG00000003598
ENSG00000198868	ENSPTRG00000028136
ENSG00000160111	ENSPTRG00000010656
ENSG00000146722	ENSPTRG00000022717
ENSG00000181950	ENSPTRG00000028639
ENSG00000145832	ENSPTRG00000017260
ENSG00000100364	ENSPTRG00000014493
ENSG00000132561	ENSPTRG00000020451
ENSG00000181943	ENSPTRG00000029976
ENSG00000130950	ENSPTRG00000021158
ENSG00000130950	ENSPTRG00000021132
ENSG00000178809	ENSPTRG00000019304
ENSG00000145839	ENSPTRG00000017261
ENSG00000165417	ENSPTRG00000006596
ENSG00000181939	ENSPTRG00000003600
ENSG00000122862	ENSPTRG00000002565
ENSG00000181935	ENSPTRG00000003601
ENSG00000164616	ENSPTRG00000017262
ENSG00000117419	ENSPTRG00000000655
ENSG00000145826	ENSPTRG00000017263
ENSG00000183519	ENSPTRG00000019305
ENSG00000114902	ENSPTRG00000015011
ENSG00000198380	ENSPTRG00000024129
ENSG00000156860	ENSPTRG00000008012
ENSG00000172188	
ENSG00000148110	ENSPTRG00000021134
ENSG00000120708	ENSPTRG00000017264
ENSG00000181927	
ENSG00000173517	ENSPTRG00000007323
ENSG00000122958	ENSPTRG00000002567
ENSG00000196344	ENSPTRG00000023060
ENSG00000114904	ENSPTRG00000015012
ENSG00000169562	ENSPTRG00000022008
ENSG00000174982	ENSPTRG00000003604
ENSG00000181903	ENSPTRG00000003605
ENSG00000205579	ENSPTRG00000030689
ENSG00000140382	ENSPTRG00000007326
ENSG00000140022	ENSPTRG00000006598
ENSG00000131351	ENSPTRG00000010657
ENSG00000204359	ENSPTRG00000017995
ENSG00000156482	ENSPTRG00000020454
ENSG00000100373	ENSPTRG00000014494
ENSG00000080603	ENSPTRG00000008013
ENSG00000188439	ENSPTRG00000003606
ENSG00000186886	ENSPTRG00000003607
ENSG00000101470	ENSPTRG00000030540
ENSG00000169599	ENSPTRG00000012016
ENSG00000181837	ENSPTRG00000029974
ENSG00000135213	ENSPTRG00000019306
ENSG00000130957	ENSPTRG00000021136
ENSG00000198877	ENSPTRG00000029973
ENSG00000055957	ENSPTRG00000015014
ENSG00000187147	ENSPTRG00000000656
ENSG00000138813	ENSPTRG00000016306
ENSG00000169783	ENSPTRG00000030235
ENSG00000071537	ENSPTRG00000006599
ENSG00000186113	ENSPTRG00000003608
ENSG00000164621	
ENSG00000141314	ENSPTRG00000008987
ENSG00000147130	ENSPTRG00000022009
ENSG00000205315	
ENSG00000177459	ENSPTRG00000020456
ENSG00000186117	ENSPTRG00000003609
ENSG00000113658	ENSPTRG00000024030
ENSG00000167202	ENSPTRG00000007333
ENSG00000100376	ENSPTRG00000014495
ENSG00000156502	ENSPTRG00000002568
ENSG00000165140	ENSPTRG00000021138
ENSG00000099331	ENSPTRG00000010658
ENSG00000186119	ENSPTRG00000003610
ENSG00000132541	ENSPTRG00000020457
ENSG00000145331	ENSPTRG00000016307
ENSG00000124104	ENSPTRG00000013566
ENSG00000170092	
ENSG00000205030	ENSPTRG00000029972
ENSG00000183476	ENSPTRG00000007334
ENSG00000108666	ENSPTRG00000008988
ENSG00000204356	ENSPTRG00000017996
ENSG00000205029	
ENSG00000104356	ENSPTRG00000020458
ENSG00000186124	
ENSG00000136425	ENSPTRG00000007335
ENSG00000124900	ENSPTRG00000003613
ENSG00000138823	ENSPTRG00000023619
ENSG00000127957	ENSPTRG00000019297
ENSG00000127957	ENSPTRG00000018901
ENSG00000127957	ENSPTRG00000019325
ENSG00000077935	ENSPTRG00000014496
ENSG00000204343	ENSPTRG00000029213
ENSG00000126106	ENSPTRG00000000657
ENSG00000010244	ENSPTRG00000008989
ENSG00000156873	ENSPTRG00000008014
ENSG00000148120	ENSPTRG00000021139
ENSG00000115977	ENSPTRG00000012018
ENSG00000156510	ENSPTRG00000002570
ENSG00000166411	ENSPTRG00000007336
ENSG00000162267	ENSPTRG00000015015
ENSG00000104361	ENSPTRG00000020459
ENSG00000205562	
ENSG00000187612	ENSPTRG00000003614
ENSG00000070190	ENSPTRG00000016309
ENSG00000185070	ENSPTRG00000006600
ENSG00000128408	ENSPTRG00000014497
ENSG00000069018	ENSPTRG00000017267
ENSG00000167825	ENSPTRG00000003615
ENSG00000204351	ENSPTRG00000017997
ENSG00000198520	ENSPTRG00000022898
ENSG00000174970	ENSPTRG00000003616
ENSG00000053501	ENSPTRG00000010659
ENSG00000101473	ENSPTRG00000013567
ENSG00000054983	ENSPTRG00000006602
ENSG00000214880	
ENSG00000156486	ENSPTRG00000030962
ENSG00000142945	ENSPTRG00000000658
ENSG00000196118	ENSPTRG00000024238
ENSG00000109270	ENSPTRG00000016310
ENSG00000077942	ENSPTRG00000014498
ENSG00000147140	ENSPTRG00000022010
ENSG00000149133	ENSPTRG00000029970
ENSG00000103740	ENSPTRG00000007337
ENSG00000104375	ENSPTRG00000020462
ENSG00000103549	ENSPTRG00000008015
ENSG00000099330	ENSPTRG00000010660
ENSG00000181785	ENSPTRG00000003619
ENSG00000188971	
ENSG00000164031	ENSPTRG00000016311
ENSG00000160113	ENSPTRG00000010661
ENSG00000055955	ENSPTRG00000034152
ENSG00000204348	ENSPTRG00000017998
ENSG00000220011	
ENSG00000127946	ENSPTRG00000019307
ENSG00000184741	
ENSG00000140403	ENSPTRG00000007338
ENSG00000196975	ENSPTRG00000012019
ENSG00000181780	ENSPTRG00000003621
ENSG00000132801	ENSPTRG00000013568
ENSG00000152377	ENSPTRG00000017270
ENSG00000164920	ENSPTRG00000020463
ENSG00000156515	ENSPTRG00000002572
ENSG00000172154	ENSPTRG00000003622
ENSG00000130307	ENSPTRG00000010663
ENSG00000108671	ENSPTRG00000008990
ENSG00000140030	ENSPTRG00000006603
ENSG00000158169	ENSPTRG00000021140
ENSG00000111057	ENSPTRG00000004996
ENSG00000168612	
ENSG00000142937	ENSPTRG00000000659
ENSG00000181767	ENSPTRG00000003623
ENSG00000164032	ENSPTRG00000016312
ENSG00000147166	ENSPTRG00000022012
ENSG00000132549	ENSPTRG00000020464
ENSG00000102870	ENSPTRG00000008016
ENSG00000146021	ENSPTRG00000017272
ENSG00000204344	ENSPTRG00000017999
ENSG00000181761	ENSPTRG00000003624
ENSG00000100433	ENSPTRG00000006604
ENSG00000105393	ENSPTRG00000010664
ENSG00000216575	ENSPTRG00000034373
ENSG00000149634	ENSPTRG00000013570
ENSG00000147133	ENSPTRG00000022013
ENSG00000140395	ENSPTRG00000007339
ENSG00000006606	ENSPTRG00000019310
ENSG00000183355	
ENSG00000213533	ENSPTRG00000015018
ENSG00000087338	ENSPTRG00000012021
ENSG00000099385	ENSPTRG00000008017
ENSG00000176749	ENSPTRG00000030892
ENSG00000124257	ENSPTRG00000013571
ENSG00000167822	ENSPTRG00000003625
ENSG00000145358	ENSPTRG00000016313
ENSG00000181752	ENSPTRG00000029968
ENSG00000185920	ENSPTRG00000021142
ENSG00000142959	ENSPTRG00000000661
ENSG00000166426	ENSPTRG00000007340
ENSG00000160117	ENSPTRG00000010665
ENSG00000164035	ENSPTRG00000016314
ENSG00000163935	ENSPTRG00000015019
ENSG00000177733	ENSPTRG00000017273
ENSG00000159279	
ENSG00000064601	ENSPTRG00000013572
ENSG00000150281	ENSPTRG00000008018
ENSG00000124380	ENSPTRG00000012022
ENSG00000174957	ENSPTRG00000003626
ENSG00000173846	ENSPTRG00000000662
ENSG00000120729	ENSPTRG00000017275
ENSG00000042317	ENSPTRG00000006606
ENSG00000136381	ENSPTRG00000007342
ENSG00000130638	ENSPTRG00000014500
ENSG00000181723	ENSPTRG00000003627
ENSG00000106178	ENSPTRG00000019311
ENSG00000181718	ENSPTRG00000003628
ENSG00000063046	ENSPTRG00000004997
ENSG00000176658	ENSPTRG00000008991
ENSG00000204342	ENSPTRG00000018000
ENSG00000127220	ENSPTRG00000010666
ENSG00000059728	ENSPTRG00000012023
ENSG00000138814	ENSPTRG00000016315
ENSG00000172489	ENSPTRG00000029967
ENSG00000188396	ENSPTRG00000000663
ENSG00000078795	ENSPTRG00000017276
ENSG00000212633	ENSPTRG00000022015
ENSG00000005486	ENSPTRG00000019312
ENSG00000130312	ENSPTRG00000029090
ENSG00000222009	
ENSG00000164919	ENSPTRG00000020467
ENSG00000212972	ENSPTRG00000023543
ENSG00000117425	ENSPTRG00000000664
ENSG00000215116	ENSPTRG00000033919
ENSG00000181698	ENSPTRG00000003629
ENSG00000075073	ENSPTRG00000023335
ENSG00000006042	ENSPTRG00000008993
ENSG00000188266	ENSPTRG00000007343
ENSG00000099364	ENSPTRG00000008021
ENSG00000215120	ENSPTRG00000034398
ENSG00000130311	ENSPTRG00000010668
ENSG00000212787	ENSPTRG00000015021
ENSG00000147162	ENSPTRG00000022016
ENSG00000181693	ENSPTRG00000003630
ENSG00000132554	ENSPTRG00000020468
ENSG00000111077	ENSPTRG00000004999
ENSG00000188064	ENSPTRG00000023136
ENSG00000031003	ENSPTRG00000017277
ENSG00000127948	ENSPTRG00000019313
ENSG00000163933	ENSPTRG00000015022
ENSG00000074855	ENSPTRG00000010669
ENSG00000070785	ENSPTRG00000000665
ENSG00000179818	ENSPTRG00000012024
ENSG00000175938	ENSPTRG00000008022
ENSG00000041357	ENSPTRG00000007345
ENSG00000181689	ENSPTRG00000003631
ENSG00000070778	ENSPTRG00000006607
ENSG00000130299	ENSPTRG00000010670
ENSG00000099282	ENSPTRG00000002575
ENSG00000150261	ENSPTRG00000029966
ENSG00000100979	ENSPTRG00000013573
ENSG00000099381	ENSPTRG00000008024
ENSG00000169564	ENSPTRG00000012025
ENSG00000156509	ENSPTRG00000020469
ENSG00000126107	ENSPTRG00000000667
ENSG00000061492	ENSPTRG00000017278
ENSG00000163932	ENSPTRG00000015023
ENSG00000182257	ENSPTRG00000014501
ENSG00000172487	ENSPTRG00000003632
ENSG00000204338	ENSPTRG00000029749
ENSG00000147669	ENSPTRG00000020470
ENSG00000122859	
ENSG00000112981	ENSPTRG00000017279
ENSG00000141316	ENSPTRG00000008995
ENSG00000168477	ENSPTRG00000018003
ENSG00000169684	ENSPTRG00000007346
ENSG00000172199	ENSPTRG00000029965
ENSG00000100722	ENSPTRG00000006608
ENSG00000099377	ENSPTRG00000008025
ENSG00000147174	ENSPTRG00000022017
ENSG00000115998	ENSPTRG00000012026
ENSG00000214865	ENSPTRG00000034061
ENSG00000126088	ENSPTRG00000000668
ENSG00000197182	ENSPTRG00000023034
ENSG00000189077	ENSPTRG00000019314
ENSG00000153064	ENSPTRG00000016317
ENSG00000186810	ENSPTRG00000022018
ENSG00000130300	ENSPTRG00000010671
ENSG00000112983	ENSPTRG00000017280
ENSG00000174942	ENSPTRG00000029963
ENSG00000104450	ENSPTRG00000020471
ENSG00000150269	ENSPTRG00000003634
ENSG00000171224	ENSPTRG00000002577
ENSG00000186951	ENSPTRG00000014505
ENSG00000127952	ENSPTRG00000019315
ENSG00000116001	ENSPTRG00000023495
ENSG00000108684	ENSPTRG00000008996
ENSG00000177584	ENSPTRG00000013574
ENSG00000174937	
ENSG00000130303	ENSPTRG00000010672
ENSG00000175611	ENSPTRG00000034217
ENSG00000100982	ENSPTRG00000013575
ENSG00000099365	ENSPTRG00000008026
ENSG00000138821	ENSPTRG00000016318
ENSG00000214847	
ENSG00000080644	ENSPTRG00000007347
ENSG00000184878	ENSPTRG00000003636
ENSG00000167778	ENSPTRG00000005000
ENSG00000182150	ENSPTRG00000021148
ENSG00000181371	ENSPTRG00000003637
ENSG00000197467	ENSPTRG00000002579
ENSG00000034677	ENSPTRG00000020472
ENSG00000198026	ENSPTRG00000023353
ENSG00000103496	ENSPTRG00000008027
ENSG00000141971	ENSPTRG00000010673
ENSG00000163931	ENSPTRG00000015024
ENSG00000167779	ENSPTRG00000005001
ENSG00000215115	ENSPTRG00000034528
ENSG00000116005	ENSPTRG00000012028
ENSG00000185701	ENSPTRG00000003640
ENSG00000108691	ENSPTRG00000008999
ENSG00000166693	ENSPTRG00000003641
ENSG00000112984	ENSPTRG00000017281
ENSG00000215113	ENSPTRG00000034528
ENSG00000218011	ENSPTRG00000033906
ENSG00000188051	ENSPTRG00000010674
ENSG00000204330	ENSPTRG00000034150
ENSG00000172464	ENSPTRG00000003643
ENSG00000167780	ENSPTRG00000005002
ENSG00000162415	ENSPTRG00000000669
ENSG00000171773	ENSPTRG00000010675
ENSG00000094880	ENSPTRG00000017282
ENSG00000109320	ENSPTRG00000016320
ENSG00000167394	ENSPTRG00000008028
ENSG00000196933	ENSPTRG00000022019
ENSG00000143977	ENSPTRG00000012029
ENSG00000162290	ENSPTRG00000015025
ENSG00000130304	ENSPTRG00000010676
ENSG00000172459	ENSPTRG00000029960
ENSG00000100985	ENSPTRG00000013577
ENSG00000130948	ENSPTRG00000021150
ENSG00000186603	ENSPTRG00000000670
ENSG00000174914	ENSPTRG00000003644
ENSG00000146701	ENSPTRG00000019316
ENSG00000204131	ENSPTRG00000028255
ENSG00000108688	ENSPTRG00000009000
ENSG00000132781	ENSPTRG00000024019
ENSG00000102309	ENSPTRG00000022022
ENSG00000167395	ENSPTRG00000008029
ENSG00000109323	ENSPTRG00000016322
ENSG00000172457	ENSPTRG00000003645
ENSG00000186106	ENSPTRG00000020473
ENSG00000130313	ENSPTRG00000010677
ENSG00000139631	ENSPTRG00000005004
ENSG00000198493	ENSPTRG00000031490
ENSG00000165521	ENSPTRG00000006609
ENSG00000117971	ENSPTRG00000007348
ENSG00000157388	ENSPTRG00000015026
ENSG00000204319	ENSPTRG00000018000
ENSG00000035141	ENSPTRG00000012030
ENSG00000205643	ENSPTRG00000029404
ENSG00000130958	ENSPTRG00000021151
ENSG00000204044	ENSPTRG00000030536
ENSG00000181296	ENSPTRG00000003646
ENSG00000151006	ENSPTRG00000031216
ENSG00000167483	
ENSG00000177679	ENSPTRG00000019317
ENSG00000109332	ENSPTRG00000016324
ENSG00000146013	ENSPTRG00000017283
ENSG00000205025	ENSPTRG00000029959
ENSG00000174226	ENSPTRG00000020474
ENSG00000124140	ENSPTRG00000013578
ENSG00000167397	
ENSG00000186871	ENSPTRG00000022023
ENSG00000214876	ENSPTRG00000034149
ENSG00000163235	ENSPTRG00000012031
ENSG00000181282	ENSPTRG00000003648
ENSG00000130943	ENSPTRG00000014506
ENSG00000136378	ENSPTRG00000007350
ENSG00000172156	ENSPTRG00000009001
ENSG00000165533	ENSPTRG00000006610
ENSG00000106211	ENSPTRG00000019319
ENSG00000075234	ENSPTRG00000014507
ENSG00000181273	ENSPTRG00000003649
ENSG00000070756	ENSPTRG00000020475
ENSG00000130309	ENSPTRG00000010680
ENSG00000158402	ENSPTRG00000017284
ENSG00000183908	ENSPTRG00000003650
ENSG00000165244	ENSPTRG00000021153
ENSG00000075218	ENSPTRG00000014509
ENSG00000016391	ENSPTRG00000015027
ENSG00000139651	ENSPTRG00000005005
ENSG00000124160	ENSPTRG00000013579
ENSG00000134817	ENSPTRG00000003651
ENSG00000108700	ENSPTRG00000009002
ENSG00000198034	ENSPTRG00000022025
ENSG00000185787	ENSPTRG00000007351
ENSG00000056736	ENSPTRG00000015028
ENSG00000130956	ENSPTRG00000021154
ENSG00000130477	ENSPTRG00000010681
ENSG00000103507	ENSPTRG00000008032
ENSG00000170027	ENSPTRG00000019320
ENSG00000139626	ENSPTRG00000005006
ENSG00000181374	ENSPTRG00000009003
ENSG00000132773	ENSPTRG00000000672
ENSG00000149115	ENSPTRG00000003652
ENSG00000113812	ENSPTRG00000015029
ENSG00000101017	
ENSG00000100416	ENSPTRG00000014510
ENSG00000130479	ENSPTRG00000010682
ENSG00000146700	ENSPTRG00000019322
ENSG00000081377	ENSPTRG00000021155
ENSG00000212994	
ENSG00000070759	ENSPTRG00000000673
ENSG00000120709	ENSPTRG00000017285
ENSG00000108702	ENSPTRG00000009004
ENSG00000149136	ENSPTRG00000003653
ENSG00000198457	
ENSG00000125931	ENSPTRG00000022026
ENSG00000172819	ENSPTRG00000005007
ENSG00000075340	ENSPTRG00000012032
ENSG00000099284	ENSPTRG00000002581
ENSG00000113811	ENSPTRG00000015030
ENSG00000053254	ENSPTRG00000006614
ENSG00000103510	ENSPTRG00000008034
ENSG00000164924	ENSPTRG00000020476
ENSG00000103811	ENSPTRG00000007352
ENSG00000120733	ENSPTRG00000017286
ENSG00000197322	ENSPTRG00000024113
ENSG00000188372	ENSPTRG00000019323
ENSG00000130475	ENSPTRG00000010683
ENSG00000157445	ENSPTRG00000015031
ENSG00000181291	ENSPTRG00000009005
ENSG00000147099	ENSPTRG00000022028
ENSG00000109991	ENSPTRG00000003654
ENSG00000042286	ENSPTRG00000002582
ENSG00000132763	ENSPTRG00000000674
ENSG00000075275	ENSPTRG00000014511
ENSG00000052344	ENSPTRG00000008035
ENSG00000132141	ENSPTRG00000023221
ENSG00000132563	ENSPTRG00000017287
ENSG00000058335	ENSPTRG00000007353
ENSG00000117450	ENSPTRG00000000675
ENSG00000144771	ENSPTRG00000015033
ENSG00000156521	ENSPTRG00000002583
ENSG00000178226	ENSPTRG00000008036
ENSG00000179913	ENSPTRG00000010684
ENSG00000091073	ENSPTRG00000019326
ENSG00000156575	ENSPTRG00000029958
ENSG00000075240	ENSPTRG00000014513
ENSG00000198783	ENSPTRG00000009007
ENSG00000149654	ENSPTRG00000013581
ENSG00000114251	ENSPTRG00000015034
ENSG00000158122	ENSPTRG00000021156
ENSG00000140025	ENSPTRG00000006619
ENSG00000120738	ENSPTRG00000017288
ENSG00000089280	ENSPTRG00000008038
ENSG00000120963	ENSPTRG00000020477
ENSG00000186652	ENSPTRG00000003655
ENSG00000221817	
ENSG00000079332	ENSPTRG00000002584
ENSG00000005156	ENSPTRG00000009008
ENSG00000100422	ENSPTRG00000014515
ENSG00000204328	ENSPTRG00000029205
ENSG00000080189	ENSPTRG00000013582
ENSG00000081386	ENSPTRG00000023307
ENSG00000042088	ENSPTRG00000006621
ENSG00000117448	ENSPTRG00000000676
ENSG00000182544	ENSPTRG00000005008
ENSG00000187672	ENSPTRG00000015035
ENSG00000120705	ENSPTRG00000017289
ENSG00000166557	ENSPTRG00000007356
ENSG00000067177	ENSPTRG00000022029
ENSG00000135180	ENSPTRG00000019329
ENSG00000145354	ENSPTRG00000016325
ENSG00000196597	ENSPTRG00000021157
ENSG00000134802	ENSPTRG00000003656
ENSG00000054611	ENSPTRG00000014516
ENSG00000180376	ENSPTRG00000015037
ENSG00000212801	ENSPTRG00000034167
ENSG00000105639	ENSPTRG00000010685
ENSG00000183733	ENSPTRG00000012033
ENSG00000135476	ENSPTRG00000005009
ENSG00000083307	ENSPTRG00000020479
ENSG00000169330	ENSPTRG00000007357
ENSG00000113013	ENSPTRG00000017290
ENSG00000164037	ENSPTRG00000016327
ENSG00000213676	ENSPTRG00000034357
ENSG00000152672	ENSPTRG00000012035
ENSG00000092871	ENSPTRG00000009009
ENSG00000188152	ENSPTRG00000021158
ENSG00000188152	ENSPTRG00000021132
ENSG00000184911	ENSPTRG00000022030
ENSG00000136371	ENSPTRG00000007358
ENSG00000185040	ENSPTRG00000028524
ENSG00000185040	ENSPTRG00000028544
ENSG00000180817	ENSPTRG00000002585
ENSG00000116031	ENSPTRG00000012036
ENSG00000146707	
ENSG00000123349	ENSPTRG00000005010
ENSG00000103490	ENSPTRG00000008039
ENSG00000163946	ENSPTRG00000015038
ENSG00000132780	ENSPTRG00000000677
ENSG00000180953	ENSPTRG00000033922
ENSG00000196312	ENSPTRG00000021159
ENSG00000044115	ENSPTRG00000017291
ENSG00000104490	ENSPTRG00000020480
ENSG00000116035	ENSPTRG00000012037
ENSG00000159123	ENSPTRG00000022030
ENSG00000140379	ENSPTRG00000007359
ENSG00000152315	ENSPTRG00000006622
ENSG00000136943	ENSPTRG00000002675
ENSG00000062598	ENSPTRG00000013583
ENSG00000186645	ENSPTRG00000028471
ENSG00000186645	ENSPTRG00000028446
ENSG00000164038	ENSPTRG00000016328
ENSG00000163947	ENSPTRG00000015041
ENSG00000148734	ENSPTRG00000002586
ENSG00000105640	ENSPTRG00000010686
ENSG00000186907	ENSPTRG00000003657
ENSG00000100764	ENSPTRG00000006623
ENSG00000218357	ENSPTRG00000034316
ENSG00000205634	ENSPTRG00000029400
ENSG00000116039	ENSPTRG00000012038
ENSG00000204119	ENSPTRG00000028253
ENSG00000139637	ENSPTRG00000005011
ENSG00000219438	ENSPTRG00000034467
ENSG00000188801	ENSPTRG00000017837
ENSG00000204315	ENSPTRG00000018006
ENSG00000212630	ENSPTRG00000028254
ENSG00000086666	ENSPTRG00000007361
ENSG00000197816	ENSPTRG00000021162
ENSG00000172731	ENSPTRG00000002588
ENSG00000149150	ENSPTRG00000003658
ENSG00000177238	ENSPTRG00000008040
ENSG00000215322	ENSPTRG00000034241
ENSG00000164039	ENSPTRG00000016329
ENSG00000219016	ENSPTRG00000034397
ENSG00000170714	ENSPTRG00000014518
ENSG00000184388	
ENSG00000185379	ENSPTRG00000009010
ENSG00000146006	ENSPTRG00000017292
ENSG00000205482	ENSPTRG00000028524
ENSG00000205482	ENSPTRG00000028544
ENSG00000103876	ENSPTRG00000007362
ENSG00000134809	ENSPTRG00000003659
ENSG00000094914	ENSPTRG00000005012
ENSG00000186451	ENSPTRG00000015042
ENSG00000186288	
ENSG00000169900	ENSPTRG00000008041
ENSG00000214439	ENSPTRG00000019543
ENSG00000144031	ENSPTRG00000012039
ENSG00000204118	
ENSG00000204314	ENSPTRG00000018007
ENSG00000205533	
ENSG00000186462	ENSPTRG00000022031
ENSG00000120725	ENSPTRG00000017293
ENSG00000169896	ENSPTRG00000008042
ENSG00000131264	ENSPTRG00000022032
ENSG00000205632	ENSPTRG00000029398
ENSG00000204116	ENSPTRG00000028250
ENSG00000119720	ENSPTRG00000023399
ENSG00000138778	ENSPTRG00000016330
ENSG00000144730	ENSPTRG00000015043
ENSG00000135205	ENSPTRG00000019333
ENSG00000212939	
ENSG00000159588	ENSPTRG00000000679
ENSG00000214872	ENSPTRG00000034232
ENSG00000144043	ENSPTRG00000012040
ENSG00000182707	ENSPTRG00000022033
ENSG00000188511	ENSPTRG00000014520
ENSG00000204113	
ENSG00000156587	ENSPTRG00000003661
ENSG00000172379	ENSPTRG00000007363
ENSG00000048392	ENSPTRG00000020481
ENSG00000215107	
ENSG00000215452	ENSPTRG00000030529
ENSG00000215452	ENSPTRG00000028956
ENSG00000187969	
ENSG00000148730	ENSPTRG00000002590
ENSG00000159592	ENSPTRG00000000680
ENSG00000100425	ENSPTRG00000014521
ENSG00000015479	ENSPTRG00000017294
ENSG00000205847	
ENSG00000196116	ENSPTRG00000022912
ENSG00000147100	ENSPTRG00000022036
ENSG00000204037	ENSPTRG00000030528
ENSG00000127951	ENSPTRG00000019332
ENSG00000184617	ENSPTRG00000013584
ENSG00000159596	ENSPTRG00000000681
ENSG00000170374	ENSPTRG00000005013
ENSG00000198185	ENSPTRG00000023339
ENSG00000198668	ENSPTRG00000011185
ENSG00000144039	ENSPTRG00000034192
ENSG00000156574	ENSPTRG00000002592
ENSG00000214645	
ENSG00000140678	ENSPTRG00000008043
ENSG00000107719	ENSPTRG00000002594
ENSG00000136842	ENSPTRG00000021165
ENSG00000124357	ENSPTRG00000012043
ENSG00000163666	ENSPTRG00000015044
ENSG00000168452	ENSPTRG00000018008
ENSG00000212631	ENSPTRG00000022811
ENSG00000131263	ENSPTRG00000022037
ENSG00000197429	ENSPTRG00000024149
ENSG00000185591	ENSPTRG00000005014
ENSG00000186088	ENSPTRG00000019335
ENSG00000105641	ENSPTRG00000010687
ENSG00000104517	ENSPTRG00000020482
ENSG00000156886	ENSPTRG00000008045
ENSG00000149131	ENSPTRG00000003663
ENSG00000073598	ENSPTRG00000009011
ENSG00000124370	ENSPTRG00000012044
ENSG00000157500	ENSPTRG00000015045
ENSG00000180644	ENSPTRG00000002595
ENSG00000100426	ENSPTRG00000014522
ENSG00000149635	ENSPTRG00000013585
ENSG00000120727	ENSPTRG00000017296
ENSG00000136379	ENSPTRG00000007364
ENSG00000215891	ENSPTRG00000033897
ENSG00000169836	ENSPTRG00000016331
ENSG00000073536	ENSPTRG00000009012
ENSG00000158296	ENSPTRG00000013586
ENSG00000182858	ENSPTRG00000014523
ENSG00000124383	ENSPTRG00000012045
ENSG00000136925	ENSPTRG00000021166
ENSG00000086015	ENSPTRG00000000683
ENSG00000127947	ENSPTRG00000019337
ENSG00000103888	ENSPTRG00000007365
ENSG00000007080	ENSPTRG00000010688
ENSG00000050030	ENSPTRG00000022038
ENSG00000168387	ENSPTRG00000015046
ENSG00000156885	ENSPTRG00000008046
ENSG00000124374	ENSPTRG00000012046
ENSG00000138316	ENSPTRG00000002596
ENSG00000165914	ENSPTRG00000006627
ENSG00000105642	ENSPTRG00000010689
ENSG00000155087	ENSPTRG00000020483
ENSG00000168772	ENSPTRG00000016332
ENSG00000166220	ENSPTRG00000002597
ENSG00000135409	ENSPTRG00000005015
ENSG00000176723	
ENSG00000141161	ENSPTRG00000009013
ENSG00000170482	ENSPTRG00000017297
ENSG00000184164	ENSPTRG00000014524
ENSG00000163669	ENSPTRG00000015047
ENSG00000117899	ENSPTRG00000007366
ENSG00000155090	ENSPTRG00000020484
ENSG00000075292	ENSPTRG00000012048
ENSG00000140691	ENSPTRG00000031215
ENSG00000187257	ENSPTRG00000019338
ENSG00000221988	
ENSG00000166793	ENSPTRG00000003664
ENSG00000166224	ENSPTRG00000002598
ENSG00000117461	ENSPTRG00000000685
ENSG00000168769	
ENSG00000105643	ENSPTRG00000010690
ENSG00000213315	
ENSG00000136937	ENSPTRG00000021167
ENSG00000140406	ENSPTRG00000007367
ENSG00000131269	ENSPTRG00000022039
ENSG00000100784	ENSPTRG00000006631
ENSG00000177664	ENSPTRG00000015048
ENSG00000140682	ENSPTRG00000008048
ENSG00000172409	ENSPTRG00000029956
ENSG00000135211	ENSPTRG00000019339
ENSG00000156206	ENSPTRG00000007368
ENSG00000174844	ENSPTRG00000015049
ENSG00000205352	ENSPTRG00000029739
ENSG00000155096	ENSPTRG00000020485
ENSG00000172315	ENSPTRG00000013587
ENSG00000164729	ENSPTRG00000019987
ENSG00000198355	
ENSG00000096996	ENSPTRG00000010692
ENSG00000138777	ENSPTRG00000016335
ENSG00000170476	
ENSG00000156599	ENSPTRG00000003666
ENSG00000166750	ENSPTRG00000009016
ENSG00000172349	ENSPTRG00000007369
ENSG00000174840	ENSPTRG00000030221
ENSG00000006576	ENSPTRG00000019340
ENSG00000166228	ENSPTRG00000002599
ENSG00000133943	ENSPTRG00000006632
ENSG00000094841	ENSPTRG00000022040
ENSG00000136936	ENSPTRG00000021168
ENSG00000107731	ENSPTRG00000002600
ENSG00000188263	ENSPTRG00000014525
ENSG00000172716	ENSPTRG00000009017
ENSG00000170469	ENSPTRG00000017299
ENSG00000197111	
ENSG00000168374	ENSPTRG00000015051
ENSG00000197496	ENSPTRG00000013588
ENSG00000140675	ENSPTRG00000008049
ENSG00000170464	ENSPTRG00000017300
ENSG00000117472	ENSPTRG00000000686
ENSG00000156603	ENSPTRG00000003667
ENSG00000138892	ENSPTRG00000014526
ENSG00000204310	ENSPTRG00000018009
